번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
42,987395,10호,좌석매출,매출,포커스석,1,0,144000,카드,신한카드,0,144000,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,3860
43,987395,10호,좌석매출,매출,포커스석,1,0,26000,카드,신한카드,26000,0,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,3860
44,987396,41호,좌석매출,매출,1day,0,0,9000,카드,삼성 마스타,0,9000,2021-01-01,2021-01-01,2021-01-01,현장결제,,,,18389
45,987396,41호,좌석매출,매출,1day,0,0,4000,카드,삼성 마스타,4000,0,2021-01-01,2021-01-01,2021-01-01,현장결제,,,,18389
46,987403,26호,좌석매출,매출,자유석,1,0,178000,카드,현대카드사,0,178000,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,10835
47,987403,26호,좌석매출,매출,자유석,1,0,67000,카드,현대카드사,67000,0,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,10835
48,987404,20호,좌석매출,매출,포커스석,1,0,130000,카드,KB국민비씨카드,0,130000,2021-01-01,2021-01-01,2021-01-31,키오스크결제,,,,7939
49,987404,20호,좌석매출,매출,포커스석,1,0,45000,카드,KB국민비씨카드,45000,0,2021-01-01,2021-01-01,2021-01-31,키오스크결제,,,,7939
50,987406,37호,좌석매출,매출,1day,0,0,9000,카드,신한카드체크,0,9000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,16540
51,987406,37호,좌석매출,매출,1day,0,0,4000,카드,신한카드체크,4000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,16540
52,987409,13호,좌석매출,매출,고정석,1,0,178000,카드,삼성아멕스,0,178000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,5459
53,987409,13호,좌석매출,매출,고정석,1,0,72000,카드,삼성아멕스,72000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,5459
54,987414,31호,좌석매출,매출,자유석,1,0,110800,카드,삼성 마스타,0,110800,2021-01-01,2021-01-01,2021-01-31,키오스크결제,,,,13108
55,987414,31호,좌석매출,매출,자유석,1,0,59200,카드,삼성 마스타,59200,0,2021-01-01,2021-01-01,2021-01-31,키오스크결제,,,,13108
56,987416,11호,좌석매출,매출,포커스석,1,0,145000,카드,삼성 마스타,0,145000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,4541
57,987416,11호,좌석매출,매출,포커스석,1,0,15000,카드,삼성 마스타,15000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,4541
58,987417,08호,좌석매출,매출,자유석,1,0,145000,카드,삼성카드사,0,145000,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,2880
59,987417,08호,좌석매출,매출,자유석,1,0,35000,카드,삼성카드사,35000,0,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,2880
60,987420,23호,좌석매출,매출,포커스석,1,0,144000,카드,신한카드,0,144000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,9566
61,987420,23호,좌석매출,매출,포커스석,1,0,61000,카드,신한카드,61000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,9566
62,987422,38호,좌석매출,매출,자유석,1,0,125000,카드,롯데카드,0,125000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,17009
63,987428,04호,좌석매출,매출,자유석,1,0,178000,카드,씨티카드,0,178000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,1168
64,987428,04호,좌석매출,매출,자유석,1,0,62000,카드,씨티카드,62000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,1168
65,987430,28호,좌석매출,매출,1day,0,0,9000,카드,하나카드,0,9000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,11892
66,987430,28호,좌석매출,매출,1day,0,0,4000,카드,하나카드,4000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,11892
67,987433,20호,좌석매출,매출,고정석,1,0,150000,카드,하나카드,0,150000,2021-01-01,2021-01-01,2021-01-31,키오스크결제,,,,7856
68,987433,20호,좌석매출,매출,고정석,1,0,55000,카드,하나카드,55000,0,2021-01-01,2021-01-01,2021-01-31,키오스크결제,,,,7856
69,987435,03호,좌석매출,매출,1day,0,0,9000,카드,하나체크카드,0,9000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,763
70,987435,03호,좌석매출,매출,1day,0,0,6000,카드,하나체크카드,6000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,763
71,987436,10호,좌석매출,매출,포커스석,1,0,144000,카드,비씨카드사,0,144000,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,4064
72,987436,10호,좌석매출,매출,포커스석,1,0,26000,카드,비씨카드사,26000,0,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,4064
73,987437,04호,좌석매출,매출,자유석,1,0,178000,카드,NH농협비씨카드,0,178000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,1564
74,987437,04호,좌석매출,매출,자유석,1,0,62000,카드,NH농협비씨카드,62000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,1564
75,987441,39호,좌석매출,매출,고정석,1,0,110800,카드,롯데카드,0,110800,2021-01-01,2021-01-02,2021-02-01,키오스크결제,,,,17331
76,987441,39호,좌석매출,매출,고정석,1,0,74200,카드,롯데카드,74200,0,2021-01-01,2021-01-02,2021-02-01,키오스크결제,,,,17331
77,987447,31호,좌석매출,매출,1day,0,0,6000,카드,카카오페이체크,0,6000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,13745
78,987447,31호,좌석매출,매출,1day,0,0,7000,카드,카카오페이체크,7000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,13745
79,987449,21호,좌석매출,매출,1day,0,0,9000,카드,신한카드,0,9000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,8729
80,987449,21호,좌석매출,매출,1day,0,0,6000,카드,신한카드,6000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,8729
81,987450,24호,좌석매출,매출,자유석,1,0,120000,카드,롯데카드,0,120000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,10141
82,987450,24호,좌석매출,매출,자유석,1,0,25000,카드,롯데카드,25000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,10141
83,987462,14호,좌석매출,매출,포커스석,1,0,130000,카드,롯데카드사,0,130000,2021-01-01,2021-01-03,2021-02-01,온라인결제,,,,6131
84,987462,14호,좌석매출,매출,포커스석,1,0,35000,카드,롯데카드사,35000,0,2021-01-01,2021-01-03,2021-02-01,온라인결제,,,,6131
85,987471,02호,좌석매출,매출,고정석,1,0,178000,카드,KB체크카드,0,178000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,553
86,987471,02호,좌석매출,매출,고정석,1,0,47000,카드,KB체크카드,47000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,553
87,987474,04호,좌석매출,매출,고정석,1,0,178000,카드,비씨카드사,0,178000,2021-01-01,2021-01-02,2021-01-31,온라인결제,,,,1484
88,987474,04호,좌석매출,매출,고정석,1,0,92000,카드,비씨카드사,92000,0,2021-01-01,2021-01-02,2021-01-31,온라인결제,,,,1484
89,987478,22호,좌석매출,매출,고정석,2,0,270000,카드,KB국민카드,0,270000,2021-01-01,2021-01-01,2021-03-01,온라인결제,,,,9041
90,987478,22호,좌석매출,매출,고정석,2,0,70000,카드,KB국민카드,70000,0,2021-01-01,2021-01-01,2021-03-01,온라인결제,,,,9041
91,987479,25호,좌석매출,매출,자유석,1,0,145000,카드,카카오뱅크체크,0,145000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,10409
92,987479,25호,좌석매출,매출,자유석,1,0,35000,카드,카카오뱅크체크,35000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,10409
93,987481,28호,좌석매출,매출,싱글석,1,0,110400,카드,KB국민카드,0,110400,2021-01-01,2020-12-10,2021-01-01,온라인결제,,해당없음,재결제 매출,12090
94,987481,28호,좌석매출,매출,싱글석,1,0,35250,카드,KB국민카드,35250,0,2021-01-01,2020-12-10,2021-01-01,온라인결제,,해당없음,재결제 매출,12090
95,987482,28호,좌석매출,매출,고정석,1,0,144000,카드,KB국민카드,0,144000,2021-01-01,2021-01-02,2021-02-01,온라인결제,,,온라인 좌석이동,12090
96,987482,28호,좌석매출,매출,고정석,1,0,46000,카드,KB국민카드,46000,0,2021-01-01,2021-01-02,2021-02-01,온라인결제,,,온라인 좌석이동,12090
97,987483,28호,좌석매출,매출취소,싱글석,1,0,-144000,카드,신한은련개인,0,-144000,2021-01-01,2020-12-10,2021-01-08,현장결제,,해당없음,,12090
98,987483,28호,좌석매출,매출취소,싱글석,1,0,-46000,카드,신한은련개인,-46000,0,2021-01-01,2020-12-10,2021-01-08,현장결제,,해당없음,,12090
99,987485,04호,좌석매출,매출,1day,0,0,9000,카드,KB체크카드,0,9000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,1153
100,987485,04호,좌석매출,매출,1day,0,0,6000,카드,KB체크카드,6000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,1153
101,987488,31호,좌석매출,매출취소,포커스석,1,0,-110800,카드,KB국민카드,0,-110800,2021-01-01,2021-01-01,2021-01-31,온라인결제,,,,13136
102,987488,31호,좌석매출,매출취소,포커스석,1,0,-59200,카드,KB국민카드,-59200,0,2021-01-01,2021-01-01,2021-01-31,온라인결제,,,,13136
103,987491,31호,좌석매출,매출,포커스석,1,0,110800,카드,KB국민카드,0,110800,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,13136
104,987491,31호,좌석매출,매출,포커스석,1,0,59200,카드,KB국민카드,59200,0,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,13136
105,987497,29호,좌석매출,매출,포커스석,1,0,109400,카드,KB국민카드,0,109400,2021-01-01,2021-01-02,2021-01-31,온라인결제,,,,12484
106,987497,29호,좌석매출,매출,포커스석,1,0,40600,카드,KB국민카드,40600,0,2021-01-01,2021-01-02,2021-01-31,온라인결제,,,,12484
107,987500,12호,좌석매출,매출,자유석,1,0,144000,카드,KB국민카드,0,144000,2021-01-01,2021-01-02,2021-01-31,키오스크결제,,,,5348
108,987500,12호,좌석매출,매출,자유석,1,0,46000,카드,KB국민카드,46000,0,2021-01-01,2021-01-02,2021-01-31,키오스크결제,,,,5348
109,987506,33호,좌석매출,매출취소,자유석,1,0,-144000,카드,현대로컬개인,0,-144000,2021-01-01,2021-01-01,2021-01-30,현장결제,,,,14633
110,987506,33호,좌석매출,매출취소,자유석,1,0,-21000,카드,현대로컬개인,-21000,0,2021-01-01,2021-01-01,2021-01-30,현장결제,,,,14633
111,987507,20호,좌석매출,매출,고정석,2,0,300000,카드,롯데카드,0,300000,2021-01-01,2021-01-01,2021-03-02,키오스크결제,,,,8138
112,987507,20호,좌석매출,매출,고정석,2,0,110000,카드,롯데카드,110000,0,2021-01-01,2021-01-01,2021-03-02,키오스크결제,,,,8138
113,987508,33호,좌석매출,매출,포커스석,1,0,144000,카드,신한은련개인,0,144000,2021-01-01,2021-01-01,2021-01-30,현장결제,,,,14633
114,987508,33호,좌석매출,매출,포커스석,1,0,21000,카드,신한은련개인,21000,0,2021-01-01,2021-01-01,2021-01-30,현장결제,,,,14633
115,987509,13호,좌석매출,매출,1day,0,0,9000,카드,롯데카드,0,9000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,5855
116,987509,13호,좌석매출,매출,1day,0,0,6000,카드,롯데카드,6000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,5855
117,987510,13호,좌석매출,매출,고정석,1,0,178000,카드,롯데카드,0,178000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,5688
118,987510,13호,좌석매출,매출,고정석,1,0,72000,카드,롯데카드,72000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,5688
119,987513,31호,좌석매출,매출,1day,0,0,6000,카드,KB국민카드,0,6000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,13354
120,987513,31호,좌석매출,매출,1day,0,0,7000,카드,KB국민카드,7000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,13354
121,987515,23호,좌석매출,매출,자유석,1,0,99000,카드,비씨카드사,0,99000,2021-01-01,2020-12-22,2020-12-30,온라인결제,,,재결제 매출,9411
122,987515,23호,좌석매출,매출,자유석,1,0,61000,카드,비씨카드사,61000,0,2021-01-01,2020-12-22,2020-12-30,온라인결제,,,재결제 매출,9411
123,987516,23호,좌석매출,매출취소,자유석,1,0,-144000,카드,우리카드,0,-144000,2021-01-01,2020-12-22,2021-01-20,키오스크결제,,,,9411
124,987516,23호,좌석매출,매출취소,자유석,1,0,-61000,카드,우리카드,-61000,0,2021-01-01,2020-12-22,2021-01-20,키오스크결제,,,,9411
125,987517,25호,좌석매출,매출,10days,1,0,90000,카드,신한카드,0,90000,2021-01-01,2021-01-01,2021-01-14,키오스크결제,,,,10454
126,987517,25호,좌석매출,매출,10days,1,0,20000,카드,신한카드,20000,0,2021-01-01,2021-01-01,2021-01-14,키오스크결제,,,,10454
127,987518,01호,좌석매출,매출,자유석,1,0,170000,카드,우리카드,0,170000,2021-01-01,2021-01-05,2021-02-03,키오스크결제,,,,180
128,987519,34호,좌석매출,매출,셀석,1,0,135000,카드,신한카드,0,135000,2021-01-01,2021-01-01,2021-01-30,현장결제,,,,14828
129,987519,34호,좌석매출,매출,셀석,1,0,20000,카드,신한카드,20000,0,2021-01-01,2021-01-01,2021-01-30,현장결제,,,,14828
130,987520,02호,좌석매출,매출,고정석,1,0,178000,카드,KB국민카드,0,178000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,402
131,987520,02호,좌석매출,매출,고정석,1,0,47000,카드,KB국민카드,47000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,402
132,987523,23호,좌석매출,매출,고정석,1,0,144000,카드,비씨카드사,0,144000,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,9411
133,987523,23호,좌석매출,매출,고정석,1,0,91000,카드,비씨카드사,91000,0,2021-01-01,2021-01-01,2021-01-30,온라인결제,,,,9411
134,987524,33호,좌석매출,매출,1day,0,0,4800,카드,KB국민카드,0,4800,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,14391
135,987524,33호,좌석매출,매출,1day,0,0,7200,카드,KB국민카드,7200,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,14391
136,987526,30호,좌석매출,매출,자유석,1,0,110800,카드,대구비씨카드,0,110800,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,12672
137,987526,30호,좌석매출,매출,자유석,1,0,59200,카드,대구비씨카드,59200,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,12672
138,987528,33호,좌석매출,매출취소,포커스석,1,0,-144000,카드,신한은련개인,0,-144000,2021-01-01,2021-01-01,2021-01-30,현장결제,,,,14633
139,987528,33호,좌석매출,매출취소,포커스석,1,0,-21000,카드,신한은련개인,-21000,0,2021-01-01,2021-01-01,2021-01-30,현장결제,,,,14633
140,987530,33호,좌석매출,매출,포커스석,1,0,144000,카드,신한은련개인,0,144000,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,14633
141,987530,33호,좌석매출,매출,포커스석,1,0,21000,카드,신한은련개인,21000,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,14633
142,987535,36호,좌석매출,매출,고정석,1,0,130000,카드,신한카드,0,130000,2021-01-01,2021-01-01,2021-02-01,키오스크결제,,,관리형 독서실 등록 혜택 +2일 제공,15869
143,987535,36호,좌석매출,매출,고정석,1,0,35000,카드,신한카드,35000,0,2021-01-01,2021-01-01,2021-02-01,키오스크결제,,,관리형 독서실 등록 혜택 +2일 제공,15869
144,987539,23호,좌석매출,매출,포커스석,1,0,144000,카드,NH Platinum,0,144000,2021-01-01,2021-01-02,2021-01-31,키오스크결제,,,,9811
145,987539,23호,좌석매출,매출,포커스석,1,0,61000,카드,NH Platinum,61000,0,2021-01-01,2021-01-02,2021-01-31,키오스크결제,,,,9811
146,987540,09호,좌석매출,매출취소,고정석,1,0,-178000,카드,삼성카드사,0,-178000,2021-01-01,2020-01-02,2021-02-01,온라인결제,,,,3705
147,987540,09호,좌석매출,매출취소,고정석,1,0,-82000,카드,삼성카드사,-82000,0,2021-01-01,2020-01-02,2021-02-01,온라인결제,,,,3705
148,987542,02호,좌석매출,매출,1day,0,0,9000,카드,하나SK비씨카드,0,9000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,390
149,987542,02호,좌석매출,매출,1day,0,0,5000,카드,하나SK비씨카드,5000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,390
150,987543,35호,좌석매출,매출,1day,0,0,7000,카드,하나카드,0,7000,2021-01-01,2021-01-01,2021-01-01,온라인결제,,,,15398
151,987543,35호,좌석매출,매출,1day,0,0,6000,카드,하나카드,6000,0,2021-01-01,2021-01-01,2021-01-01,온라인결제,,,,15398
152,987545,20호,좌석매출,매출,자유석,1,0,8660,카드,현대카드사,0,8660,2021-01-01,2020-12-31,2021-01-01,온라인결제,,,재결제 매출,7888
153,987545,20호,좌석매출,매출,자유석,1,0,3000,카드,현대카드사,3000,0,2021-01-01,2020-12-31,2021-01-01,온라인결제,,,재결제 매출,7888
154,987546,20호,좌석매출,매출,포커스석,1,0,130000,카드,현대카드사,0,130000,2021-01-01,2021-01-02,2021-02-01,온라인결제,,,온라인 좌석이동,7888
155,987546,20호,좌석매출,매출,포커스석,1,0,45000,카드,현대카드사,45000,0,2021-01-01,2021-01-02,2021-02-01,온라인결제,,,온라인 좌석이동,7888
156,987547,20호,좌석매출,매출취소,자유석,1,0,-130000,카드,현대카드사,0,-130000,2021-01-01,2020-12-31,2021-01-29,온라인결제,,,,7888
157,987547,20호,좌석매출,매출취소,자유석,1,0,-45000,카드,현대카드사,-45000,0,2021-01-01,2020-12-31,2021-01-29,온라인결제,,,,7888
158,987551,37호,좌석매출,매출,포커스석,1,0,145000,카드,신한프리미엄,0,145000,2021-01-01,2021-01-01,2021-01-31,키오스크결제,,,,16164
159,987551,37호,좌석매출,매출,포커스석,1,0,35000,카드,신한프리미엄,35000,0,2021-01-01,2021-01-01,2021-01-31,키오스크결제,,,,16164
160,987552,34호,좌석매출,매출,1day,0,0,9000,카드,KB체크카드,0,9000,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,15030
161,987552,34호,좌석매출,매출,1day,0,0,3000,카드,KB체크카드,3000,0,2021-01-01,2021-01-01,2021-01-01,키오스크결제,,,,15030
162,987554,31호,좌석매출,매출,고정석,1,0,110800,카드,신한JCB개인,0,110800,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,13312
163,987554,31호,좌석매출,매출,고정석,1,0,89200,카드,신한JCB개인,89200,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,13312
164,987555,30호,좌석매출,매출,자유석,1,0,110800,카드,롯데카드,0,110800,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,12992
165,987555,30호,좌석매출,매출,자유석,1,0,59200,카드,롯데카드,59200,0,2021-01-01,2021-01-01,2021-01-30,키오스크결제,,,,12992
166,987556,02호,좌석매출,매출,고정석,1,0,178000,카드,하나카드,0,178000,2021-01-01,2021-01-02,2021-01-31,키오스크결제,,,,385
167,987556,02호,좌석매출,매출,고정석,1,0,47000,카드,하나카드,47000,0,2021-01-01,2021-01-02,2021-01-31,키오스크결제,,,,385
168,987562,40호,좌석매출,매출,고정석,3,24750,436800,카드,삼성카드사,0,436800,2021-01-01,2021-01-04,2021-04-03,온라인결제,,,,17714
169,987562,40호,좌석매출,매출,고정석,3,24750,33450,카드,삼성카드사,33450,0,2021-01-01,2021-01-04,2021-04-03,온라인결제,,,,17714
170,987570,11호,좌석매출,매출,포커스석,1,0,145000,카드,KB국민카드,0,145000,2021-01-01,2021-01-02,2021-02-01,온라인결제,,,,4624
171,987570,11호,좌석매출,매출,포커스석,1,0,15000,카드,KB국민카드,15000,0,2021-01-01,2021-01-02,2021-02-01,온라인결제,,,,4624
172,987571,42호,좌석매출,매출,자유석,1,0,100000,카드,신한카드,0,100000,2021-01-01,2021-01-01,2021-02-01,키오스크결제,,,자율관리반 등록 혜택 +2,18584
173,987571,42호,좌석매출,매출,자유석,1,0,60000,카드,신한카드,60000,0,2021-01-01,2021-01-01,2021-02-01,키오스크결제,,,자율관리반 등록 혜택 +2,18584
174,987574,26호,좌석매출,매출,자유석,11,269500,18000,카드,KB국민카드,0,18000,2021-01-01,2020-12-31,2021-01-01,온라인결제,,,재결제 매출,11322
175,987574,26호,좌석매출,매출,자유석,11,269500,12000,카드,KB국민카드,12000,0,2021-01-01,2020-12-31,2021-01-01,온라인결제,,,재결제 매출,11322
