번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
1578,1086289,40호,좌석매출,매출취소,셀석,1,0,-39400,카드,삼성아멕스,-39400,0,2021-05-04,2021-04-23,2021-05-22,현장결제,,,,17727
1579,1086295,11호,좌석매출,매출,자유석,1,0,145000,카드,하나체크카드,0,145000,2021-05-04,2021-05-04,2021-06-04,키오스크결제,,,,4439
1580,1086295,11호,좌석매출,매출,자유석,1,0,15000,카드,하나체크카드,15000,0,2021-05-04,2021-05-04,2021-06-04,키오스크결제,,,,4439
1581,1086296,23호,좌석매출,매출,포커스석,1,0,144000,카드,롯데카드,0,144000,2021-05-04,2021-05-05,2021-06-03,현장결제,,,,9810
1582,1086296,23호,좌석매출,매출,포커스석,1,0,101000,카드,우리카드,101000,0,2021-05-04,2021-05-05,2021-06-03,현장결제,,,,9810
1583,1086298,09호,좌석매출,매출,포커스석,1,0,178000,카드,IBK비씨카드,0,178000,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,3472
1584,1086298,09호,좌석매출,매출,포커스석,1,0,92000,카드,IBK비씨카드,92000,0,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,3472
1585,1086299,32호,좌석매출,매출,메가석,1,0,81000,카드,롯데카드사,0,81000,2021-05-04,2021-04-26,2021-05-04,온라인결제,,,재결제 매출,13994
1586,1086299,32호,좌석매출,매출,메가석,1,0,57600,카드,롯데카드사,57600,0,2021-05-04,2021-04-26,2021-05-04,온라인결제,,,재결제 매출,13994
1587,1086300,32호,좌석매출,매출취소,메가석,1,0,-178000,카드,롯데카드사,0,-178000,2021-05-04,2021-04-26,2021-05-25,온라인결제,,,,13994
1588,1086300,32호,좌석매출,매출취소,메가석,1,0,-97000,카드,롯데카드사,-97000,0,2021-05-04,2021-04-26,2021-05-25,온라인결제,,,,13994
1589,1086301,06호,좌석매출,매출,1day,0,0,9000,카드,하나카드,0,9000,2021-05-04,2021-05-04,2021-05-04,키오스크결제,,,,2086
1590,1086301,06호,좌석매출,매출,1day,0,0,4000,카드,하나카드,4000,0,2021-05-04,2021-05-04,2021-05-04,키오스크결제,,,,2086
1591,1086304,19호,좌석매출,매출,자유석,1,0,145600,카드,삼성카드,0,145600,2021-05-04,2021-05-04,2021-06-03,키오스크결제,,,,7740
1592,1086304,19호,좌석매출,매출,자유석,1,0,24400,카드,삼성카드,24400,0,2021-05-04,2021-05-04,2021-06-03,키오스크결제,,,,7740
1593,1086305,32호,좌석매출,매출,싱글석,1,0,178000,카드,롯데카드사,0,178000,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,13994
1594,1086305,32호,좌석매출,매출,싱글석,1,0,97000,카드,롯데카드사,97000,0,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,13994
1595,1086306,28호,좌석매출,매출,싱글석,1,0,144000,카드,비씨카드사,0,144000,2021-05-04,2021-05-10,2021-06-08,온라인결제,,,,11941
1596,1086306,28호,좌석매출,매출,싱글석,1,0,86000,카드,비씨카드사,86000,0,2021-05-04,2021-05-10,2021-06-08,온라인결제,,,,11941
1597,1086307,29호,좌석매출,매출,자유석,1,0,109400,카드,현대 카드,0,109400,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,12288
1598,1086307,29호,좌석매출,매출,자유석,1,0,40600,카드,현대 카드,40600,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,12288
1599,1086308,33호,좌석매출,매출,자유석,1,0,24000,카드,비씨카드사,0,24000,2021-05-04,2021-04-30,2021-05-04,온라인결제,,,재결제 매출,14506
1600,1086308,33호,좌석매출,매출,자유석,1,0,21000,카드,비씨카드사,21000,0,2021-05-04,2021-04-30,2021-05-04,온라인결제,,,재결제 매출,14506
1601,1086309,33호,좌석매출,매출취소,자유석,1,0,-144000,카드,비씨카드사,0,-144000,2021-05-04,2021-04-30,2021-05-29,온라인결제,,,,14506
1602,1086309,33호,좌석매출,매출취소,자유석,1,0,-21000,카드,비씨카드사,-21000,0,2021-05-04,2021-04-30,2021-05-29,온라인결제,,,,14506
1603,1086310,27호,좌석매출,매출,자유석,1,0,120000,카드,비씨카드사,0,120000,2021-05-04,2021-05-04,2021-06-02,온라인결제,,,,11628
1604,1086310,27호,좌석매출,매출,자유석,1,0,30000,카드,비씨카드사,30000,0,2021-05-04,2021-05-04,2021-06-02,온라인결제,,,,11628
1605,1086312,07호,좌석매출,매출,포커스석,1,0,178000,카드,신한카드체크,0,178000,2021-05-04,2021-05-06,2021-06-04,키오스크결제,,,,2528
1606,1086312,07호,좌석매출,매출,포커스석,1,0,107000,카드,신한카드체크,107000,0,2021-05-04,2021-05-06,2021-06-04,키오스크결제,,,,2528
1607,1086314,42호,좌석매출,매출,포커스석,1,0,100000,카드,신한카드체크,0,100000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,18927
1608,1086314,42호,좌석매출,매출,포커스석,1,0,100000,카드,신한카드체크,100000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,18927
1609,1086317,30호,좌석매출,매출,고정석,1,0,110800,카드,삼성카드사,0,110800,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,12719
1610,1086317,30호,좌석매출,매출,고정석,1,0,89200,카드,삼성카드사,89200,0,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,12719
1611,1086320,36호,좌석매출,매출,포커스석,1,0,130000,카드,우리카드,0,130000,2021-05-04,2021-05-07,2021-06-05,키오스크결제,,,,15894
1612,1086320,36호,좌석매출,매출,포커스석,1,0,45000,카드,우리카드,45000,0,2021-05-04,2021-05-07,2021-06-05,키오스크결제,,,,15894
1613,1086326,28호,좌석매출,매출,포커스석,1,0,144000,카드,비씨카드사,0,144000,2021-05-04,2021-05-06,2021-06-04,온라인결제,,,,12156
1614,1086326,28호,좌석매출,매출,포커스석,1,0,56000,카드,비씨카드사,56000,0,2021-05-04,2021-05-06,2021-06-04,온라인결제,,,,12156
1615,1086336,31호,좌석매출,매출취소,자유석,1,0,-110800,카드,KB국민카드,0,-110800,2021-05-04,2021-05-04,2021-06-02,현장결제,,,,13749
1616,1086336,31호,좌석매출,매출취소,자유석,1,0,-59200,카드,KB국민카드,-59200,0,2021-05-04,2021-05-04,2021-06-02,현장결제,,,,13749
1617,1086338,17호,좌석매출,매출,자유석,1,0,144000,카드,하나체크카드,0,144000,2021-05-04,2021-05-07,2021-06-05,키오스크결제,,,,6958
1618,1086338,17호,좌석매출,매출,자유석,1,0,26000,카드,하나체크카드,26000,0,2021-05-04,2021-05-07,2021-06-05,키오스크결제,,,,6958
1619,1086340,06호,좌석매출,매출,자유석,1,0,144000,카드,롯데카드,0,144000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,2198
1620,1086340,06호,좌석매출,매출,자유석,1,0,71000,카드,롯데카드,71000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,2198
1621,1086341,14호,좌석매출,매출,자유석,1,0,130000,카드,KB체크카드,0,130000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,6255
1622,1086341,14호,좌석매출,매출,자유석,1,0,35000,카드,KB체크카드,35000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,6255
1623,1086342,08호,좌석매출,매출,자유석,1,0,145000,카드,현대 카드,0,145000,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,2899
1624,1086342,08호,좌석매출,매출,자유석,1,0,35000,카드,현대 카드,35000,0,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,2899
1625,1086343,09호,좌석매출,매출,포커스석,6,138000,178000,카드,NH농협카드,0,178000,2021-05-04,2021-04-05,2021-05-04,온라인결제,,,재결제 매출,3679
1626,1086343,09호,좌석매출,매출,포커스석,6,138000,29000,카드,NH농협카드,29000,0,2021-05-04,2021-04-05,2021-05-04,온라인결제,,,재결제 매출,3679
1627,1086344,09호,좌석매출,매출취소,포커스석,6,-138000,-1068000,카드,NH농협카드,0,-1068000,2021-05-04,2021-04-05,2021-10-01,온라인결제,,,,3679
1628,1086344,09호,좌석매출,매출취소,포커스석,6,-138000,-174000,카드,NH농협카드,-174000,0,2021-05-04,2021-04-05,2021-10-01,온라인결제,,,,3679
1629,1086345,32호,좌석매출,매출취소,자유석,1,0,-178000,카드,우리카드,0,-178000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,13921
1630,1086345,32호,좌석매출,매출취소,자유석,1,0,-27000,카드,우리카드,-27000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,13921
1631,1086348,19호,좌석매출,매출,자유석,1,0,145600,카드,신한카드,0,145600,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,7604
1632,1086348,19호,좌석매출,매출,자유석,1,0,24400,카드,신한카드,24400,0,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,7604
1633,1086353,04호,좌석매출,매출,포커스석,1,0,178000,카드,KB국민카드,0,178000,2021-05-04,2021-05-07,2021-06-05,온라인결제,,,,1140
1634,1086353,04호,좌석매출,매출,포커스석,1,0,102000,카드,KB국민카드,102000,0,2021-05-04,2021-05-07,2021-06-05,온라인결제,,,,1140
1635,1086359,35호,좌석매출,매출,자유석,1,0,130000,카드,하나체크카드,0,130000,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,15133
1636,1086359,35호,좌석매출,매출,자유석,1,0,70000,카드,하나체크카드,70000,0,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,15133
1637,1086362,23호,좌석매출,매출,고정석,2,0,288000,카드,롯데카드,0,288000,2021-05-04,2021-05-07,2021-07-05,키오스크결제,,,,9898
1638,1086362,23호,좌석매출,매출,고정석,2,0,182000,카드,롯데카드,182000,0,2021-05-04,2021-05-07,2021-07-05,키오스크결제,,,,9898
1639,1086363,17호,좌석매출,매출,자유석,1,0,9000,카드,KB국민카드,0,9000,2021-05-04,2021-05-04,2021-05-04,온라인결제,,,재결제 매출,6830
1640,1086363,17호,좌석매출,매출,자유석,1,0,4000,카드,KB국민카드,4000,0,2021-05-04,2021-05-04,2021-05-04,온라인결제,,,재결제 매출,6830
1641,1086364,17호,좌석매출,매출취소,자유석,1,0,-144000,카드,KB국민카드,0,-144000,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,6830
1642,1086364,17호,좌석매출,매출취소,자유석,1,0,-26000,카드,KB국민카드,-26000,0,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,6830
1643,1086365,07호,좌석매출,매출,자유석,3,36750,534000,카드,KB국민카드,0,534000,2021-05-04,2021-05-04,2021-08-02,현장결제,,,,2698
1644,1086365,07호,좌석매출,매출,자유석,3,36750,164250,카드,KB국민카드,164250,0,2021-05-04,2021-05-04,2021-08-02,현장결제,,,,2698
1645,1086369,07호,좌석매출,매출,포커스석,3,36750,189860,카드,비씨카드사,0,189860,2021-05-04,2021-04-03,2021-05-04,현장결제,,,재결제 매출,2630
1646,1086369,07호,좌석매출,매출,포커스석,3,36750,58400,카드,비씨카드사,58400,0,2021-05-04,2021-04-03,2021-05-04,현장결제,,,재결제 매출,2630
1647,1086370,07호,좌석매출,매출취소,포커스석,3,-36750,-534000,카드,비씨카드사,0,-534000,2021-05-04,2021-04-03,2021-07-03,온라인결제,,,,2630
1648,1086370,07호,좌석매출,매출취소,포커스석,3,-36750,-164250,카드,비씨카드사,-164250,0,2021-05-04,2021-04-03,2021-07-03,온라인결제,,,,2630
1649,1086371,07호,좌석매출,매출,고정석,3,39750,534000,카드,비씨카드사,0,534000,2021-05-04,2021-05-05,2021-08-02,현장결제,,,,2630
1650,1086371,07호,좌석매출,매출,고정석,3,39750,221250,카드,비씨카드사,221250,0,2021-05-04,2021-05-05,2021-08-02,현장결제,,,,2630
1651,1086373,38호,좌석매출,매출취소,포커스석,1,0,-125000,카드,KB국민카드,0,-125000,2021-05-04,2021-05-04,2021-06-03,온라인결제,,,,16982
1652,1086373,38호,좌석매출,매출취소,포커스석,1,0,-40000,카드,KB국민카드,-40000,0,2021-05-04,2021-05-04,2021-06-03,온라인결제,,,,16982
1653,1086375,27호,좌석매출,매출,포커스석,1,0,120000,카드,비씨카드사,0,120000,2021-05-04,2021-05-06,2021-06-04,온라인결제,,,,11415
1654,1086375,27호,좌석매출,매출,포커스석,1,0,70000,카드,비씨카드사,70000,0,2021-05-04,2021-05-06,2021-06-04,온라인결제,,,,11415
1655,1086376,25호,좌석매출,매출,포커스석,1,0,145000,카드,신한카드,0,145000,2021-05-04,2021-05-06,2021-06-03,온라인결제,,,,10298
1656,1086376,25호,좌석매출,매출,포커스석,1,0,75000,카드,신한카드,75000,0,2021-05-04,2021-05-06,2021-06-03,온라인결제,,,,10298
1657,1086378,14호,좌석매출,매출,자유석,1,0,10000,카드,현대비자개인,0,10000,2021-05-04,2021-05-04,2021-05-04,현장결제,,,재결제 매출,6073
1658,1086378,14호,좌석매출,매출,자유석,1,0,4000,카드,현대비자개인,4000,0,2021-05-04,2021-05-04,2021-05-04,현장결제,,,재결제 매출,6073
1659,1086379,14호,좌석매출,매출취소,자유석,1,0,-130000,카드,현대비자개인,0,-130000,2021-05-04,2021-05-04,2021-06-02,현장결제,,,,6073
1660,1086379,14호,좌석매출,매출취소,자유석,1,0,-35000,카드,현대비자개인,-35000,0,2021-05-04,2021-05-04,2021-06-02,현장결제,,,,6073
1661,1086380,28호,좌석매출,매출,자유석,1,0,144000,카드,삼성카드사,0,144000,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,11982
1662,1086380,28호,좌석매출,매출,자유석,1,0,16000,카드,삼성카드사,16000,0,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,11982
1663,1086381,01호,좌석매출,매출,자유석,1,0,170000,카드,신한카드,0,170000,2021-05-04,2021-05-06,2021-06-04,키오스크결제,,,,208
1664,1086382,12호,좌석매출,매출,자유석,1,0,144000,카드,NH카드,0,144000,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,4948
1665,1086382,12호,좌석매출,매출,자유석,1,0,46000,카드,NH카드,46000,0,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,4948
1666,1086383,22호,좌석매출,매출,포커스석,6,114000,810000,카드,우리카드,0,810000,2021-05-04,2021-04-30,2021-10-26,키오스크결제,,,,9095
1667,1086383,22호,좌석매출,매출,포커스석,6,114000,216000,카드,우리카드,216000,0,2021-05-04,2021-04-30,2021-10-26,키오스크결제,,,,9095
1668,1086385,09호,좌석매출,매출,자유석,1,0,11860,카드,하나카드,0,11860,2021-05-04,2021-05-03,2021-05-04,온라인결제,,,재결제 매출,3630
1669,1086385,09호,좌석매출,매출,자유석,1,0,3460,카드,하나카드,3460,0,2021-05-04,2021-05-03,2021-05-04,온라인결제,,,재결제 매출,3630
1670,1086386,09호,좌석매출,매출,고정석,1,0,178000,카드,하나카드,0,178000,2021-05-04,2021-05-05,2021-06-05,온라인결제,,,온라인 좌석이동,3630
1671,1086386,09호,좌석매출,매출,고정석,1,0,82000,카드,하나카드,82000,0,2021-05-04,2021-05-05,2021-06-05,온라인결제,,,온라인 좌석이동,3630
1672,1086387,09호,좌석매출,매출취소,자유석,1,0,-178000,카드,하나카드,0,-178000,2021-05-04,2021-05-03,2021-06-01,키오스크결제,,,,3630
1673,1086387,09호,좌석매출,매출취소,자유석,1,0,-52000,카드,하나카드,-52000,0,2021-05-04,2021-05-03,2021-06-01,키오스크결제,,,,3630
1674,1086388,22호,좌석매출,매출취소,포커스석,1,0,-135000,카드,우리카드,0,-135000,2021-05-04,2021-04-30,2021-05-29,키오스크결제,,,,9095
1675,1086388,22호,좌석매출,매출취소,포커스석,1,0,-55000,카드,우리카드,-55000,0,2021-05-04,2021-04-30,2021-05-29,키오스크결제,,,,9095
1676,1086389,36호,좌석매출,매출,자유석,1,0,130000,카드,삼성 마스타,0,130000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,15820
1677,1086389,36호,좌석매출,매출,자유석,1,0,5000,카드,삼성 마스타,5000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,15820
1678,1086390,37호,좌석매출,매출,자유석,1,0,145000,카드,삼성카드사,0,145000,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,16384
1679,1086390,37호,좌석매출,매출,자유석,1,0,35000,카드,삼성카드사,35000,0,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,16384
1680,1086391,27호,좌석매출,매출,자유석,1,0,120000,카드,NH체크카드,0,120000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,11490
1681,1086391,27호,좌석매출,매출,자유석,1,0,30000,카드,NH체크카드,30000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,11490
1682,1086397,06호,좌석매출,매출취소,자유석,1,0,-144000,카드,롯데카드,0,-144000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,2198
1683,1086397,06호,좌석매출,매출취소,자유석,1,0,-71000,카드,롯데카드,-71000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,2198
1684,1086400,06호,좌석매출,매출,고정석,1,0,144000,카드,현대 마스터,0,144000,2021-05-04,2021-05-05,2021-06-03,현장결제,,,,2198
1685,1086400,06호,좌석매출,매출,고정석,1,0,101000,카드,현대 마스터,101000,0,2021-05-04,2021-05-05,2021-06-03,현장결제,,,,2198
1686,1086401,41호,좌석매출,매출,자유석,1,0,144000,카드,IBK비씨체크,0,144000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,18024
1687,1086401,41호,좌석매출,매출,자유석,1,0,66000,카드,IBK비씨체크,66000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,18024
1688,1086406,33호,좌석매출,매출,싱글석,1,0,144000,카드,신한카드,0,144000,2021-05-04,2021-05-06,2021-06-04,현장결제,,,,14432
1689,1086406,33호,좌석매출,매출,싱글석,1,0,91000,카드,신한카드,91000,0,2021-05-04,2021-05-06,2021-06-04,현장결제,,,,14432
1690,1086407,32호,좌석매출,매출,자유석,1,0,178000,카드,롯데카드,0,178000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,13847
1691,1086407,32호,좌석매출,매출,자유석,1,0,27000,카드,롯데카드,27000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,13847
1692,1086413,42호,좌석매출,매출,포커스석,1,0,39600,카드,삼성 마스타,0,39600,2021-05-04,2021-04-25,2021-05-04,현장결제,,,재결제 매출,18668
1693,1086413,42호,좌석매출,매출,포커스석,1,0,81000,카드,삼성 마스타,81000,0,2021-05-04,2021-04-25,2021-05-04,현장결제,,,재결제 매출,18668
1694,1086414,42호,좌석매출,매출취소,포커스석,1,0,-100000,카드,삼성 마스타,0,-100000,2021-05-04,2021-04-25,2021-05-25,현장결제,,,,18668
1695,1086414,42호,좌석매출,매출취소,포커스석,1,0,-100000,카드,삼성 마스타,-100000,0,2021-05-04,2021-04-25,2021-05-25,현장결제,,,,18668
1696,1086415,42호,좌석매출,매출,자유석,1,0,39600,카드,삼성 마스타,0,39600,2021-05-04,2021-04-25,2021-05-04,현장결제,,,재결제 매출,18667
1697,1086415,42호,좌석매출,매출,자유석,1,0,60000,카드,삼성 마스타,60000,0,2021-05-04,2021-04-25,2021-05-04,현장결제,,,재결제 매출,18667
1698,1086416,42호,좌석매출,매출취소,자유석,1,0,-100000,카드,삼성 마스타,0,-100000,2021-05-04,2021-04-25,2021-05-25,현장결제,,,,18667
1699,1086416,42호,좌석매출,매출취소,자유석,1,0,-60000,카드,삼성 마스타,-60000,0,2021-05-04,2021-04-25,2021-05-25,현장결제,,,,18667
1700,1086420,04호,좌석매출,매출,포커스석,1,0,178000,카드,삼성카드,0,178000,2021-05-04,2021-05-05,2021-06-04,키오스크결제,,,,1292
1701,1086420,04호,좌석매출,매출,포커스석,1,0,102000,카드,삼성카드,102000,0,2021-05-04,2021-05-05,2021-06-04,키오스크결제,,,,1292
1702,1086429,30호,좌석매출,매출,자유석,3,25500,332400,카드,신한프리미엄,0,332400,2021-05-04,2021-05-11,2021-08-08,키오스크결제,,,,12900
1703,1086429,30호,좌석매출,매출,자유석,3,25500,152100,카드,신한프리미엄,152100,0,2021-05-04,2021-05-11,2021-08-08,키오스크결제,,,,12900
1704,1086486,31호,좌석매출,매출,자유석,1,0,110800,카드,삼성 마스타,0,110800,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,13665
1705,1086486,31호,좌석매출,매출,자유석,1,0,59200,카드,삼성 마스타,59200,0,2021-05-04,2021-05-04,2021-06-02,키오스크결제,,,,13665
1706,1086489,30호,좌석매출,매출,고정석,1,0,110800,카드,롯데카드,0,110800,2021-05-04,2021-05-07,2021-06-05,키오스크결제,,,,12695
1707,1086489,30호,좌석매출,매출,고정석,1,0,89200,카드,롯데카드,89200,0,2021-05-04,2021-05-07,2021-06-05,키오스크결제,,,,12695
1708,1086491,38호,좌석매출,매출,자유석,1,0,125000,카드,카카오뱅크mini,0,125000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,17008
1709,1086505,11호,좌석매출,매출,자유석,2,0,290000,카드,롯데카드,0,290000,2021-05-04,2021-05-06,2021-07-04,키오스크결제,,,,4747
1710,1086505,11호,좌석매출,매출,자유석,2,0,30000,카드,롯데카드,30000,0,2021-05-04,2021-05-06,2021-07-04,키오스크결제,,,,4747
1711,1086508,14호,좌석매출,매출,자유석,1,0,130000,카드,삼성비자,0,130000,2021-05-04,2021-05-08,2021-06-06,키오스크결제,,,,6206
1712,1086508,14호,좌석매출,매출,자유석,1,0,35000,카드,삼성비자,35000,0,2021-05-04,2021-05-08,2021-06-06,키오스크결제,,,,6206
1713,1086509,05호,좌석매출,매출,포커스석,1,0,144000,카드,롯데카드,0,144000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,1840
1714,1086509,05호,좌석매출,매출,포커스석,1,0,71000,카드,롯데카드,71000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,1840
1715,1086514,42호,좌석매출,매출,자유석,1,0,100000,카드,광주카드,0,100000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,18594
1716,1086514,42호,좌석매출,매출,자유석,1,0,60000,카드,광주카드,60000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,18594
1717,1086534,10호,좌석매출,매출,고정석,1,0,144000,카드,하나카드,0,144000,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,4304
1718,1086534,10호,좌석매출,매출,고정석,1,0,56000,카드,하나카드,56000,0,2021-05-04,2021-05-05,2021-06-03,키오스크결제,,,,4304
1719,1086540,14호,좌석매출,매출,포커스석,1,0,130000,카드,KB국민카드,0,130000,2021-05-04,2021-05-06,2021-06-04,온라인결제,,,,6173
1720,1086540,14호,좌석매출,매출,포커스석,1,0,75000,카드,KB국민카드,75000,0,2021-05-04,2021-05-06,2021-06-04,온라인결제,,,,6173
1721,1086542,25호,좌석매출,매출,자유석,1,0,145000,카드,KB국민카드,0,145000,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,10636
1722,1086542,25호,좌석매출,매출,자유석,1,0,35000,카드,KB국민카드,35000,0,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,10636
1723,1086543,39호,좌석매출,매출,셀석,1,0,110800,카드,삼성카드사,0,110800,2021-05-04,2021-05-06,2021-06-04,온라인결제,,,,17365
1724,1086543,39호,좌석매출,매출,셀석,1,0,94200,카드,삼성카드사,94200,0,2021-05-04,2021-05-06,2021-06-04,온라인결제,,,,17365
1725,1086547,37호,좌석매출,매출,고정석,1,0,145000,카드,비씨카드사,0,145000,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,16261
1726,1086547,37호,좌석매출,매출,고정석,1,0,65000,카드,비씨카드사,65000,0,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,16261
1727,1086548,09호,좌석매출,매출취소,자유석,1,0,-178000,카드,KB국민카드,0,-178000,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,3599
1728,1086548,09호,좌석매출,매출취소,자유석,1,0,-52000,카드,KB국민카드,-52000,0,2021-05-04,2021-05-05,2021-06-03,온라인결제,,,,3599
1729,1086552,07호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-05-04,2021-05-09,2021-06-07,키오스크결제,,,,2544
1730,1086552,07호,좌석매출,매출,자유석,1,0,67000,카드,KB국민카드,67000,0,2021-05-04,2021-05-09,2021-06-07,키오스크결제,,,,2544
1731,1086554,01호,좌석매출,매출,자유석,1,0,170000,카드,롯데카드,0,170000,2021-05-05,2021-05-06,2021-06-04,키오스크결제,,,,15
1732,1086555,13호,좌석매출,매출,자유석,1,0,178000,카드,현대 마스터,0,178000,2021-05-05,2021-05-05,2021-06-03,키오스크결제,,,,5639
1733,1086555,13호,좌석매출,매출,자유석,1,0,42000,카드,현대 마스터,42000,0,2021-05-05,2021-05-05,2021-06-03,키오스크결제,,,,5639
1734,1086558,09호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-05-05,2021-05-06,2021-06-04,온라인결제,,,,3599
1735,1086558,09호,좌석매출,매출,자유석,1,0,52000,카드,KB국민카드,52000,0,2021-05-05,2021-05-06,2021-06-04,온라인결제,,,,3599
1736,1086632,10호,좌석매출,매출,포커스석,2,0,288000,카드,현대카드사,0,288000,2021-05-05,2021-05-06,2021-07-04,온라인결제,,,,4211
1737,1086632,10호,좌석매출,매출,포커스석,2,0,132000,카드,현대카드사,132000,0,2021-05-05,2021-05-06,2021-07-04,온라인결제,,,,4211
1738,1086664,10호,좌석매출,매출,1day,0,0,9000,카드,KB국민카드,0,9000,2021-05-05,2021-05-05,2021-05-05,키오스크결제,,,,4163
1739,1086664,10호,좌석매출,매출,1day,0,0,4000,카드,KB국민카드,4000,0,2021-05-05,2021-05-05,2021-05-05,키오스크결제,,,,4163
1740,1086669,36호,좌석매출,매출,1day,0,0,7000,카드,새마을체크,0,7000,2021-05-05,2021-05-05,2021-05-05,키오스크결제,,,,15756
1741,1086669,36호,좌석매출,매출,1day,0,0,5000,카드,새마을체크,5000,0,2021-05-05,2021-05-05,2021-05-05,키오스크결제,,,,15756
1742,1086670,13호,좌석매출,매출,자유석,3,33000,534000,카드,삼성아멕스,0,534000,2021-05-05,2021-05-07,2021-08-04,키오스크결제,,,,5566
1743,1086670,13호,좌석매출,매출,자유석,3,33000,93000,카드,삼성아멕스,93000,0,2021-05-05,2021-05-07,2021-08-04,키오스크결제,,,,5566
1744,1086674,42호,좌석매출,매출,고정석,1,0,100000,카드,비씨카드사,0,100000,2021-05-05,2021-05-06,2021-06-04,온라인결제,,,,18877
1745,1086674,42호,좌석매출,매출,고정석,1,0,90000,카드,비씨카드사,90000,0,2021-05-05,2021-05-06,2021-06-04,온라인결제,,,,18877
1746,1086678,14호,좌석매출,매출,자유석,1,0,130000,카드,현대카드사,0,130000,2021-05-05,2021-05-05,2021-06-03,온라인결제,,,,5945
1747,1086678,14호,좌석매출,매출,자유석,1,0,35000,카드,현대카드사,35000,0,2021-05-05,2021-05-05,2021-06-03,온라인결제,,,,5945
1748,1086686,12호,좌석매출,매출,1day,0,0,9000,카드,하나SK비씨카드,0,9000,2021-05-05,2021-05-05,2021-05-05,키오스크결제,,,,5193
1749,1086686,12호,좌석매출,매출,1day,0,0,6000,카드,하나SK비씨카드,6000,0,2021-05-05,2021-05-05,2021-05-05,키오스크결제,,,,5193
1750,1086688,09호,좌석매출,매출,포커스석,1,0,178000,카드,신한카드,0,178000,2021-05-05,2021-05-05,2021-06-03,온라인결제,,,,3447
