번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
61,1083266,04호,좌석매출,매출,포커스석,1,0,178000,카드,KB국민카드,0,178000,2021-05-01,2021-05-01,2021-05-30,온라인결제,,,,1428
62,1083266,04호,좌석매출,매출,포커스석,1,0,102000,카드,KB국민카드,102000,0,2021-05-01,2021-05-01,2021-05-30,온라인결제,,,,1428
63,1083267,25호,좌석매출,매출,1day,0,0,9000,카드,롯데카드,0,9000,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,10611
64,1083267,25호,좌석매출,매출,1day,0,0,4000,카드,롯데카드,4000,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,10611
65,1083268,33호,좌석매출,매출,메가석,1,0,144000,카드,KB국민카드,0,144000,2021-05-01,2021-05-01,2021-05-31,키오스크결제,,,,14706
66,1083268,33호,좌석매출,매출,메가석,1,0,91000,카드,KB국민카드,91000,0,2021-05-01,2021-05-01,2021-05-31,키오스크결제,,,,14706
67,1083270,38호,좌석매출,매출,자유석,1,0,125000,카드,KB국민카드,0,125000,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,16798
68,1083273,18호,좌석매출,매출,자유석,1,0,145000,카드,롯데카드사,0,145000,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,7121
69,1083273,18호,좌석매출,매출,자유석,1,0,10000,카드,롯데카드사,10000,0,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,7121
70,1083274,41호,좌석매출,매출,1day,0,0,9000,카드,신한카드,0,9000,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,17957
71,1083274,41호,좌석매출,매출,1day,0,0,4000,카드,신한카드,4000,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,17957
72,1083277,31호,좌석매출,매출,포커스석,1,0,110800,카드,대구비씨카드,0,110800,2021-05-01,2021-05-01,2021-05-30,현장결제,,,,13675
73,1083277,31호,좌석매출,매출,포커스석,1,0,99200,카드,대구비씨카드,99200,0,2021-05-01,2021-05-01,2021-05-30,현장결제,,,,13675
74,1083278,41호,좌석매출,매출,10days,1,0,90000,카드,KB국민카드,0,90000,2021-05-01,2021-05-02,2021-05-11,키오스크결제,,,,18287
75,1083278,41호,좌석매출,매출,10days,1,0,30000,카드,KB국민카드,30000,0,2021-05-01,2021-05-02,2021-05-11,키오스크결제,,,,18287
76,1083279,11호,좌석매출,매출,자유석,1,0,145000,카드,하나카드,0,145000,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,4372
77,1083279,11호,좌석매출,매출,자유석,1,0,15000,카드,하나카드,15000,0,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,4372
78,1083281,37호,좌석매출,매출,자유석,1,0,145000,카드,롯데카드사,0,145000,2021-05-01,2021-05-01,2021-05-30,온라인결제,,,,16605
79,1083281,37호,좌석매출,매출,자유석,1,0,35000,카드,롯데카드사,35000,0,2021-05-01,2021-05-01,2021-05-30,온라인결제,,,,16605
80,1083282,13호,좌석매출,매출,1day,0,0,9000,카드,롯데카드,0,9000,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,5668
81,1083282,13호,좌석매출,매출,1day,0,0,6000,카드,롯데카드,6000,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,5668
82,1083283,36호,좌석매출,매출,자유석,1,0,130000,카드,롯데카드사,0,130000,2021-05-01,2021-05-04,2021-06-02,온라인결제,,,,15910
83,1083283,36호,좌석매출,매출,자유석,1,0,5000,카드,롯데카드사,5000,0,2021-05-01,2021-05-04,2021-06-02,온라인결제,,,,15910
84,1083285,17호,좌석매출,매출,자유석,1,0,144000,카드,신한카드,0,144000,2021-05-01,2021-05-01,2021-05-31,키오스크결제,,,,6882
85,1083285,17호,좌석매출,매출,자유석,1,0,26000,카드,신한카드,26000,0,2021-05-01,2021-05-01,2021-05-31,키오스크결제,,,,6882
86,1083286,39호,좌석매출,매출,1day,0,0,6000,카드,NH체크카드,0,6000,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,17149
87,1083286,39호,좌석매출,매출,1day,0,0,7000,카드,NH체크카드,7000,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,17149
88,1083287,35호,좌석매출,매출,싱글석,1,0,130000,카드,씨티카드,0,130000,2021-05-01,2021-05-03,2021-06-01,키오스크결제,,,,15608
89,1083287,35호,좌석매출,매출,싱글석,1,0,140000,카드,씨티카드,140000,0,2021-05-01,2021-05-03,2021-06-01,키오스크결제,,,,15608
90,1083292,33호,좌석매출,매출,자유석,1,0,144000,카드,비씨카드사,0,144000,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,14554
91,1083292,33호,좌석매출,매출,자유석,1,0,21000,카드,비씨카드사,21000,0,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,14554
92,1083294,09호,좌석매출,매출,자유석,1,0,178000,카드,삼성카드사,0,178000,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,3716
93,1083294,09호,좌석매출,매출,자유석,1,0,52000,카드,삼성카드사,52000,0,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,3716
94,1083297,30호,좌석매출,매출,자유석,1,0,110800,카드,롯데카드,0,110800,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,12866
95,1083297,30호,좌석매출,매출,자유석,1,0,59200,카드,롯데카드,59200,0,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,12866
96,1083298,12호,좌석매출,매출,포커스석,3,34500,432000,카드,롯데카드,0,432000,2021-05-01,2021-05-02,2021-07-30,현장결제,,,,5314
97,1083298,12호,좌석매출,매출,포커스석,3,34500,223500,카드,롯데카드,223500,0,2021-05-01,2021-05-02,2021-07-30,현장결제,,,,5314
98,1083302,20호,좌석매출,매출,포커스석,1,0,130000,카드,하나카드,0,130000,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,8240
99,1083302,20호,좌석매출,매출,포커스석,1,0,85000,카드,하나카드,85000,0,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,8240
100,1083304,33호,좌석매출,매출,1day,0,0,4800,카드,롯데카드,0,4800,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,14602
101,1083304,33호,좌석매출,매출,1day,0,0,7200,카드,롯데카드,7200,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,14602
102,1083310,08호,좌석매출,매출,자유석,1,0,145000,카드,롯데카드사,0,145000,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,2973
103,1083310,08호,좌석매출,매출,자유석,1,0,35000,카드,롯데카드사,35000,0,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,2973
104,1083313,41호,좌석매출,매출,1day,0,0,9000,카드,현대 비자,0,9000,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,18130
105,1083313,41호,좌석매출,매출,1day,0,0,4000,카드,현대 비자,4000,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,18130
106,1083314,41호,좌석매출,매출,1day,0,0,9000,카드,현대 비자,0,9000,2021-05-01,2021-05-02,2021-05-02,키오스크결제,,,,18130
107,1083314,41호,좌석매출,매출,1day,0,0,4000,카드,현대 비자,4000,0,2021-05-01,2021-05-02,2021-05-02,키오스크결제,,,,18130
108,1083315,07호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,2392
109,1083315,07호,좌석매출,매출,자유석,1,0,67000,카드,KB국민카드,67000,0,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,2392
110,1083316,14호,좌석매출,매출,자유석,1,0,130000,카드,비씨카드사,0,130000,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,5927
111,1083316,14호,좌석매출,매출,자유석,1,0,35000,카드,비씨카드사,35000,0,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,5927
112,1083317,26호,좌석매출,매출,1day,0,0,9000,카드,KB플래티늄카드,0,9000,2021-05-01,2021-05-01,2021-05-01,현장결제,,,,11143
113,1083317,26호,좌석매출,매출,1day,0,0,6000,카드,KB플래티늄카드,6000,0,2021-05-01,2021-05-01,2021-05-01,현장결제,,,,11143
114,1083318,06호,좌석매출,매출취소,자유석,1,0,-144000,카드,현대 마스터,0,-144000,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,2094
115,1083318,06호,좌석매출,매출취소,자유석,1,0,-71000,카드,현대 마스터,-71000,0,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,2094
116,1083321,14호,좌석매출,매출취소,자유석,1,0,-130000,카드,비씨카드사,0,-130000,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,5927
117,1083321,14호,좌석매출,매출취소,자유석,1,0,-35000,카드,비씨카드사,-35000,0,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,5927
118,1083323,06호,좌석매출,매출,1day,0,0,9000,카드,현대 마스터,0,9000,2021-05-01,2021-05-01,2021-05-01,현장결제,,,,2094
119,1083323,06호,좌석매출,매출,1day,0,0,4000,카드,현대 마스터,4000,0,2021-05-01,2021-05-01,2021-05-01,현장결제,,,,2094
120,1083324,16호,좌석매출,매출,자유석,1,0,145600,카드,현대카드사,0,145600,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,6793
121,1083324,16호,좌석매출,매출,자유석,1,0,24400,카드,현대카드사,24400,0,2021-05-01,2021-05-03,2021-06-01,온라인결제,,,,6793
122,1083325,31호,좌석매출,매출,1day,0,0,6000,카드,대구비씨체크,0,6000,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,13194
123,1083325,31호,좌석매출,매출,1day,0,0,7000,카드,대구비씨체크,7000,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,13194
124,1083326,12호,좌석매출,매출,자유석,1,0,24000,카드,신한카드,0,24000,2021-05-01,2021-04-26,2021-05-01,온라인결제,,,재결제 매출,4884
125,1083326,12호,좌석매출,매출,자유석,1,0,7660,카드,신한카드,7660,0,2021-05-01,2021-04-26,2021-05-01,온라인결제,,,재결제 매출,4884
126,1083327,12호,좌석매출,매출,고정석,1,0,144000,카드,신한카드,0,144000,2021-05-01,2021-05-02,2021-06-01,온라인결제,,,온라인 좌석이동,4884
127,1083327,12호,좌석매출,매출,고정석,1,0,76000,카드,신한카드,76000,0,2021-05-01,2021-05-02,2021-06-01,온라인결제,,,온라인 좌석이동,4884
128,1083328,12호,좌석매출,매출취소,자유석,1,0,-144000,카드,신한프리미엄,0,-144000,2021-05-01,2021-04-26,2021-05-26,현장결제,,,,4884
129,1083328,12호,좌석매출,매출취소,자유석,1,0,-46000,카드,신한프리미엄,-46000,0,2021-05-01,2021-04-26,2021-05-26,현장결제,,,,4884
130,1083329,21호,좌석매출,매출,자유석,1,0,144000,카드,NH농협카드,0,144000,2021-05-01,2021-05-06,2021-06-04,온라인결제,,,,8844
131,1083329,21호,좌석매출,매출,자유석,1,0,56000,카드,NH농협카드,56000,0,2021-05-01,2021-05-06,2021-06-04,온라인결제,,,,8844
132,1083330,31호,좌석매출,매출,1day,0,0,6000,카드,신한카드,0,6000,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,13197
133,1083330,31호,좌석매출,매출,1day,0,0,7000,카드,신한카드,7000,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,13197
134,1083331,41호,좌석매출,매출,자유석,1,0,144000,카드,롯데카드,0,144000,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,18370
135,1083331,41호,좌석매출,매출,자유석,1,0,66000,카드,롯데카드,66000,0,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,18370
136,1083332,20호,좌석매출,매출,고정석,1,0,150000,카드,비씨카드사,0,150000,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,8429
137,1083332,20호,좌석매출,매출,고정석,1,0,55000,카드,KB국민카드,55000,0,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,8429
138,1083333,30호,좌석매출,매출,자유석,1,0,110800,카드,비씨카드사,0,110800,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,12868
139,1083333,30호,좌석매출,매출,자유석,1,0,59200,카드,비씨카드사,59200,0,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,12868
140,1083335,11호,좌석매출,매출,고정석,1,0,145000,카드,하나카드,0,145000,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,4629
141,1083335,11호,좌석매출,매출,고정석,1,0,45000,카드,하나카드,45000,0,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,4629
142,1083338,26호,좌석매출,매출,15days,2,0,135000,카드,KB국민카드,0,135000,2021-05-01,2021-05-02,2021-06-30,온라인결제,,,,11053
143,1083338,26호,좌석매출,매출,15days,2,0,60000,카드,KB국민카드,60000,0,2021-05-01,2021-05-02,2021-06-30,온라인결제,,,,11053
144,1083339,13호,좌석매출,매출,사물함,0,0,15000,카드,롯데카드사,15000,0,2021-05-01,2021-05-01,2021-05-01,온라인결제,,,,5783
145,1083340,27호,좌석매출,매출,고정석,1,0,120000,카드,롯데카드,0,120000,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,11515
146,1083340,27호,좌석매출,매출,고정석,1,0,60000,카드,롯데카드,60000,0,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,11515
147,1083341,39호,좌석매출,매출,자유석,1,0,110800,카드,대구비씨체크,0,110800,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,17163
148,1083341,39호,좌석매출,매출,자유석,1,0,44200,카드,대구비씨체크,44200,0,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,17163
149,1083345,14호,좌석매출,매출,고정석,1,0,130000,카드,신한카드,0,130000,2021-05-01,2021-05-12,2021-06-10,키오스크결제,,,,6160
150,1083345,14호,좌석매출,매출,고정석,1,0,65000,카드,신한카드,65000,0,2021-05-01,2021-05-12,2021-06-10,키오스크결제,,,,6160
151,1083346,29호,좌석매출,매출,사물함,0,0,15000,카드,비씨카드사,15000,0,2021-05-01,2021-05-01,2021-05-01,온라인결제,,,,12356
152,1083350,07호,좌석매출,매출,포커스석,1,0,41530,카드,신한카드,0,41530,2021-05-01,2021-04-25,2021-05-01,온라인결제,,,재결제 매출,2547
153,1083350,07호,좌석매출,매출,포커스석,1,0,24960,카드,신한카드,24960,0,2021-05-01,2021-04-25,2021-05-01,온라인결제,,,재결제 매출,2547
154,1083351,07호,좌석매출,매출,자유석,1,0,178000,카드,신한카드,0,178000,2021-05-01,2021-05-02,2021-06-01,온라인결제,,,온라인 좌석이동,2547
155,1083351,07호,좌석매출,매출,자유석,1,0,67000,카드,신한카드,67000,0,2021-05-01,2021-05-02,2021-06-01,온라인결제,,,온라인 좌석이동,2547
156,1083352,07호,좌석매출,매출취소,포커스석,1,0,-178000,카드,신한카드,0,-178000,2021-05-01,2021-04-25,2021-05-26,키오스크결제,,,,2547
157,1083352,07호,좌석매출,매출취소,포커스석,1,0,-107000,카드,신한카드,-107000,0,2021-05-01,2021-04-25,2021-05-26,키오스크결제,,,,2547
158,1083353,31호,좌석매출,매출,자유석,1,0,110800,카드,삼성 마스타,0,110800,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,13241
159,1083353,31호,좌석매출,매출,자유석,1,0,59200,카드,삼성 마스타,59200,0,2021-05-01,2021-05-01,2021-05-30,키오스크결제,,,,13241
160,1083354,08호,좌석매출,매출,고정석,1,0,145000,카드,롯데카드사,0,145000,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,3097
161,1083354,08호,좌석매출,매출,고정석,1,0,65000,카드,롯데카드사,65000,0,2021-05-01,2021-05-02,2021-05-31,온라인결제,,,,3097
162,1083355,22호,좌석매출,매출,고정석,1,0,135000,카드,하나카드,0,135000,2021-05-01,2021-05-05,2021-06-03,온라인결제,,,,9180
163,1083355,22호,좌석매출,매출,고정석,1,0,35000,카드,하나카드,35000,0,2021-05-01,2021-05-05,2021-06-03,온라인결제,,,,9180
164,1083356,37호,좌석매출,매출,자유석,1,0,145000,카드,우리카드,0,145000,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,16164
165,1083356,37호,좌석매출,매출,자유석,1,0,35000,카드,우리카드,35000,0,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,16164
166,1083358,25호,좌석매출,매출,고정석,3,31500,435000,카드,KB국민카드,0,435000,2021-05-01,2021-05-03,2021-07-31,온라인결제,,,,10655
167,1083358,25호,좌석매출,매출,고정석,3,31500,163500,카드,KB국민카드,163500,0,2021-05-01,2021-05-03,2021-07-31,온라인결제,,,,10655
168,1083362,25호,좌석매출,매출,1day,0,0,9000,카드,하나카드,0,9000,2021-05-01,2021-05-01,2021-05-01,온라인결제,,,,10582
169,1083362,25호,좌석매출,매출,1day,0,0,4000,카드,하나카드,4000,0,2021-05-01,2021-05-01,2021-05-01,온라인결제,,,,10582
170,1083363,18호,좌석매출,매출,포커스석,3,29250,435000,카드,신한JCB개인,0,435000,2021-05-01,2021-05-02,2021-07-30,키오스크결제,,,,7016
171,1083363,18호,좌석매출,매출,포커스석,3,29250,120750,카드,신한JCB개인,120750,0,2021-05-01,2021-05-02,2021-07-30,키오스크결제,,,,7016
172,1083364,41호,좌석매출,매출,1day,0,0,9000,카드,KB국민카드,0,9000,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,17906
173,1083364,41호,좌석매출,매출,1day,0,0,4000,카드,KB국민카드,4000,0,2021-05-01,2021-05-01,2021-05-01,키오스크결제,,,,17906
174,1083366,14호,좌석매출,매출취소,자유석,1,0,-130000,카드,우리카드,0,-130000,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,6330
175,1083366,14호,좌석매출,매출취소,자유석,1,0,-35000,카드,우리카드,-35000,0,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,6330
176,1083367,14호,좌석매출,매출,포커스석,1,0,130000,카드,우리카드,0,130000,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,6330
177,1083367,14호,좌석매출,매출,포커스석,1,0,75000,카드,우리카드,75000,0,2021-05-01,2021-05-02,2021-05-31,키오스크결제,,,,6330
