번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
13839,1060356,42호,좌석매출,매출,고정석,3,28500,241500,카드,롯데카드,241500,0,2021-04-02,2021-04-03,2021-07-01,현장결제,,,,18651
13840,1060358,35호,좌석매출,매출,자유석,1,0,130000,카드,NH카드,0,130000,2021-04-02,2021-04-03,2021-05-16,키오스크결제,,,,15277
13841,1060358,35호,좌석매출,매출,자유석,1,0,70000,카드,NH카드,70000,0,2021-04-02,2021-04-03,2021-05-16,키오스크결제,,,,15277
13842,1060359,04호,좌석매출,매출,포커스석,1,0,178000,카드,롯데카드사,0,178000,2021-04-02,2021-04-06,2021-05-05,온라인결제,,,,1427
13843,1060359,04호,좌석매출,매출,포커스석,1,0,102000,카드,롯데카드사,102000,0,2021-04-02,2021-04-06,2021-05-05,온라인결제,,,,1427
13844,1060361,42호,좌석매출,매출,자유석,1,0,100000,카드,롯데카드,0,100000,2021-04-02,2021-04-03,2021-05-02,키오스크결제,,,,18626
13845,1060361,42호,좌석매출,매출,자유석,1,0,60000,카드,롯데카드,60000,0,2021-04-02,2021-04-03,2021-05-02,키오스크결제,,,,18626
13846,1060366,20호,좌석매출,매출,1day,0,0,9000,카드,신한카드체크,0,9000,2021-04-02,2021-04-03,2021-04-03,키오스크결제,,,,7932
13847,1060366,20호,좌석매출,매출,1day,0,0,4000,카드,신한카드체크,4000,0,2021-04-02,2021-04-03,2021-04-03,키오스크결제,,,,7932
13848,1060367,12호,좌석매출,매출,고정석,1,0,144000,카드,NH체크카드,0,144000,2021-04-02,2021-04-03,2021-05-02,키오스크결제,,,,5111
13849,1060367,12호,좌석매출,매출,고정석,1,0,76000,카드,NH체크카드,76000,0,2021-04-02,2021-04-03,2021-05-02,키오스크결제,,,,5111
13850,1060370,20호,좌석매출,매출,포커스석,3,26250,130000,카드,카카오뱅크mini,0,130000,2021-04-02,2021-03-04,2021-04-02,현장결제,,,재결제 매출,8422
13851,1060370,20호,좌석매출,매출,포커스석,3,26250,36250,카드,카카오뱅크mini,36250,0,2021-04-02,2021-03-04,2021-04-02,현장결제,,,재결제 매출,8422
13852,1060371,20호,좌석매출,매출취소,포커스석,3,-26250,-390000,카드,NH체크카드,0,-390000,2021-04-02,2021-03-04,2021-06-01,현장결제,,,,8422
13853,1060371,20호,좌석매출,매출취소,포커스석,3,-26250,-108750,카드,NH체크카드,-108750,0,2021-04-02,2021-03-04,2021-06-01,현장결제,,,,8422
13854,1060372,15호,좌석매출,매출,자유석,1,0,145000,카드,우리카드,0,145000,2021-04-02,2021-04-03,2021-05-15,키오스크결제,,,,6470
13855,1060373,09호,좌석매출,매출,자유석,1,0,178000,카드,우리카드,0,178000,2021-04-02,2021-04-03,2021-05-02,키오스크결제,,,,3630
13856,1060373,09호,좌석매출,매출,자유석,1,0,52000,카드,우리카드,52000,0,2021-04-02,2021-04-03,2021-05-02,키오스크결제,,,,3630
13857,1060376,42호,좌석매출,매출,자유석,1,0,100000,카드,롯데카드,0,100000,2021-04-02,2021-04-04,2021-05-03,키오스크결제,,,,18716
13858,1060376,42호,좌석매출,매출,자유석,1,0,60000,카드,롯데카드,60000,0,2021-04-02,2021-04-04,2021-05-03,키오스크결제,,,,18716
13859,1060378,12호,좌석매출,매출,자유석,1,0,144000,카드,삼성카드사,0,144000,2021-04-02,2021-04-04,2021-05-03,온라인결제,,,,4955
13860,1060378,12호,좌석매출,매출,자유석,1,0,46000,카드,삼성카드사,46000,0,2021-04-02,2021-04-04,2021-05-03,온라인결제,,,,4955
13861,1060383,13호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-04-02,2021-04-03,2021-05-02,키오스크결제,,,,5539
13862,1060383,13호,좌석매출,매출,자유석,1,0,42000,카드,KB국민카드,42000,0,2021-04-02,2021-04-03,2021-05-02,키오스크결제,,,,5539
13863,1060388,06호,좌석매출,매출,자유석,1,0,144000,카드,KB국민카드,0,144000,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,2082
13864,1060388,06호,좌석매출,매출,자유석,1,0,71000,카드,KB국민카드,71000,0,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,2082
13865,1060391,11호,좌석매출,매출,고정석,1,0,145000,카드,NH카드,0,145000,2021-04-03,2021-04-05,2021-05-04,키오스크결제,,,,4562
13866,1060391,11호,좌석매출,매출,고정석,1,0,45000,카드,NH카드,45000,0,2021-04-03,2021-04-05,2021-05-04,키오스크결제,,,,4562
13867,1060397,25호,좌석매출,매출,고정석,1,0,145000,카드,현대카드사,0,145000,2021-04-03,2021-04-04,2021-05-03,온라인결제,,,,10604
13868,1060397,25호,좌석매출,매출,고정석,1,0,65000,카드,현대카드사,65000,0,2021-04-03,2021-04-04,2021-05-03,온라인결제,,,,10604
13869,1060409,09호,좌석매출,매출,1day,0,0,9000,카드,현대카드사,0,9000,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,3466
13870,1060409,09호,좌석매출,매출,1day,0,0,6000,카드,비씨카드사,6000,0,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,3466
13871,1060411,20호,좌석매출,매출,포커스석,2,0,45000,카드,비씨카드사,0,45000,2021-04-03,2021-03-30,2021-04-03,온라인결제,,,재결제 매출,8509
13872,1060411,20호,좌석매출,매출,포커스석,2,0,27000,카드,비씨카드사,27000,0,2021-04-03,2021-03-30,2021-04-03,온라인결제,,,재결제 매출,8509
13873,1060412,20호,좌석매출,매출취소,포커스석,2,0,-260000,카드,우리카드,0,-260000,2021-04-03,2021-03-30,2021-05-28,키오스크결제,,,,8509
13874,1060412,20호,좌석매출,매출취소,포커스석,2,0,-90000,카드,우리카드,-90000,0,2021-04-03,2021-03-30,2021-05-28,키오스크결제,,,,8509
13875,1060415,19호,좌석매출,매출,자유석,1,0,18800,카드,현대카드사,0,18800,2021-04-03,2021-03-31,2021-04-03,온라인결제,,,재결제 매출,7606
13876,1060415,19호,좌석매출,매출,자유석,1,0,7200,카드,현대카드사,7200,0,2021-04-03,2021-03-31,2021-04-03,온라인결제,,,재결제 매출,7606
13877,1060416,19호,좌석매출,매출취소,자유석,1,0,-145600,카드,현대비자개인,0,-145600,2021-04-03,2021-03-31,2021-05-02,현장결제,,,,7606
13878,1060416,19호,좌석매출,매출취소,자유석,1,0,-24400,카드,현대비자개인,-24400,0,2021-04-03,2021-03-31,2021-05-02,현장결제,,,,7606
13879,1060418,16호,좌석매출,매출,자유석,1,0,145600,카드,KB국민카드,0,145600,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,6657
13880,1060418,16호,좌석매출,매출,자유석,1,0,24400,카드,KB국민카드,24400,0,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,6657
13881,1060422,30호,좌석매출,매출,1day,0,0,6000,카드,KB국민카드,0,6000,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,12840
13882,1060422,30호,좌석매출,매출,1day,0,0,7000,카드,KB국민카드,7000,0,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,12840
13883,1060513,17호,좌석매출,매출,고정석,1,0,144000,카드,하나카드,0,144000,2021-04-03,2021-04-04,2021-05-03,온라인결제,,,,6827
13884,1060513,17호,좌석매출,매출,고정석,1,0,51000,카드,하나카드,51000,0,2021-04-03,2021-04-04,2021-05-03,온라인결제,,,,6827
13885,1060547,26호,좌석매출,매출,자유석,1,0,178000,카드,비씨카드사,0,178000,2021-04-03,2021-04-05,2021-05-04,온라인결제,,,,10817
13886,1060547,26호,좌석매출,매출,자유석,1,0,67000,카드,비씨카드사,67000,0,2021-04-03,2021-04-05,2021-05-04,온라인결제,,,,10817
13887,1060565,31호,좌석매출,매출,자유석,1,0,110800,카드,대구비씨체크,0,110800,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,13114
13888,1060565,31호,좌석매출,매출,자유석,1,0,59200,카드,대구비씨체크,59200,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,13114
13889,1060566,26호,좌석매출,매출,포커스석,1,0,178000,카드,삼성카드사,0,178000,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,11184
13890,1060566,26호,좌석매출,매출,포커스석,1,0,107000,카드,삼성카드사,107000,0,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,11184
13891,1060570,15호,좌석매출,매출취소,포커스석,1,0,-145000,카드,현대카드사,0,-145000,2021-04-03,2021-04-03,2021-05-03,온라인결제,,,,6403
13892,1060570,15호,좌석매출,매출취소,포커스석,1,0,-40000,카드,현대카드사,-40000,0,2021-04-03,2021-04-03,2021-05-03,온라인결제,,,,6403
13893,1060587,12호,좌석매출,매출,자유석,1,0,144000,카드,KB체크카드,0,144000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,5226
13894,1060587,12호,좌석매출,매출,자유석,1,0,46000,카드,KB체크카드,46000,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,5226
13895,1060588,25호,좌석매출,매출,자유석,1,0,145000,카드,하나카드,0,145000,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,10311
13896,1060588,25호,좌석매출,매출,자유석,1,0,35000,카드,하나카드,35000,0,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,10311
13897,1060595,03호,좌석매출,매출,고정석,1,0,178000,카드,하나카드,0,178000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,900
13898,1060595,03호,좌석매출,매출,고정석,1,0,72000,카드,하나카드,72000,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,900
13899,1060597,03호,좌석매출,매출,1day,0,0,9000,카드,신한카드,0,9000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,1018
13900,1060597,03호,좌석매출,매출,1day,0,0,6000,카드,신한카드,6000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,1018
13901,1060598,42호,좌석매출,매출,자유석,1,0,100000,카드,씨티카드,0,100000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,18569
13902,1060598,42호,좌석매출,매출,자유석,1,0,60000,카드,씨티카드,60000,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,18569
13903,1060600,09호,좌석매출,매출,1day,0,0,9000,카드,KB국민카드,0,9000,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,3605
13904,1060600,09호,좌석매출,매출,1day,0,0,6000,카드,KB국민카드,6000,0,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,3605
13905,1060603,31호,좌석매출,매출,자유석,1,0,110800,카드,비씨카드사,0,110800,2021-04-03,2021-04-03,2021-05-03,온라인결제,,,,13169
13906,1060603,31호,좌석매출,매출,자유석,1,0,59200,카드,비씨카드사,59200,0,2021-04-03,2021-04-03,2021-05-03,온라인결제,,,,13169
13907,1060604,09호,좌석매출,매출,자유석,1,0,178000,카드,롯데카드사,0,178000,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,3522
13908,1060604,09호,좌석매출,매출,자유석,1,0,52000,카드,롯데카드사,52000,0,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,3522
13909,1060605,24호,좌석매출,매출,1day,0,0,8000,카드,롯데카드,0,8000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,10268
13910,1060605,24호,좌석매출,매출,1day,0,0,4000,카드,롯데카드,4000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,10268
13911,1060607,41호,좌석매출,매출취소,메가석,1,0,-144000,카드,비씨카드사,0,-144000,2021-04-03,2021-04-02,2021-05-02,현장결제,,,,18185
13912,1060607,41호,좌석매출,매출취소,메가석,1,0,-136000,카드,비씨카드사,-136000,0,2021-04-03,2021-04-02,2021-05-02,현장결제,,,,18185
13913,1060609,27호,좌석매출,매출,1day,0,0,7000,카드,우리체크,0,7000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,11524
13914,1060609,27호,좌석매출,매출,1day,0,0,6000,카드,우리체크,6000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,11524
13915,1060611,41호,좌석매출,매출,메가석,1,0,144000,카드,우리카드,0,144000,2021-04-03,2021-04-03,2021-05-03,현장결제,,,,18185
13916,1060611,41호,좌석매출,매출,메가석,1,0,96000,카드,우리카드,96000,0,2021-04-03,2021-04-03,2021-05-03,현장결제,,,,18185
13917,1060612,06호,좌석매출,매출,1day,0,0,9000,카드,현대카드사,0,9000,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,2156
13918,1060612,06호,좌석매출,매출,1day,0,0,4000,카드,현대카드사,4000,0,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,2156
13919,1060615,40호,좌석매출,매출,자유석,1,0,135000,카드,롯데카드,0,135000,2021-04-03,2021-04-05,2021-05-04,키오스크결제,,,,17749
13920,1060617,15호,좌석매출,매출,1day,0,0,9000,카드,신한카드,0,9000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,6456
13921,1060617,15호,좌석매출,매출,1day,0,0,4000,카드,신한카드,4000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,6456
13922,1060618,10호,좌석매출,매출,10days,1,0,90000,카드,KB국민카드,0,90000,2021-04-03,2021-04-03,2021-04-28,키오스크결제,,,,4229
13923,1060618,10호,좌석매출,매출,10days,1,0,25000,카드,KB국민카드,25000,0,2021-04-03,2021-04-03,2021-04-28,키오스크결제,,,,4229
13924,1060621,38호,좌석매출,매출,1day,0,0,8000,카드,삼성비자,0,8000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,16903
13925,1060621,38호,좌석매출,매출,1day,0,0,4000,카드,삼성비자,4000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,16903
13926,1060625,35호,좌석매출,매출,자유석,1,0,130000,카드,삼성비자,0,130000,2021-04-03,2021-04-03,2021-05-03,현장결제,,,,15152
13927,1060625,35호,좌석매출,매출,자유석,1,0,70000,카드,삼성비자,70000,0,2021-04-03,2021-04-03,2021-05-03,현장결제,,,,15152
13928,1060626,01호,좌석매출,매출,자유석,1,0,170000,카드,씨티카드,0,170000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,203
13929,1060627,32호,좌석매출,매출,사물함,0,0,15000,카드,신한카드,15000,0,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,13827
13930,1060630,25호,좌석매출,매출,포커스석,1,0,18000,카드,롯데카드사,0,18000,2021-04-03,2021-04-02,2021-04-03,온라인결제,,,재결제 매출,10377
13931,1060630,25호,좌석매출,매출,포커스석,1,0,10800,카드,롯데카드사,10800,0,2021-04-03,2021-04-02,2021-04-03,온라인결제,,,재결제 매출,10377
13932,1060631,25호,좌석매출,매출취소,포커스석,1,0,-145000,카드,롯데카드사,0,-145000,2021-04-03,2021-04-02,2021-05-01,온라인결제,,,,10377
13933,1060631,25호,좌석매출,매출취소,포커스석,1,0,-75000,카드,롯데카드사,-75000,0,2021-04-03,2021-04-02,2021-05-01,온라인결제,,,,10377
13934,1060632,24호,좌석매출,매출,1day,0,0,8000,카드,현대카드사,0,8000,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,10008
13935,1060632,24호,좌석매출,매출,1day,0,0,4000,카드,현대카드사,4000,0,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,10008
13936,1060633,26호,좌석매출,매출,자유석,1,0,178000,카드,신한카드,0,178000,2021-04-03,2021-04-03,2021-05-02,현장결제,,,,11345
13937,1060633,26호,좌석매출,매출,자유석,1,0,67000,카드,신한카드,67000,0,2021-04-03,2021-04-03,2021-05-02,현장결제,,,,11345
13938,1060635,04호,좌석매출,매출,고정석,1,0,178000,카드,KB국민카드,0,178000,2021-04-03,2021-04-04,2021-05-04,온라인결제,,,,1293
13939,1060635,04호,좌석매출,매출,고정석,1,0,92000,카드,KB국민카드,92000,0,2021-04-03,2021-04-04,2021-05-04,온라인결제,,,,1293
13940,1060637,35호,좌석매출,매출,고정석,1,0,130000,카드,신한카드,0,130000,2021-04-03,2021-04-03,2021-05-02,현장결제,,,,15420
13941,1060637,35호,좌석매출,매출,고정석,1,0,100000,카드,신한카드,100000,0,2021-04-03,2021-04-03,2021-05-02,현장결제,,,,15420
13942,1060638,04호,좌석매출,매출,고정석,1,0,178000,카드,KB국민카드,0,178000,2021-04-03,2021-04-03,2021-05-02,현장결제,,,,1283
13943,1060638,04호,좌석매출,매출,고정석,1,0,92000,카드,KB국민카드,92000,0,2021-04-03,2021-04-03,2021-05-02,현장결제,,,,1283
13944,1060646,14호,좌석매출,매출,10days,1,0,100000,카드,NH농협카드,0,100000,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,6175
13945,1060646,14호,좌석매출,매출,10days,1,0,25000,카드,NH농협카드,25000,0,2021-04-03,2021-04-03,2021-05-02,온라인결제,,,,6175
13946,1060647,11호,좌석매출,매출,자유석,1,0,145000,카드,신한카드,0,145000,2021-04-03,2021-04-03,2021-05-02,현장결제,,,,4742
13947,1060647,11호,좌석매출,매출,자유석,1,0,15000,카드,신한카드,15000,0,2021-04-03,2021-04-03,2021-05-02,현장결제,,,,4742
13948,1060649,31호,좌석매출,매출,포커스석,1,0,66000,카드,대구비씨체크,0,66000,2021-04-03,2021-03-24,2021-04-03,현장결제,,,재결제 매출,13391
13949,1060649,31호,좌석매출,매출,포커스석,1,0,59200,카드,대구비씨체크,59200,0,2021-04-03,2021-03-24,2021-04-03,현장결제,,,재결제 매출,13391
13950,1060650,31호,좌석매출,매출취소,포커스석,1,0,-110800,카드,대구비씨체크,0,-110800,2021-04-03,2021-03-24,2021-04-22,현장결제,,,,13391
13951,1060650,31호,좌석매출,매출취소,포커스석,1,0,-59200,카드,대구비씨체크,-59200,0,2021-04-03,2021-03-24,2021-04-22,현장결제,,,,13391
13952,1060651,07호,좌석매출,매출,자유석,1,0,178000,카드,비씨카드사,0,178000,2021-04-03,2021-04-03,2021-05-05,온라인결제,,,,2601
13953,1060651,07호,좌석매출,매출,자유석,1,0,67000,카드,비씨카드사,67000,0,2021-04-03,2021-04-03,2021-05-05,온라인결제,,,,2601
13954,1060654,08호,좌석매출,매출,포커스석,1,0,145000,카드,현대 비자,0,145000,2021-04-03,2021-04-05,2021-05-04,키오스크결제,,,,3076
13955,1060654,08호,좌석매출,매출,포커스석,1,0,75000,카드,현대 비자,75000,0,2021-04-03,2021-04-05,2021-05-04,키오스크결제,,,,3076
13956,1060655,12호,좌석매출,매출,1day,0,0,9000,카드,새마을체크,0,9000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,5238
13957,1060655,12호,좌석매출,매출,1day,0,0,6000,카드,새마을체크,6000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,5238
13958,1060657,41호,좌석매출,매출,10days,1,0,90000,카드,롯데카드,0,90000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,17936
13959,1060657,41호,좌석매출,매출,10days,1,0,30000,카드,롯데카드,30000,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,17936
13960,1060659,14호,좌석매출,매출,10days,1,0,100000,카드,롯데카드,0,100000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,5893
13961,1060659,14호,좌석매출,매출,10days,1,0,25000,카드,롯데카드,25000,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,5893
13962,1060661,14호,좌석매출,매출,자유석,1,0,130000,카드,삼성 마스타,0,130000,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,6145
13963,1060661,14호,좌석매출,매출,자유석,1,0,35000,카드,삼성 마스타,35000,0,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,6145
13964,1060663,35호,좌석매출,매출,자유석,1,0,8660,카드,삼성카드,0,8660,2021-04-03,2021-04-01,2021-04-02,현장결제,,,재결제 매출,15523
13965,1060663,35호,좌석매출,매출,자유석,1,0,4660,카드,삼성카드,4660,0,2021-04-03,2021-04-01,2021-04-02,현장결제,,,재결제 매출,15523
13966,1060664,35호,좌석매출,매출,셀석,1,0,130000,카드,삼성카드,0,130000,2021-04-03,2021-04-02,2021-05-04,현장결제,,,필라멘트 좌석이동,15523
13967,1060664,35호,좌석매출,매출,셀석,1,0,120000,카드,삼성카드,120000,0,2021-04-03,2021-04-02,2021-05-04,현장결제,,,필라멘트 좌석이동,15523
13968,1060665,35호,좌석매출,매출취소,자유석,1,0,-130000,카드,삼성카드,0,-130000,2021-04-03,2021-04-01,2021-05-01,현장결제,,,,15523
13969,1060665,35호,좌석매출,매출취소,자유석,1,0,-70000,카드,삼성카드,-70000,0,2021-04-03,2021-04-01,2021-05-01,현장결제,,,,15523
13970,1060671,04호,좌석매출,매출,1day,0,0,9000,카드,카카오뱅크체크,0,9000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,1576
13971,1060671,04호,좌석매출,매출,1day,0,0,6000,카드,카카오뱅크체크,6000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,1576
13972,1060672,26호,좌석매출,매출,1day,0,0,9000,카드,우리체크,0,9000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,11061
13973,1060672,26호,좌석매출,매출,1day,0,0,6000,카드,우리체크,6000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,11061
13974,1060673,19호,좌석매출,매출,자유석,1,0,145600,카드,롯데카드,0,145600,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,7606
13975,1060673,19호,좌석매출,매출,자유석,1,0,24400,카드,롯데카드,24400,0,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,7606
13976,1060674,33호,좌석매출,매출,자유석,1,0,144000,카드,삼성비자,0,144000,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,14662
13977,1060674,33호,좌석매출,매출,자유석,1,0,21000,카드,삼성비자,21000,0,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,14662
13978,1060675,32호,좌석매출,매출,자유석,1,0,178000,카드,신한카드,0,178000,2021-04-03,2021-04-04,2021-05-02,키오스크결제,,,,13867
13979,1060675,32호,좌석매출,매출,자유석,1,0,27000,카드,신한카드,27000,0,2021-04-03,2021-04-04,2021-05-02,키오스크결제,,,,13867
13980,1060676,23호,좌석매출,매출,포커스석,1,0,144000,카드,신한카드,0,144000,2021-04-03,2021-04-05,2021-05-05,온라인결제,,,,9441
13981,1060676,23호,좌석매출,매출,포커스석,1,0,101000,카드,신한카드,101000,0,2021-04-03,2021-04-05,2021-05-05,온라인결제,,,,9441
13982,1060680,10호,좌석매출,매출,자유석,1,0,144000,카드,비씨카드사,0,144000,2021-04-03,2021-04-03,2021-05-03,온라인결제,,,,4214
13983,1060680,10호,좌석매출,매출,자유석,1,0,26000,카드,비씨카드사,26000,0,2021-04-03,2021-04-03,2021-05-03,온라인결제,,,,4214
13984,1060681,35호,좌석매출,매출,1day,0,0,7000,카드,현대카드사,0,7000,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,15490
13985,1060681,35호,좌석매출,매출,1day,0,0,6000,카드,삼성카드사,6000,0,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,15490
13986,1060683,41호,좌석매출,매출,사물함,0,0,44500,카드,KB국민카드,44500,0,2021-04-03,2021-04-03,2021-04-03,온라인결제,,,,18330
13987,1060684,26호,좌석매출,매출,자유석,1,0,178000,카드,현대로컬개인,0,178000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,11188
13988,1060684,26호,좌석매출,매출,자유석,1,0,67000,카드,현대로컬개인,67000,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,11188
13989,1060685,29호,좌석매출,매출,1day,0,0,5800,카드,현대로컬개인,0,5800,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,12524
13990,1060685,29호,좌석매출,매출,1day,0,0,7200,카드,현대로컬개인,7200,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,12524
13991,1060686,10호,좌석매출,매출,자유석,1,0,144000,카드,카카오뱅크체크,0,144000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,4200
13992,1060686,10호,좌석매출,매출,자유석,1,0,26000,카드,카카오뱅크체크,26000,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,4200
13993,1060687,21호,좌석매출,매출,고정석,1,0,144000,카드,하나체크카드,0,144000,2021-04-03,2021-04-06,2021-05-05,키오스크결제,,,,8854
13994,1060687,21호,좌석매출,매출,고정석,1,0,86000,카드,하나체크카드,86000,0,2021-04-03,2021-04-06,2021-05-05,키오스크결제,,,,8854
13995,1060689,09호,좌석매출,매출,자유석,1,0,178000,카드,하나SK비씨카드,0,178000,2021-04-03,2021-04-03,2021-05-03,키오스크결제,,,,3294
13996,1060689,09호,좌석매출,매출,자유석,1,0,52000,카드,하나SK비씨카드,52000,0,2021-04-03,2021-04-03,2021-05-03,키오스크결제,,,,3294
13997,1060691,38호,좌석매출,매출,싱글석,6,117000,750000,카드,KB국민카드,0,750000,2021-04-03,2021-05-11,2021-11-06,키오스크결제,,,,16747
13998,1060691,38호,좌석매출,매출,싱글석,6,117000,303000,카드,KB국민카드,303000,0,2021-04-03,2021-05-11,2021-11-06,키오스크결제,,,,16747
13999,1060692,11호,좌석매출,매출,1day,0,0,9000,카드,하나카드,0,9000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,4587
14000,1060692,11호,좌석매출,매출,1day,0,0,2000,카드,하나카드,2000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,4587
14001,1060693,35호,좌석매출,매출,1day,0,0,7000,카드,현대비자개인,0,7000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,15227
14002,1060693,35호,좌석매출,매출,1day,0,0,6000,카드,현대비자개인,6000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,15227
14003,1060694,41호,좌석매출,매출,1day,0,0,9000,카드,현대 비자,0,9000,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,18071
14004,1060694,41호,좌석매출,매출,1day,0,0,4000,카드,현대 비자,4000,0,2021-04-03,2021-04-03,2021-04-03,키오스크결제,,,,18071
14005,1060697,28호,좌석매출,매출,자유석,1,0,144000,카드,현대 카드,0,144000,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,12166
14006,1060697,28호,좌석매출,매출,자유석,1,0,16000,카드,현대 카드,16000,0,2021-04-03,2021-04-04,2021-05-03,키오스크결제,,,,12166
14007,1060698,17호,좌석매출,매출,자유석,1,0,144000,카드,신한카드체크,0,144000,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,6861
14008,1060698,17호,좌석매출,매출,자유석,1,0,26000,카드,신한카드체크,26000,0,2021-04-03,2021-04-03,2021-05-02,키오스크결제,,,,6861
14009,1060700,31호,좌석매출,매출,포커스석,1,0,24000,카드,신한카드,0,24000,2021-04-03,2021-03-31,2021-04-03,현장결제,,,재결제 매출,13423
14010,1060700,31호,좌석매출,매출,포커스석,1,0,33600,카드,신한카드,33600,0,2021-04-03,2021-03-31,2021-04-03,현장결제,,,재결제 매출,13423
14011,1060701,31호,좌석매출,매출취소,포커스석,1,0,-110800,카드,신한카드,0,-110800,2021-04-03,2021-03-31,2021-04-29,현장결제,,,,13423
14012,1060701,31호,좌석매출,매출취소,포커스석,1,0,-59200,카드,신한카드,-59200,0,2021-04-03,2021-03-31,2021-04-29,현장결제,,,,13423
14013,1060702,26호,좌석매출,매출,자유석,2,0,356000,카드,현대비자개인,0,356000,2021-04-03,2021-04-04,2021-06-02,키오스크결제,,,,10697
14014,1060702,26호,좌석매출,매출,자유석,2,0,134000,카드,현대비자개인,134000,0,2021-04-03,2021-04-04,2021-06-02,키오스크결제,,,,10697
