번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
4034,1039462,42호,좌석매출,매출취소,자유석,1,0,-60000,카드,NH카드,-60000,0,2021-03-09,2021-03-03,2021-04-01,현장결제,,,,18646
4035,1039463,38호,좌석매출,매출,자유석,1,0,125000,카드,KB국민카드,0,125000,2021-03-09,2021-03-09,2021-04-07,온라인결제,,,,16664
4036,1039467,04호,좌석매출,매출,자유석,1,0,178000,카드,신한 플래티늄,0,178000,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,1539
4037,1039467,04호,좌석매출,매출,자유석,1,0,62000,카드,신한 플래티늄,62000,0,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,1539
4038,1039473,32호,좌석매출,매출,자유석,1,0,178000,카드,하나카드,0,178000,2021-03-09,2021-03-10,2021-04-10,온라인결제,,,,13885
4039,1039473,32호,좌석매출,매출,자유석,1,0,27000,카드,하나카드,27000,0,2021-03-09,2021-03-10,2021-04-10,온라인결제,,,,13885
4040,1039474,09호,좌석매출,매출,고정석,2,0,356000,카드,현대카드사,0,356000,2021-03-09,2021-03-10,2021-05-14,온라인결제,,,,3434
4041,1039474,09호,좌석매출,매출,고정석,2,0,164000,카드,현대카드사,164000,0,2021-03-09,2021-03-10,2021-05-14,온라인결제,,,,3434
4042,1039532,24호,좌석매출,매출,자유석,1,0,120000,카드,신한카드,0,120000,2021-03-09,2021-03-09,2021-04-07,온라인결제,,,,10045
4043,1039532,24호,좌석매출,매출,자유석,1,0,25000,카드,신한카드,25000,0,2021-03-09,2021-03-09,2021-04-07,온라인결제,,,,10045
4044,1039533,14호,좌석매출,매출,고정석,1,0,130000,카드,NH농협카드,0,130000,2021-03-09,2021-03-09,2021-04-09,온라인결제,,,,5964
4045,1039533,14호,좌석매출,매출,고정석,1,0,65000,카드,NH농협카드,65000,0,2021-03-09,2021-03-09,2021-04-09,온라인결제,,,,5964
4046,1039536,05호,좌석매출,매출,고정석,3,30750,432000,카드,신한카드,0,432000,2021-03-09,2021-03-10,2021-06-07,온라인결제,,,,1995
4047,1039536,05호,좌석매출,매출,고정석,3,30750,152250,카드,신한카드,152250,0,2021-03-09,2021-03-10,2021-06-07,온라인결제,,,,1995
4048,1039541,26호,좌석매출,매출,자유석,1,0,178000,카드,하나카드,0,178000,2021-03-09,2021-03-13,2021-04-11,온라인결제,,,,11094
4049,1039541,26호,좌석매출,매출,자유석,1,0,67000,카드,하나카드,67000,0,2021-03-09,2021-03-13,2021-04-11,온라인결제,,,,11094
4050,1039542,32호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-03-09,2021-03-10,2021-04-10,온라인결제,,,,14149
4051,1039542,32호,좌석매출,매출,자유석,1,0,27000,카드,KB국민카드,27000,0,2021-03-09,2021-03-10,2021-04-10,온라인결제,,,,14149
4052,1039544,37호,좌석매출,매출,셀석,1,0,145000,카드,롯데카드사,0,145000,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,16563
4053,1039544,37호,좌석매출,매출,셀석,1,0,45000,카드,롯데카드사,45000,0,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,16563
4054,1039546,10호,좌석매출,매출,포커스석,1,0,144000,카드,KB국민카드,0,144000,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,4107
4055,1039546,10호,좌석매출,매출,포커스석,1,0,26000,카드,KB국민카드,26000,0,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,4107
4056,1039547,08호,좌석매출,매출,포커스석,1,0,145000,카드,롯데카드사,0,145000,2021-03-09,2021-03-12,2021-04-10,온라인결제,,,,2916
4057,1039547,08호,좌석매출,매출,포커스석,1,0,35000,카드,롯데카드사,35000,0,2021-03-09,2021-03-12,2021-04-10,온라인결제,,,,2916
4058,1039573,23호,좌석매출,매출,포커스석,1,0,90000,카드,삼성비자,0,90000,2021-03-09,2021-02-28,2021-03-09,현장결제,,,재결제 매출,9615
4059,1039573,23호,좌석매출,매출,포커스석,1,0,61000,카드,삼성비자,61000,0,2021-03-09,2021-02-28,2021-03-09,현장결제,,,재결제 매출,9615
4060,1039574,23호,좌석매출,매출취소,포커스석,1,0,-144000,카드,삼성비자,0,-144000,2021-03-09,2021-02-28,2021-03-30,현장결제,,,,9615
4061,1039574,23호,좌석매출,매출취소,포커스석,1,0,-61000,카드,삼성비자,-61000,0,2021-03-09,2021-02-28,2021-03-30,현장결제,,,,9615
4062,1039581,38호,좌석매출,매출,싱글석,1,0,125000,카드,신한카드,0,125000,2021-03-09,2021-03-13,2021-04-11,온라인결제,,,,16968
4063,1039581,38호,좌석매출,매출,싱글석,1,0,30000,카드,신한카드,30000,0,2021-03-09,2021-03-13,2021-04-11,온라인결제,,,,16968
4064,1039582,38호,좌석매출,매출,싱글석,1,0,125000,카드,신한카드,0,125000,2021-03-09,2021-03-13,2021-04-11,온라인결제,,,,16968
4065,1039582,38호,좌석매출,매출,싱글석,1,0,30000,카드,신한카드,30000,0,2021-03-09,2021-03-13,2021-04-11,온라인결제,,,,16968
4066,1039585,14호,좌석매출,매출,10days,1,0,100000,카드,신한카드체크,0,100000,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,6058
4067,1039585,14호,좌석매출,매출,10days,1,0,25000,카드,신한카드체크,25000,0,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,6058
4068,1039611,14호,좌석매출,매출,포커스석,1,0,130000,카드,신한카드,0,130000,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,6348
4069,1039611,14호,좌석매출,매출,포커스석,1,0,35000,카드,신한카드,35000,0,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,6348
4070,1039615,09호,좌석매출,매출,1day,0,0,9000,카드,삼성카드사,0,9000,2021-03-09,2021-03-09,2021-03-09,온라인결제,,,,3443
4071,1039615,09호,좌석매출,매출,1day,0,0,6000,카드,삼성카드사,6000,0,2021-03-09,2021-03-09,2021-03-09,온라인결제,,,,3443
4072,1039620,42호,좌석매출,매출,자유석,1,0,46660,카드,KB국민카드,0,46660,2021-03-09,2021-02-23,2021-03-09,온라인결제,,,재결제 매출,18734
4073,1039620,42호,좌석매출,매출,자유석,1,0,28000,카드,KB국민카드,28000,0,2021-03-09,2021-02-23,2021-03-09,온라인결제,,,재결제 매출,18734
4074,1039621,42호,좌석매출,매출,고정석,1,0,100000,카드,KB국민카드,0,100000,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,온라인 좌석이동,18734
4075,1039621,42호,좌석매출,매출,고정석,1,0,90000,카드,KB국민카드,90000,0,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,온라인 좌석이동,18734
4076,1039622,42호,좌석매출,매출취소,자유석,1,0,-100000,카드,KB국민카드,0,-100000,2021-03-09,2021-02-23,2021-03-25,온라인결제,,,,18734
4077,1039622,42호,좌석매출,매출취소,자유석,1,0,-60000,카드,KB국민카드,-60000,0,2021-03-09,2021-02-23,2021-03-25,온라인결제,,,,18734
4078,1039624,25호,좌석매출,매출,1day,0,0,9000,카드,현대마스터개인,0,9000,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,10534
4079,1039624,25호,좌석매출,매출,1day,0,0,4000,카드,현대마스터개인,4000,0,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,10534
4080,1039625,14호,좌석매출,매출,사물함,0,0,15000,카드,신한카드,15000,0,2021-03-09,2021-03-09,2021-03-09,온라인결제,,,,6058
4081,1039627,14호,좌석매출,매출,메가석,1,0,130000,카드,신한카드체크,0,130000,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,6007
4082,1039627,14호,좌석매출,매출,메가석,1,0,65000,카드,신한카드체크,65000,0,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,6007
4083,1039628,26호,좌석매출,매출,고정석,1,0,178000,카드,삼성카드사,0,178000,2021-03-09,2021-03-09,2021-04-07,온라인결제,,,,10788
4084,1039628,26호,좌석매출,매출,고정석,1,0,97000,카드,삼성카드사,97000,0,2021-03-09,2021-03-09,2021-04-07,온라인결제,,,,10788
4085,1039629,42호,좌석매출,매출,자유석,1,0,16660,카드,비씨카드사,0,16660,2021-03-09,2021-03-05,2021-03-09,온라인결제,,,재결제 매출,18657
4086,1039629,42호,좌석매출,매출,자유석,1,0,10000,카드,비씨카드사,10000,0,2021-03-09,2021-03-05,2021-03-09,온라인결제,,,재결제 매출,18657
4087,1039630,42호,좌석매출,매출,고정석,1,0,100000,카드,비씨카드사,0,100000,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,온라인 좌석이동,18657
4088,1039630,42호,좌석매출,매출,고정석,1,0,90000,카드,비씨카드사,90000,0,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,온라인 좌석이동,18657
4089,1039631,42호,좌석매출,매출취소,자유석,1,0,-100000,카드,비씨카드사,0,-100000,2021-03-09,2021-03-05,2021-04-03,온라인결제,,,,18657
4090,1039631,42호,좌석매출,매출취소,자유석,1,0,-60000,카드,비씨카드사,-60000,0,2021-03-09,2021-03-05,2021-04-03,온라인결제,,,,18657
4091,1039634,26호,좌석매출,매출,1day,0,0,9000,카드,하나카드,0,9000,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,10820
4092,1039634,26호,좌석매출,매출,1day,0,0,6000,카드,하나카드,6000,0,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,10820
4093,1039648,34호,좌석매출,매출,포커스석,1,0,135000,카드,신한은련개인,0,135000,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,14990
4094,1039648,34호,좌석매출,매출,포커스석,1,0,10000,카드,신한은련개인,10000,0,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,14990
4095,1039653,35호,좌석매출,매출,셀석,1,0,130000,카드,현대비자개인,0,130000,2021-03-09,2021-03-11,2021-04-09,키오스크결제,,,,15212
4096,1039653,35호,좌석매출,매출,셀석,1,0,80000,카드,현대비자개인,80000,0,2021-03-09,2021-03-11,2021-04-09,키오스크결제,,,,15212
4097,1039659,20호,좌석매출,매출,포커스석,1,0,130000,카드,우리체크,0,130000,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,8387
4098,1039659,20호,좌석매출,매출,포커스석,1,0,45000,카드,우리체크,45000,0,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,8387
4099,1039660,42호,좌석매출,매출,포커스석,1,0,100000,카드,하나카드,0,100000,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,,18949
4100,1039660,42호,좌석매출,매출,포커스석,1,0,60000,카드,하나카드,60000,0,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,,18949
4101,1039666,05호,좌석매출,매출,고정석,1,0,63000,카드,KB국민카드,0,63000,2021-03-09,2021-03-02,2021-03-08,온라인결제,,,재결제 매출,1886
4102,1039666,05호,좌석매출,매출,고정석,1,0,49000,카드,KB국민카드,49000,0,2021-03-09,2021-03-02,2021-03-08,온라인결제,,,재결제 매출,1886
4103,1039667,05호,좌석매출,매출취소,고정석,1,0,-144000,카드,KB국민카드,0,-144000,2021-03-09,2021-03-02,2021-04-01,온라인결제,,,,1886
4104,1039667,05호,좌석매출,매출취소,고정석,1,0,-61000,카드,KB국민카드,-61000,0,2021-03-09,2021-03-02,2021-04-01,온라인결제,,,,1886
4105,1039668,07호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,온라인 좌석이동,2579
4106,1039668,07호,좌석매출,매출,자유석,1,0,67000,카드,KB국민카드,67000,0,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,온라인 좌석이동,2579
4107,1039669,07호,좌석매출,매출취소,15days,2,0,-135000,카드,KB국민카드,0,-135000,2021-03-09,2021-03-08,2021-05-06,온라인결제,,,,2579
4108,1039669,07호,좌석매출,매출취소,15days,2,0,-60000,카드,KB국민카드,-60000,0,2021-03-09,2021-03-08,2021-05-06,온라인결제,,,,2579
4109,1039685,39호,좌석매출,매출,셀석,1,0,110800,카드,신한카드,0,110800,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,,17231
4110,1039685,39호,좌석매출,매출,셀석,1,0,54200,카드,신한카드,54200,0,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,,17231
4111,1039690,12호,좌석매출,매출,포커스석,1,0,144000,카드,KB국민카드,0,144000,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,5225
4112,1039690,12호,좌석매출,매출,포커스석,1,0,46000,카드,KB국민카드,46000,0,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,5225
4113,1039692,09호,좌석매출,매출,포커스석,1,0,178000,카드,하나카드,0,178000,2021-03-09,2021-03-15,2021-04-13,키오스크결제,,,,3496
4114,1039692,09호,좌석매출,매출,포커스석,1,0,52000,카드,하나카드,52000,0,2021-03-09,2021-03-15,2021-04-13,키오스크결제,,,,3496
4115,1039703,08호,좌석매출,매출,포커스석,1,0,63000,카드,신한카드,0,63000,2021-03-09,2021-03-02,2021-03-09,온라인결제,,,재결제 매출,2914
4116,1039703,08호,좌석매출,매출,포커스석,1,0,35000,카드,신한카드,35000,0,2021-03-09,2021-03-02,2021-03-09,온라인결제,,,재결제 매출,2914
4117,1039704,08호,좌석매출,매출취소,포커스석,1,0,-145000,카드,신한카드체크,0,-145000,2021-03-09,2021-03-02,2021-04-01,키오스크결제,,,,2914
4118,1039704,08호,좌석매출,매출취소,포커스석,1,0,-35000,카드,신한카드체크,-35000,0,2021-03-09,2021-03-02,2021-04-01,키오스크결제,,,,2914
4119,1039705,10호,좌석매출,매출,사물함,0,0,11000,카드,KB국민카드,11000,0,2021-03-09,2021-03-09,2021-03-09,온라인결제,,,,4245
4120,1039707,03호,좌석매출,매출,고정석,2,0,356000,카드,신한JCB개인,0,356000,2021-03-09,2021-03-15,2021-05-13,키오스크결제,,,,935
4121,1039707,03호,좌석매출,매출,고정석,2,0,144000,카드,신한JCB개인,144000,0,2021-03-09,2021-03-15,2021-05-13,키오스크결제,,,,935
4122,1039717,37호,좌석매출,매출,셀석,1,0,145000,카드,삼성카드사,0,145000,2021-03-09,2021-03-11,2021-04-09,온라인결제,,,,16559
4123,1039717,37호,좌석매출,매출,셀석,1,0,45000,카드,삼성카드사,45000,0,2021-03-09,2021-03-11,2021-04-09,온라인결제,,,,16559
4124,1039727,31호,좌석매출,매출,자유석,1,0,29540,카드,NH농협카드,0,29540,2021-03-09,2021-03-02,2021-03-08,온라인결제,,,재결제 매출,13288
4125,1039727,31호,좌석매출,매출,자유석,1,0,15780,카드,NH농협카드,15780,0,2021-03-09,2021-03-02,2021-03-08,온라인결제,,,재결제 매출,13288
4126,1039728,31호,좌석매출,매출,고정석,1,0,110800,카드,NH농협카드,0,110800,2021-03-09,2021-03-09,2021-04-09,온라인결제,,,온라인 좌석이동,13288
4127,1039728,31호,좌석매출,매출,고정석,1,0,89200,카드,NH농협카드,89200,0,2021-03-09,2021-03-09,2021-04-09,온라인결제,,,온라인 좌석이동,13288
4128,1039729,31호,좌석매출,매출취소,자유석,1,0,-110800,카드,NH농협카드,0,-110800,2021-03-09,2021-03-02,2021-03-31,온라인결제,,,,13288
4129,1039729,31호,좌석매출,매출취소,자유석,1,0,-59200,카드,NH농협카드,-59200,0,2021-03-09,2021-03-02,2021-03-31,온라인결제,,,,13288
4130,1039735,11호,좌석매출,매출,포커스석,1,0,145000,카드,삼성아멕스,0,145000,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,4838
4131,1039735,11호,좌석매출,매출,포커스석,1,0,15000,카드,삼성아멕스,15000,0,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,4838
4132,1039748,28호,좌석매출,매출,자유석,1,0,28800,카드,KB국민카드,0,28800,2021-03-09,2021-03-04,2021-03-09,온라인결제,,,재결제 매출,11899
4133,1039748,28호,좌석매출,매출,자유석,1,0,3190,카드,KB국민카드,3190,0,2021-03-09,2021-03-04,2021-03-09,온라인결제,,,재결제 매출,11899
4134,1039749,28호,좌석매출,매출,포커스석,1,0,144000,카드,KB국민카드,0,144000,2021-03-09,2021-03-10,2021-04-14,온라인결제,,,온라인 좌석이동,11899
4135,1039749,28호,좌석매출,매출,포커스석,1,0,16000,카드,KB국민카드,16000,0,2021-03-09,2021-03-10,2021-04-14,온라인결제,,,온라인 좌석이동,11899
4136,1039750,28호,좌석매출,매출취소,자유석,1,0,-144000,카드,KB체크카드,0,-144000,2021-03-09,2021-03-04,2021-04-02,키오스크결제,,,,11899
4137,1039750,28호,좌석매출,매출취소,자유석,1,0,-16000,카드,KB체크카드,-16000,0,2021-03-09,2021-03-04,2021-04-02,키오스크결제,,,,11899
4138,1039807,02호,좌석매출,매출,1day,0,0,9000,카드,KB국민카드,0,9000,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,615
4139,1039807,02호,좌석매출,매출,1day,0,0,5000,카드,KB국민카드,5000,0,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,615
4140,1039819,08호,좌석매출,매출,고정석,1,0,45000,카드,IBK비씨체크,0,45000,2021-03-09,2021-03-06,2021-03-08,현장결제,,,"매니저님 결제실수로 환불 재결제를 안함 / 재결제 45,000원 추가 결제 / 3.6~3.8 이용 기간 수정",2895
4141,1039826,36호,좌석매출,매출,셀석,1,0,130000,카드,우리카드,0,130000,2021-03-09,2021-03-09,2021-04-07,현장결제,,,,15916
4142,1039826,36호,좌석매출,매출,셀석,1,0,15000,카드,우리카드,15000,0,2021-03-09,2021-03-09,2021-04-07,현장결제,,,,15916
4143,1039833,08호,좌석매출,매출,고정석,1,0,54000,카드,비씨카드사,0,54000,2021-03-09,2021-03-04,2021-03-09,온라인결제,,,재결제 매출,3070
4144,1039833,08호,좌석매출,매출,고정석,1,0,36000,카드,비씨카드사,36000,0,2021-03-09,2021-03-04,2021-03-09,온라인결제,,,재결제 매출,3070
4145,1039834,08호,좌석매출,매출취소,고정석,1,0,-145000,카드,우리카드,0,-145000,2021-03-09,2021-03-04,2021-04-02,키오스크결제,,,,3070
4146,1039834,08호,좌석매출,매출취소,고정석,1,0,-65000,카드,우리카드,-65000,0,2021-03-09,2021-03-04,2021-04-02,키오스크결제,,,,3070
4147,1039842,33호,좌석매출,매출,포커스석,1,0,144000,카드,KB플래티늄카드,0,144000,2021-03-09,2021-03-09,2021-04-07,현장결제,,,,14279
4148,1039842,33호,좌석매출,매출,포커스석,1,0,21000,카드,KB플래티늄카드,21000,0,2021-03-09,2021-03-09,2021-04-07,현장결제,,,,14279
4149,1039844,40호,좌석매출,매출,셀석,1,0,135000,카드,KB국민카드,0,135000,2021-03-09,2021-03-13,2021-04-11,키오스크결제,,,,17649
4150,1039854,28호,좌석매출,매출,메가석,1,0,144000,카드,삼성 마스타,0,144000,2021-03-09,2021-03-09,2021-04-13,키오스크결제,,,,12226
4151,1039854,28호,좌석매출,매출,메가석,1,0,46000,카드,삼성 마스타,46000,0,2021-03-09,2021-03-09,2021-04-13,키오스크결제,,,,12226
4152,1039877,06호,좌석매출,매출,포커스석,1,0,144000,카드,전북JB체크,0,144000,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,2023
4153,1039877,06호,좌석매출,매출,포커스석,1,0,71000,카드,전북JB체크,71000,0,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,2023
4154,1039889,28호,좌석매출,매출,자유석,1,0,144000,카드,신한카드,0,144000,2021-03-09,2021-03-09,2021-04-10,키오스크결제,,,,12130
4155,1039889,28호,좌석매출,매출,자유석,1,0,16000,카드,신한카드,16000,0,2021-03-09,2021-03-09,2021-04-10,키오스크결제,,,,12130
4156,1039894,38호,좌석매출,매출,포커스석,1,0,125000,카드,신한카드,0,125000,2021-03-09,2021-03-10,2021-04-09,온라인결제,,,,16686
4157,1039895,26호,좌석매출,매출,고정석,1,0,178000,카드,신한VIP카드,0,178000,2021-03-09,2021-03-12,2021-04-10,현장결제,,,,11221
4158,1039895,26호,좌석매출,매출,고정석,1,0,97000,카드,신한VIP카드,97000,0,2021-03-09,2021-03-12,2021-04-10,현장결제,,,,11221
4159,1039899,33호,좌석매출,매출,자유석,1,0,144000,카드,롯데카드,0,144000,2021-03-09,2021-03-10,2021-04-10,키오스크결제,,,,14356
4160,1039899,33호,좌석매출,매출,자유석,1,0,21000,카드,롯데카드,21000,0,2021-03-09,2021-03-10,2021-04-10,키오스크결제,,,,14356
4161,1039911,09호,좌석매출,매출,자유석,3,34500,534000,카드,개인퍼플,0,534000,2021-03-09,2021-03-10,2021-06-07,현장결제,,,,3479
4162,1039911,09호,좌석매출,매출,자유석,3,34500,121500,카드,개인퍼플,121500,0,2021-03-09,2021-03-10,2021-06-07,현장결제,,,,3479
4163,1039914,41호,좌석매출,매출,1day,0,0,9000,카드,우리체크,0,9000,2021-03-09,2021-03-09,2021-03-09,현장결제,,,,17908
4164,1039914,41호,좌석매출,매출,1day,0,0,4000,카드,우리체크,4000,0,2021-03-09,2021-03-09,2021-03-09,현장결제,,,,17908
4165,1039915,22호,좌석매출,매출,고정석,3,25500,405000,카드,우리체크,0,405000,2021-03-09,2021-03-19,2021-06-16,키오스크결제,,,,9040
4166,1039915,22호,좌석매출,매출,고정석,3,25500,79500,카드,우리체크,79500,0,2021-03-09,2021-03-19,2021-06-16,키오스크결제,,,,9040
4167,1039916,14호,좌석매출,매출,자유석,1,0,130000,카드,NH농협카드,0,130000,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,6287
4168,1039916,14호,좌석매출,매출,자유석,1,0,35000,카드,NH농협카드,35000,0,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,6287
4169,1039917,13호,좌석매출,매출,고정석,1,0,178000,카드,신한카드,0,178000,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,5476
4170,1039917,13호,좌석매출,매출,고정석,1,0,72000,카드,신한카드,72000,0,2021-03-09,2021-03-10,2021-04-08,온라인결제,,,,5476
4171,1039940,27호,좌석매출,매출,고정석,1,0,120000,카드,우체국체크,0,120000,2021-03-09,2021-03-14,2021-04-12,키오스크결제,,,,11790
4172,1039940,27호,좌석매출,매출,고정석,1,0,60000,카드,우체국체크,60000,0,2021-03-09,2021-03-14,2021-04-12,키오스크결제,,,,11790
4173,1039944,09호,좌석매출,매출,자유석,1,0,178000,카드,비씨카드사,0,178000,2021-03-09,2021-03-11,2021-04-09,온라인결제,,,,3816
4174,1039944,09호,좌석매출,매출,자유석,1,0,52000,카드,비씨카드사,52000,0,2021-03-09,2021-03-11,2021-04-09,온라인결제,,,,3816
4175,1039950,36호,좌석매출,매출,고정석,1,0,130000,카드,NH농협비씨체크,0,130000,2021-03-09,2021-03-09,2021-04-07,현장결제,,,,15700
4176,1039950,36호,좌석매출,매출,고정석,1,0,35000,카드,NH농협비씨체크,35000,0,2021-03-09,2021-03-09,2021-04-07,현장결제,,,,15700
4177,1039954,12호,좌석매출,매출,고정석,1,0,144000,카드,KB 기업카드,0,144000,2021-03-09,2021-03-10,2021-04-08,현장결제,,,,5358
4178,1039954,12호,좌석매출,매출,고정석,1,0,76000,카드,KB 기업카드,76000,0,2021-03-09,2021-03-10,2021-04-08,현장결제,,,,5358
4179,1039955,07호,좌석매출,매출,자유석,1,0,178000,카드,삼성 마스타,0,178000,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,2714
4180,1039955,07호,좌석매출,매출,자유석,1,0,67000,카드,삼성 마스타,67000,0,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,2714
4181,1039956,36호,좌석매출,매출,자유석,1,0,130000,카드,카카오뱅크mini,0,130000,2021-03-09,2021-03-09,2021-04-09,키오스크결제,,,,15831
4182,1039956,36호,좌석매출,매출,자유석,1,0,5000,카드,카카오뱅크mini,5000,0,2021-03-09,2021-03-09,2021-04-09,키오스크결제,,,,15831
4183,1039957,33호,좌석매출,매출,1day,0,0,4800,카드,롯데카드,0,4800,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,14407
4184,1039957,33호,좌석매출,매출,1day,0,0,7200,카드,롯데카드,7200,0,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,14407
4185,1039959,26호,좌석매출,매출,1day,0,0,9000,카드,롯데카드,0,9000,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,10765
4186,1039959,26호,좌석매출,매출,1day,0,0,6000,카드,롯데카드,6000,0,2021-03-09,2021-03-09,2021-03-09,키오스크결제,,,,10765
4187,1039961,02호,좌석매출,매출,포커스석,1,0,178000,카드,현대 카드,0,178000,2021-03-09,2021-03-11,2021-04-09,키오스크결제,,,,501
4188,1039961,02호,좌석매출,매출,포커스석,1,0,17000,카드,현대 카드,17000,0,2021-03-09,2021-03-11,2021-04-09,키오스크결제,,,,501
4189,1039963,28호,좌석매출,매출,포커스석,1,0,144000,카드,우리카드,0,144000,2021-03-09,2021-03-10,2021-04-13,키오스크결제,,,,12014
4190,1039963,28호,좌석매출,매출,포커스석,1,0,16000,카드,우리카드,16000,0,2021-03-09,2021-03-10,2021-04-13,키오스크결제,,,,12014
4191,1039965,36호,좌석매출,매출,자유석,1,0,130000,카드,NH농협비씨카드,0,130000,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,16034
4192,1039965,36호,좌석매출,매출,자유석,1,0,5000,카드,NH농협비씨카드,5000,0,2021-03-09,2021-03-09,2021-04-07,키오스크결제,,,,16034
4193,1039966,35호,좌석매출,매출,자유석,1,0,130000,카드,IBK비씨카드,0,130000,2021-03-09,2021-03-09,2021-04-08,키오스크결제,,,,15530
4194,1039966,35호,좌석매출,매출,자유석,1,0,70000,카드,IBK비씨카드,70000,0,2021-03-09,2021-03-09,2021-04-08,키오스크결제,,,,15530
4195,1039967,10호,좌석매출,매출,자유석,1,0,144000,카드,하나카드,0,144000,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,3912
4196,1039967,10호,좌석매출,매출,자유석,1,0,26000,카드,하나카드,26000,0,2021-03-09,2021-03-10,2021-04-08,키오스크결제,,,,3912
4197,1039976,02호,좌석매출,매출,고정석,1,0,178000,카드,KB국민카드,0,178000,2021-03-09,2021-03-09,2021-04-07,온라인결제,,,,594
4198,1039976,02호,좌석매출,매출,고정석,1,0,47000,카드,KB국민카드,47000,0,2021-03-09,2021-03-09,2021-04-07,온라인결제,,,,594
4199,1039978,19호,좌석매출,매출,메가석,1,0,145600,카드,우리체크,0,145600,2021-03-09,2021-03-10,2021-04-09,키오스크결제,,,,7582
4200,1039978,19호,좌석매출,매출,메가석,1,0,54400,카드,우리체크,54400,0,2021-03-09,2021-03-10,2021-04-09,키오스크결제,,,,7582
4201,1039994,23호,좌석매출,매출,자유석,1,0,27340,카드,삼성 마스타,0,27340,2021-03-09,2021-03-05,2021-03-08,현장결제,,,재결제 매출,9799
4202,1039995,23호,좌석매출,매출취소,자유석,1,0,-144000,카드,삼성 마스타,0,-144000,2021-03-09,2021-03-05,2021-04-03,현장결제,,,,9799
4203,1039995,23호,좌석매출,매출취소,자유석,1,0,-61000,카드,삼성 마스타,-61000,0,2021-03-09,2021-03-05,2021-04-03,현장결제,,,,9799
4204,1039996,23호,좌석매출,매출,포커스석,1,0,144000,카드,삼성 마스타,0,144000,2021-03-09,2021-03-09,2021-04-07,현장결제,,,,9799
4205,1039996,23호,좌석매출,매출,포커스석,1,0,61000,카드,삼성 마스타,61000,0,2021-03-09,2021-03-09,2021-04-07,현장결제,,,,9799
4206,1040000,15호,좌석매출,매출,고정석,1,0,145000,카드,KB체크카드,0,145000,2021-03-09,2021-03-11,2021-04-09,키오스크결제,,,,6416
