번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
72,1211033,06호,좌석매출,매출,포커스석,1,0,111000,카드,KB국민카드,111000,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,2104
73,1211034,01호,좌석매출,매출,자유석,1,0,170000,카드,우리카드,0,170000,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,337
74,1211038,38호,좌석매출,매출,자유석,1,0,125000,카드,삼성카드사,0,125000,2021-09-01,2021-09-02,2021-10-01,온라인결제,,,,16658
75,1211042,29호,좌석매출,매출,고정석,3,27000,361530,카드,삼성 마스타,0,361530,2021-09-01,2021-09-09,2021-12-07,현장결제,,,,12352
76,1211042,29호,좌석매출,매출,고정석,3,27000,151470,카드,삼성 마스타,151470,0,2021-09-01,2021-09-09,2021-12-07,현장결제,,,,12352
77,1211043,26호,좌석매출,매출,포커스석,1,0,178000,카드,신한카드,0,178000,2021-09-01,2021-09-03,2021-10-02,키오스크결제,,,,11020
78,1211043,26호,좌석매출,매출,포커스석,1,0,107000,카드,신한카드,107000,0,2021-09-01,2021-09-03,2021-10-02,키오스크결제,,,,11020
79,1211044,26호,좌석매출,매출,자유석,3,0,178000,카드,비씨카드사,0,178000,2021-09-01,2021-08-05,2021-09-01,온라인결제,,,재결제 매출,10785
80,1211044,26호,좌석매출,매출,자유석,3,0,54750,카드,비씨카드사,54750,0,2021-09-01,2021-08-05,2021-09-01,온라인결제,,,재결제 매출,10785
81,1211045,26호,좌석매출,매출취소,자유석,3,-36750,-534000,카드,비씨카드사,0,-534000,2021-09-01,2021-08-05,2021-11-05,온라인결제,,,,10785
82,1211045,26호,좌석매출,매출취소,자유석,3,-36750,-164250,카드,비씨카드사,-164250,0,2021-09-01,2021-08-05,2021-11-05,온라인결제,,,,10785
83,1211062,32호,좌석매출,매출,1day,0,0,9000,카드,현대 비자,0,9000,2021-09-01,2021-09-01,2021-09-01,키오스크결제,,,,13830
84,1211062,32호,좌석매출,매출,1day,0,0,4000,카드,현대 비자,4000,0,2021-09-01,2021-09-01,2021-09-01,키오스크결제,,,,13830
85,1211070,10호,좌석매출,매출,자유석,1,0,144000,카드,KB국민카드,0,144000,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,4036
86,1211070,10호,좌석매출,매출,자유석,1,0,26000,카드,KB국민카드,26000,0,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,4036
87,1211076,10호,좌석매출,매출,1day,0,0,9000,카드,KB체크카드,0,9000,2021-09-01,2021-09-01,2021-09-01,키오스크결제,,,,4235
88,1211076,10호,좌석매출,매출,1day,0,0,4000,카드,KB체크카드,4000,0,2021-09-01,2021-09-01,2021-09-01,키오스크결제,,,,4235
89,1211080,26호,좌석매출,매출,자유석,1,0,178000,카드,하나카드,0,178000,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,10766
90,1211080,26호,좌석매출,매출,자유석,1,0,67000,카드,하나카드,67000,0,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,10766
91,1211084,29호,좌석매출,매출,자유석,1,0,120510,카드,카카오뱅크체크,0,120510,2021-09-01,2021-09-01,2021-09-30,현장결제,,,,12504
92,1211084,29호,좌석매출,매출,자유석,1,0,29490,카드,카카오뱅크체크,29490,0,2021-09-01,2021-09-01,2021-09-30,현장결제,,,,12504
93,1211092,09호,좌석매출,매출,1day,0,0,9000,카드,현대카드사,0,9000,2021-09-01,2021-09-01,2021-09-01,온라인결제,,,,3706
94,1211092,09호,좌석매출,매출,1day,0,0,6000,카드,현대카드사,6000,0,2021-09-01,2021-09-01,2021-09-01,온라인결제,,,,3706
95,1211100,27호,좌석매출,매출,자유석,1,0,135000,카드,우리체크,0,135000,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,11702
96,1211100,27호,좌석매출,매출,자유석,1,0,15000,카드,우리체크,15000,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,11702
97,1211111,21호,좌석매출,매출,관리자유석,1,0,144000,카드,우리카드,0,144000,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,8805
98,1211111,21호,좌석매출,매출,관리자유석,1,0,76000,카드,우리카드,76000,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,8805
99,1211121,26호,좌석매출,매출,10days,1,0,27000,카드,현대카드사,0,27000,2021-09-01,2021-08-09,2021-09-01,온라인결제,,,재결제 매출,11360
100,1211121,26호,좌석매출,매출,10days,1,0,18000,카드,현대카드사,18000,0,2021-09-01,2021-08-09,2021-09-01,온라인결제,,,재결제 매출,11360
101,1211122,26호,좌석매출,매출취소,10days,1,0,-90000,카드,우리카드,0,-90000,2021-09-01,2021-08-09,2021-09-09,온라인결제,,,,11360
102,1211122,26호,좌석매출,매출취소,10days,1,0,-40000,카드,우리카드,-40000,0,2021-09-01,2021-08-09,2021-09-09,온라인결제,,,,11360
103,1211124,26호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-09-01,2021-09-01,2021-10-01,키오스크결제,,,,11114
104,1211124,26호,좌석매출,매출,자유석,1,0,67000,카드,KB국민카드,67000,0,2021-09-01,2021-09-01,2021-10-01,키오스크결제,,,,11114
105,1211127,03호,좌석매출,매출,자유석,1,0,178000,카드,비씨카드사,0,178000,2021-09-01,2021-09-01,2021-09-30,온라인결제,,,,803
106,1211127,03호,좌석매출,매출,자유석,1,0,42000,카드,비씨카드사,42000,0,2021-09-01,2021-09-01,2021-09-30,온라인결제,,,,803
107,1211137,04호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,1206
108,1211137,04호,좌석매출,매출,자유석,1,0,62000,카드,KB국민카드,62000,0,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,1206
109,1211141,36호,좌석매출,매출,자유석,1,0,130000,카드,NH체크카드,0,130000,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,15729
110,1211141,36호,좌석매출,매출,자유석,1,0,5000,카드,NH체크카드,5000,0,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,15729
111,1211142,38호,좌석매출,매출,자유석,1,0,125000,카드,신한카드,0,125000,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,17017
112,1211151,19호,좌석매출,매출,자유석,1,0,145600,카드,NH카드,0,145600,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,7724
113,1211151,19호,좌석매출,매출,자유석,1,0,24400,카드,NH카드,24400,0,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,7724
114,1211152,26호,좌석매출,매출,자유석,1,0,178000,카드,삼성카드사,0,178000,2021-09-01,2021-09-01,2021-09-30,온라인결제,,,,10983
115,1211152,26호,좌석매출,매출,자유석,1,0,67000,카드,삼성카드사,67000,0,2021-09-01,2021-09-01,2021-09-30,온라인결제,,,,10983
116,1211155,14호,좌석매출,매출,자유석,1,0,130000,카드,신한프리미엄,0,130000,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,6243
117,1211155,14호,좌석매출,매출,자유석,1,0,35000,카드,신한프리미엄,35000,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,6243
118,1211157,35호,좌석매출,매출,셀석,1,0,130000,카드,삼성카드,0,130000,2021-09-01,2021-09-02,2021-10-01,현장결제,,,,15523
119,1211157,35호,좌석매출,매출,셀석,1,0,120000,카드,삼성카드,120000,0,2021-09-01,2021-09-02,2021-10-01,현장결제,,,,15523
120,1211158,23호,좌석매출,매출,관리자유석,1,0,52800,카드,비씨카드사,0,52800,2021-09-01,2021-08-22,2021-09-01,온라인결제,,,재결제 매출,9531
121,1211158,23호,좌석매출,매출,관리자유석,1,0,29700,카드,비씨카드사,29700,0,2021-09-01,2021-08-22,2021-09-01,온라인결제,,,재결제 매출,9531
122,1211159,23호,좌석매출,매출,포커스석,1,0,144000,카드,비씨카드사,0,144000,2021-09-01,2021-09-02,2021-10-01,온라인결제,,,,9531
123,1211159,23호,좌석매출,매출,포커스석,1,0,101000,카드,비씨카드사,101000,0,2021-09-01,2021-09-02,2021-10-01,온라인결제,,,,9531
124,1211160,23호,좌석매출,매출취소,관리자유석,1,0,-144000,카드,비씨카드사,0,-144000,2021-09-01,2021-08-22,2021-09-20,온라인결제,,,,9531
125,1211160,23호,좌석매출,매출취소,관리자유석,1,0,-81000,카드,비씨카드사,-81000,0,2021-09-01,2021-08-22,2021-09-20,온라인결제,,,,9531
126,1211163,04호,좌석매출,매출,고정석,1,0,178000,카드,신한카드체크,0,178000,2021-09-01,2021-09-01,2021-10-01,키오스크결제,,,,1148
127,1211163,04호,좌석매출,매출,고정석,1,0,92000,카드,신한카드체크,92000,0,2021-09-01,2021-09-01,2021-10-01,키오스크결제,,,,1148
128,1211165,29호,좌석매출,매출,1day,0,0,6240,카드,대구비씨체크,0,6240,2021-09-01,2021-09-01,2021-09-01,키오스크결제,,,,12436
129,1211165,29호,좌석매출,매출,1day,0,0,6760,카드,대구비씨체크,6760,0,2021-09-01,2021-09-01,2021-09-01,키오스크결제,,,,12436
130,1211171,29호,좌석매출,매출취소,1day,0,0,-6240,카드,대구비씨체크,0,-6240,2021-09-01,2021-09-01,2021-09-01,현장결제,,,,12436
131,1211171,29호,좌석매출,매출취소,1day,0,0,-6760,카드,대구비씨체크,-6760,0,2021-09-01,2021-09-01,2021-09-01,현장결제,,,,12436
132,1211174,32호,좌석매출,매출,고정석,1,0,94880,카드,신한카드,0,94880,2021-09-01,2021-08-17,2021-09-01,온라인결제,,,재결제 매출,14270
133,1211174,32호,좌석매출,매출,고정석,1,0,30440,카드,신한카드,30440,0,2021-09-01,2021-08-17,2021-09-01,온라인결제,,,재결제 매출,14270
134,1211175,32호,좌석매출,매출,셀석,1,0,178000,카드,신한카드,0,178000,2021-09-01,2021-09-02,2021-10-01,온라인결제,,,,14270
135,1211175,32호,좌석매출,매출,셀석,1,0,77000,카드,신한카드,77000,0,2021-09-01,2021-09-02,2021-10-01,온라인결제,,,,14270
136,1211176,32호,좌석매출,매출취소,고정석,1,0,-178000,카드,KB국민카드,0,-178000,2021-09-01,2021-08-17,2021-09-15,온라인결제,,,,14270
137,1211176,32호,좌석매출,매출취소,고정석,1,0,-57000,카드,KB국민카드,-57000,0,2021-09-01,2021-08-17,2021-09-15,온라인결제,,,,14270
138,1211191,26호,좌석매출,매출,1day,0,0,9000,카드,KB국민카드,0,9000,2021-09-01,2021-09-01,2021-09-01,키오스크결제,,,,11292
139,1211191,26호,좌석매출,매출,1day,0,0,6000,카드,KB국민카드,6000,0,2021-09-01,2021-09-01,2021-09-01,키오스크결제,,,,11292
140,1211192,09호,좌석매출,매출,포커스석,3,40500,534000,카드,IBK비씨카드,0,534000,2021-09-01,2021-09-02,2021-11-30,키오스크결제,,,,3472
141,1211192,09호,좌석매출,매출,포커스석,3,40500,235500,카드,IBK비씨카드,235500,0,2021-09-01,2021-09-02,2021-11-30,키오스크결제,,,,3472
142,1211200,37호,좌석매출,매출,자유석,1,9000,158050,카드,신한카드,0,158050,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,무료체험 고객 재등록 할인,,16115
143,1211200,37호,좌석매출,매출,자유석,1,9000,12950,카드,신한카드,12950,0,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,무료체험 고객 재등록 할인,,16115
144,1211202,20호,좌석매출,매출,관리자유석,1,0,140000,카드,현대카드사,0,140000,2021-09-01,2021-09-01,2021-10-01,온라인결제,,,,8065
145,1211202,20호,좌석매출,매출,관리자유석,1,0,55000,카드,현대카드사,55000,0,2021-09-01,2021-09-01,2021-10-01,온라인결제,,,,8065
146,1211214,39호,좌석매출,매출,고정석,1,0,119830,카드,롯데카드,0,119830,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,17410
147,1211214,39호,좌석매출,매출,고정석,1,0,65170,카드,롯데카드,65170,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,17410
148,1211222,22호,좌석매출,매출,포커스석,3,28500,406770,카드,롯데카드,0,406770,2021-09-01,2021-09-05,2021-12-03,키오스크결제,,,,9067
149,1211222,22호,좌석매출,매출,포커스석,3,28500,134730,카드,롯데카드,134730,0,2021-09-01,2021-09-05,2021-12-03,키오스크결제,,,,9067
150,1211224,34호,좌석매출,매출,관리자유석,1,0,135590,카드,KB국민카드,0,135590,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,15084
151,1211224,34호,좌석매출,매출,관리자유석,1,0,29410,카드,KB국민카드,29410,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,15084
152,1211225,03호,좌석매출,매출,자유석,1,0,178000,카드,현대 비자,0,178000,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,1046
153,1211225,03호,좌석매출,매출,자유석,1,0,42000,카드,현대 비자,42000,0,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,1046
154,1211228,22호,좌석매출,매출취소,자유석,1,0,-135590,카드,우리카드,0,-135590,2021-09-01,2021-09-01,2021-10-01,현장결제,,,,8995
155,1211228,22호,좌석매출,매출취소,자유석,1,0,-14410,카드,우리카드,-14410,0,2021-09-01,2021-09-01,2021-10-01,현장결제,,,,8995
156,1211229,22호,좌석매출,매출,관리자유석,1,0,135590,카드,우리카드,0,135590,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,8995
157,1211229,22호,좌석매출,매출,관리자유석,1,0,34410,카드,우리카드,34410,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,8995
158,1211231,12호,좌석매출,매출,10days,1,0,90000,카드,NH농협비씨카드,0,90000,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,5148
159,1211231,12호,좌석매출,매출,10days,1,0,40000,카드,NH농협비씨카드,40000,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,5148
160,1211232,37호,좌석매출,매출,자유석,1,0,158050,카드,하나카드,0,158050,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,16564
161,1211232,37호,좌석매출,매출,자유석,1,0,21950,카드,하나카드,21950,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,16564
162,1211238,12호,좌석매출,매출,고정석,1,0,144000,카드,현대 카드,0,144000,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,4946
163,1211238,12호,좌석매출,매출,고정석,1,0,76000,카드,현대 카드,76000,0,2021-09-01,2021-09-02,2021-10-01,키오스크결제,,,,4946
164,1211241,27호,좌석매출,매출,자유석,2,0,270000,카드,KB국민카드,0,270000,2021-09-01,2021-09-01,2021-10-30,키오스크결제,,,,11450
165,1211241,27호,좌석매출,매출,자유석,2,0,30000,카드,KB국민카드,30000,0,2021-09-01,2021-09-01,2021-10-30,키오스크결제,,,,11450
166,1211254,38호,좌석매출,매출,자유석,1,0,125000,카드,KB국민카드,0,125000,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,17029
167,1211261,38호,좌석매출,매출,자유석,1,0,125000,카드,KB국민카드,0,125000,2021-09-01,2021-09-01,2021-09-30,온라인결제,,,,17088
168,1211262,29호,좌석매출,매출,자유석,1,0,120510,카드,대구비씨체크,0,120510,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,12554
169,1211262,29호,좌석매출,매출,자유석,1,0,29490,카드,대구비씨체크,29490,0,2021-09-01,2021-09-01,2021-09-30,키오스크결제,,,,12554
170,1211263,35호,좌석매출,매출,고정석,1,0,130000,카드,신한JCB개인,0,130000,2021-09-01,2021-09-02,2021-10-01,현장결제,,,,15582
171,1211263,35호,좌석매출,매출,고정석,1,0,100000,카드,신한JCB개인,100000,0,2021-09-01,2021-09-02,2021-10-01,현장결제,,,,15582
172,1211270,34호,좌석매출,매출,사물함,0,0,15500,카드,신한카드,15500,0,2021-09-01,2021-09-01,2021-09-01,온라인결제,,,,15084
173,1211273,11호,좌석매출,매출,자유석,1,0,10660,카드,비씨카드사,0,10660,2021-09-01,2021-08-30,2021-09-01,온라인결제,,,재결제 매출,4443
174,1211274,11호,좌석매출,매출,포커스석,1,0,161900,카드,비씨카드사,0,161900,2021-09-01,2021-09-02,2021-10-01,온라인결제,,,,4443
175,1211274,11호,좌석매출,매출,포커스석,1,0,38100,카드,비씨카드사,38100,0,2021-09-01,2021-09-02,2021-10-01,온라인결제,,,,4443
