번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
3068,1218287,05호,좌석매출,매출,관리자유석,1,0,144000,카드,삼성카드사,0,144000,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,1825
3069,1218287,05호,좌석매출,매출,관리자유석,1,0,51000,카드,삼성카드사,51000,0,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,1825
3070,1218288,05호,좌석매출,매출취소,고정석,1,0,-144000,카드,삼성카드사,0,-144000,2021-09-08,2021-08-23,2021-09-21,온라인결제,,,,1825
3071,1218288,05호,좌석매출,매출취소,고정석,1,0,-61000,카드,삼성카드사,-61000,0,2021-09-08,2021-08-23,2021-09-21,온라인결제,,,,1825
3072,1218289,12호,좌석매출,매출,자유석,1,0,144000,카드,하나체크카드,0,144000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4860
3073,1218289,12호,좌석매출,매출,자유석,1,0,46000,카드,하나체크카드,46000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4860
3074,1218296,13호,좌석매출,매출,자유석,1,0,178000,카드,롯데카드,0,178000,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,5541
3075,1218296,13호,좌석매출,매출,자유석,1,0,42000,카드,롯데카드,42000,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,5541
3076,1218339,03호,좌석매출,매출,자유석,1,0,178000,카드,신한카드체크,0,178000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,1086
3077,1218339,03호,좌석매출,매출,자유석,1,0,42000,카드,신한카드체크,42000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,1086
3078,1218348,08호,좌석매출,매출,자유석,1,0,161900,카드,삼성 마스타,0,161900,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,2888
3079,1218348,08호,좌석매출,매출,자유석,1,0,18100,카드,삼성 마스타,18100,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,2888
3080,1218358,21호,좌석매출,매출,고정석,1,0,144000,카드,현대카드사,0,144000,2021-09-08,2021-09-10,2021-10-09,온라인결제,,,,8964
3081,1218358,21호,좌석매출,매출,고정석,1,0,86000,카드,현대카드사,86000,0,2021-09-08,2021-09-10,2021-10-09,온라인결제,,,,8964
3082,1218359,40호,좌석매출,매출,관리자유석,1,0,145600,카드,삼성 마스타,0,145600,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,17659
3083,1218359,40호,좌석매출,매출,관리자유석,1,0,9400,카드,삼성 마스타,9400,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,17659
3084,1218361,31호,좌석매출,매출,1day,0,0,6310,카드,롯데카드사,0,6310,2021-09-08,2021-09-08,2021-09-08,온라인결제,,,,13638
3085,1218361,31호,좌석매출,매출,1day,0,0,6690,카드,롯데카드사,6690,0,2021-09-08,2021-09-08,2021-09-08,온라인결제,,,,13638
3086,1218366,35호,좌석매출,매출,포커스석,1,0,130000,카드,KB체크카드,0,130000,2021-09-08,2021-09-09,2021-10-08,현장결제,,,,15594
3087,1218366,35호,좌석매출,매출,포커스석,1,0,110000,카드,KB체크카드,110000,0,2021-09-08,2021-09-09,2021-10-08,현장결제,,,,15594
3088,1218368,28호,좌석매출,매출,자유석,1,0,144000,카드,롯데카드,0,144000,2021-09-08,2021-09-08,2021-10-10,키오스크결제,,,,12056
3089,1218368,28호,좌석매출,매출,자유석,1,0,16000,카드,롯데카드,16000,0,2021-09-08,2021-09-08,2021-10-10,키오스크결제,,,,12056
3090,1218369,31호,좌석매출,매출,고정석,1,0,6310,카드,NH농협카드,0,6310,2021-09-08,2021-09-08,2021-09-08,온라인결제,,,재결제 매출,13618
3091,1218369,31호,좌석매출,매출,고정석,1,0,7690,카드,NH농협카드,7690,0,2021-09-08,2021-09-08,2021-09-08,온라인결제,,,재결제 매출,13618
3092,1218370,31호,좌석매출,매출취소,고정석,1,0,-119830,카드,NH농협카드,0,-119830,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,13618
3093,1218370,31호,좌석매출,매출취소,고정석,1,0,-80170,카드,NH농협카드,-80170,0,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,13618
3094,1218371,28호,좌석매출,매출,자유석,1,0,144000,카드,카카오페이체크,0,144000,2021-09-08,2021-09-08,2021-10-10,키오스크결제,,,,12153
3095,1218371,28호,좌석매출,매출,자유석,1,0,16000,카드,카카오페이체크,16000,0,2021-09-08,2021-09-08,2021-10-10,키오스크결제,,,,12153
3096,1218374,31호,좌석매출,매출,고정석,1,0,119830,카드,NH농협카드,0,119830,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,13618
3097,1218374,31호,좌석매출,매출,고정석,1,0,80170,카드,NH농협카드,80170,0,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,13618
3098,1218378,07호,좌석매출,매출,고정석,1,0,178000,카드,KB국민카드,0,178000,2021-09-08,2021-09-09,2021-10-09,온라인결제,,,,2442
3099,1218378,07호,좌석매출,매출,고정석,1,0,87000,카드,KB국민카드,87000,0,2021-09-08,2021-09-09,2021-10-09,온라인결제,,,,2442
3100,1218379,19호,좌석매출,매출,고정석,1,0,145600,카드,NH농협카드,0,145600,2021-09-08,2021-09-09,2021-10-09,온라인결제,,,,7813
3101,1218379,19호,좌석매출,매출,고정석,1,0,54400,카드,NH농협카드,54400,0,2021-09-08,2021-09-09,2021-10-09,온라인결제,,,,7813
3102,1218381,37호,좌석매출,매출,자유석,1,0,158050,카드,카카오뱅크체크,0,158050,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,16378
3103,1218381,37호,좌석매출,매출,자유석,1,0,21950,카드,카카오뱅크체크,21950,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,16378
3104,1218384,09호,좌석매출,매출,1day,0,0,9000,카드,삼성 마스타,0,9000,2021-09-08,2021-09-08,2021-09-08,키오스크결제,,,,3715
3105,1218384,09호,좌석매출,매출,1day,0,0,6000,카드,삼성 마스타,6000,0,2021-09-08,2021-09-08,2021-09-08,키오스크결제,,,,3715
3106,1218391,23호,좌석매출,매출,1day,0,0,9000,카드,NH체크카드,0,9000,2021-09-08,2021-09-08,2021-09-08,키오스크결제,,,,9903
3107,1218391,23호,좌석매출,매출,1day,0,0,6000,카드,NH체크카드,6000,0,2021-09-08,2021-09-08,2021-09-08,키오스크결제,,,,9903
3108,1218392,13호,좌석매출,매출,1day,0,0,9000,카드,우리체크,0,9000,2021-09-08,2021-09-08,2021-09-08,키오스크결제,,,,5699
3109,1218392,13호,좌석매출,매출,1day,0,0,6000,카드,우리체크,6000,0,2021-09-08,2021-09-08,2021-09-08,키오스크결제,,,,5699
3110,1218395,10호,좌석매출,매출,포커스석,1,0,144000,카드,하나체크카드,0,144000,2021-09-08,2021-09-09,2021-10-07,키오스크결제,,,,4120
3111,1218395,10호,좌석매출,매출,포커스석,1,0,66000,카드,하나체크카드,66000,0,2021-09-08,2021-09-09,2021-10-07,키오스크결제,,,,4120
3112,1218398,12호,좌석매출,매출,포커스석,1,0,144000,카드,하나카드,0,144000,2021-09-08,2021-09-12,2021-10-11,키오스크결제,,,,4989
3113,1218398,12호,좌석매출,매출,포커스석,1,0,86000,카드,하나카드,86000,0,2021-09-08,2021-09-12,2021-10-11,키오스크결제,,,,4989
3114,1218400,29호,좌석매출,매출,자유석,1,0,120510,카드,롯데카드사,0,120510,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,12408
3115,1218400,29호,좌석매출,매출,자유석,1,0,29490,카드,롯데카드사,29490,0,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,12408
3116,1218402,11호,좌석매출,매출,자유석,1,0,160000,카드,하나카드,0,160000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4843
3117,1218403,11호,좌석매출,매출,자유석,1,0,160000,카드,삼성아멕스,0,160000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4484
3118,1218413,20호,좌석매출,매출,고정석,1,0,140000,카드,신한카드,0,140000,2021-09-08,2021-09-08,2021-10-08,키오스크결제,,,,8060
3119,1218413,20호,좌석매출,매출,고정석,1,0,65000,카드,신한카드,65000,0,2021-09-08,2021-09-08,2021-10-08,키오스크결제,,,,8060
3120,1218428,41호,좌석매출,매출,고정석,1,0,144000,카드,삼성카드사,0,144000,2021-09-08,2021-09-12,2021-10-11,온라인결제,,,,17850
3121,1218428,41호,좌석매출,매출,고정석,1,0,96000,카드,삼성카드사,96000,0,2021-09-08,2021-09-12,2021-10-11,온라인결제,,,,17850
3122,1218433,25호,좌석매출,매출,1day,0,0,9900,카드,KB국민카드,0,9900,2021-09-08,2021-09-08,2021-09-08,키오스크결제,,,,10543
3123,1218433,25호,좌석매출,매출,1day,0,0,3100,카드,KB국민카드,3100,0,2021-09-08,2021-09-08,2021-09-08,키오스크결제,,,,10543
3124,1218454,13호,좌석매출,매출,포커스석,1,0,178000,카드,비씨카드사,0,178000,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,5844
3125,1218454,13호,좌석매출,매출,포커스석,1,0,82000,카드,현대카드사,82000,0,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,5844
3126,1218458,05호,좌석매출,매출,자유석,1,0,144000,카드,KB 기업카드,0,144000,2021-09-08,2021-09-13,2021-10-12,키오스크결제,,,,1662
3127,1218458,05호,좌석매출,매출,자유석,1,0,31000,카드,KB 기업카드,31000,0,2021-09-08,2021-09-13,2021-10-12,키오스크결제,,,,1662
3128,1218465,28호,좌석매출,매출,자유석,1,0,144000,카드,현대 비자,0,144000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,12082
3129,1218465,28호,좌석매출,매출,자유석,1,0,16000,카드,현대 비자,16000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,12082
3130,1218472,23호,좌석매출,매출,자유석,1,0,144000,카드,NH카드,0,144000,2021-09-08,2021-09-08,2021-10-07,현장결제,,,,9424
3131,1218472,23호,좌석매출,매출,자유석,1,0,61000,카드,NH카드,61000,0,2021-09-08,2021-09-08,2021-10-07,현장결제,,,,9424
3132,1218478,24호,좌석매출,매출,고정석,1,0,125160,카드,NH카드,0,125160,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,10201
3133,1218478,24호,좌석매출,매출,고정석,1,0,49840,카드,NH카드,49840,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,10201
3134,1218482,11호,좌석매출,매출,포커스석,1,0,161900,카드,하나카드,0,161900,2021-09-08,2021-09-09,2021-10-09,온라인결제,,,,4787
3135,1218482,11호,좌석매출,매출,포커스석,1,0,38100,카드,하나카드,38100,0,2021-09-08,2021-09-09,2021-10-09,온라인결제,,,,4787
3136,1218483,35호,좌석매출,매출,셀석,1,12500,130000,카드,하나카드,0,130000,2021-09-08,2021-09-10,2021-10-09,현장결제,,무료체험 고객 재등록 할인,,15197
3137,1218483,35호,좌석매출,매출,셀석,1,12500,107500,카드,하나카드,107500,0,2021-09-08,2021-09-10,2021-10-09,현장결제,,무료체험 고객 재등록 할인,,15197
3138,1218484,41호,좌석매출,매출,자유석,1,0,144000,카드,하나카드,0,144000,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,18361
3139,1218484,41호,좌석매출,매출,자유석,1,0,66000,카드,하나카드,66000,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,18361
3140,1218486,02호,좌석매출,매출,관리자유석,1,0,178000,카드,신한프리미엄,0,178000,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,561
3141,1218486,02호,좌석매출,매출,관리자유석,1,0,37000,카드,신한프리미엄,37000,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,561
3142,1218488,22호,좌석매출,매출,포커스석,1,0,108000,카드,NH농협카드,0,108000,2021-09-08,2021-08-28,2021-09-08,온라인결제,,,재결제 매출,9009
3143,1218488,22호,좌석매출,매출,포커스석,1,0,54410,카드,NH농협카드,54410,0,2021-09-08,2021-08-28,2021-09-08,온라인결제,,,재결제 매출,9009
3144,1218489,22호,좌석매출,매출취소,포커스석,1,0,-135590,카드,NH체크카드,0,-135590,2021-09-08,2021-08-28,2021-09-26,온라인결제,,,,9009
3145,1218489,22호,좌석매출,매출취소,포커스석,1,0,-54410,카드,NH체크카드,-54410,0,2021-09-08,2021-08-28,2021-09-26,온라인결제,,,,9009
3146,1218500,11호,좌석매출,매출,자유석,1,0,160000,카드,하나카드,0,160000,2021-09-08,2021-09-11,2021-10-10,키오스크결제,,,,4842
3147,1218505,25호,좌석매출,매출,포커스석,1,0,161900,카드,신한카드,0,161900,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,10571
3148,1218505,25호,좌석매출,매출,포커스석,1,0,58100,카드,신한카드,58100,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,10571
3149,1218509,08호,좌석매출,매출취소,고정석,1,0,-161900,카드,롯데카드,0,-161900,2021-09-08,2021-09-01,2021-09-30,현장결제,,,,3197
3150,1218509,08호,좌석매출,매출취소,고정석,1,0,-48100,카드,롯데카드,-48100,0,2021-09-08,2021-09-01,2021-09-30,현장결제,,,,3197
3151,1218512,08호,좌석매출,매출,고정석,1,0,161900,카드,하나카드,0,161900,2021-09-08,2021-09-01,2021-09-30,현장결제,,,키드변경,3197
3152,1218512,08호,좌석매출,매출,고정석,1,0,48100,카드,하나카드,48100,0,2021-09-08,2021-09-01,2021-09-30,현장결제,,,키드변경,3197
3153,1218518,04호,좌석매출,매출,자유석,1,0,178000,카드,삼성 마스타,0,178000,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,1169
3154,1218518,04호,좌석매출,매출,자유석,1,0,62000,카드,삼성 마스타,62000,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,1169
3155,1218524,26호,좌석매출,매출,자유석,1,0,178000,카드,신한카드,0,178000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,11045
3156,1218524,26호,좌석매출,매출,자유석,1,0,67000,카드,신한카드,67000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,11045
3157,1218542,10호,좌석매출,매출,자유석,1,0,144000,카드,롯데카드,0,144000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4232
3158,1218542,10호,좌석매출,매출,자유석,1,0,26000,카드,롯데카드,26000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4232
3159,1218545,13호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,5856
3160,1218545,13호,좌석매출,매출,자유석,1,0,42000,카드,KB국민카드,42000,0,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,5856
3161,1218555,10호,좌석매출,매출취소,포커스석,1,0,-144000,카드,하나체크카드,0,-144000,2021-09-08,2021-09-09,2021-10-07,현장결제,,,,4120
3162,1218555,10호,좌석매출,매출취소,포커스석,1,0,-66000,카드,하나체크카드,-66000,0,2021-09-08,2021-09-09,2021-10-07,현장결제,,,,4120
3163,1218558,10호,좌석매출,매출,포커스석,1,0,144000,카드,하나체크카드,0,144000,2021-09-08,2021-09-08,2021-10-07,현장결제,,,,4120
3164,1218558,10호,좌석매출,매출,포커스석,1,0,66000,카드,하나체크카드,66000,0,2021-09-08,2021-09-08,2021-10-07,현장결제,,,,4120
3165,1218559,04호,좌석매출,매출,관리자유석,1,0,178000,카드,현대비자개인,0,178000,2021-09-08,2021-09-09,2021-10-08,현장결제,,,,1521
3166,1218559,04호,좌석매출,매출,관리자유석,1,0,82000,카드,현대비자개인,82000,0,2021-09-08,2021-09-09,2021-10-08,현장결제,,,,1521
3167,1218564,13호,좌석매출,매출취소,포커스석,1,0,-178000,카드,NH Diamond,0,-178000,2021-09-08,2021-09-08,2021-10-08,온라인결제,,,,5436
3168,1218564,13호,좌석매출,매출취소,포커스석,1,0,-82000,카드,NH Diamond,-82000,0,2021-09-08,2021-09-08,2021-10-08,온라인결제,,,,5436
3169,1218565,08호,좌석매출,매출,관리자유석,1,0,59290,카드,삼성카드사,0,59290,2021-09-08,2021-08-28,2021-09-08,온라인결제,,,재결제 매출,2929
3170,1218565,08호,좌석매출,매출,관리자유석,1,0,14030,카드,삼성카드사,14030,0,2021-09-08,2021-08-28,2021-09-08,온라인결제,,,재결제 매출,2929
3171,1218566,08호,좌석매출,매출,포커스석,1,0,161900,카드,삼성카드사,0,161900,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,2929
3172,1218566,08호,좌석매출,매출,포커스석,1,0,58100,카드,삼성카드사,58100,0,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,2929
3173,1218567,08호,좌석매출,매출취소,관리자유석,1,0,-161900,카드,삼성카드,0,-161900,2021-09-08,2021-08-28,2021-09-27,온라인결제,,,,2929
3174,1218567,08호,좌석매출,매출취소,관리자유석,1,0,-38100,카드,삼성카드,-38100,0,2021-09-08,2021-08-28,2021-09-27,온라인결제,,,,2929
3175,1218571,28호,좌석매출,매출,자유석,1,0,144000,카드,현대 카드,0,144000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,11943
3176,1218571,28호,좌석매출,매출,자유석,1,0,16000,카드,현대 카드,16000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,11943
3177,1218572,28호,좌석매출,매출,관리자유석,1,0,144000,카드,삼성카드사,0,144000,2021-09-08,2021-09-09,2021-10-19,온라인결제,,,,12080
3178,1218572,28호,좌석매출,매출,관리자유석,1,0,36000,카드,삼성카드사,36000,0,2021-09-08,2021-09-09,2021-10-19,온라인결제,,,,12080
3179,1218576,11호,좌석매출,매출,자유석,1,0,160000,카드,롯데카드,0,160000,2021-09-08,2021-09-16,2021-10-15,키오스크결제,,,,4650
3180,1218578,18호,좌석매출,매출,포커스석,1,0,158050,카드,신한카드,0,158050,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,7320
3181,1218578,18호,좌석매출,매출,포커스석,1,0,36950,카드,신한카드,36950,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,7320
3182,1218579,40호,좌석매출,매출,셀석,1,0,145600,카드,비씨카드사,0,145600,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,17643
3183,1218579,40호,좌석매출,매출,셀석,1,0,39400,카드,비씨카드사,39400,0,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,17643
3184,1218580,09호,좌석매출,매출,자유석,1,0,178000,카드,신한카드,0,178000,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,3828
3185,1218580,09호,좌석매출,매출,자유석,1,0,52000,카드,신한카드,52000,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,3828
3186,1218585,09호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,3418
3187,1218585,09호,좌석매출,매출,자유석,1,0,52000,카드,KB국민카드,52000,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,3418
3188,1218587,39호,좌석매출,매출,관리자유석,1,0,119830,카드,신한카드,0,119830,2021-09-08,2021-09-08,2021-10-08,키오스크결제,,,,17207
3189,1218587,39호,좌석매출,매출,관리자유석,1,0,55170,카드,신한카드,55170,0,2021-09-08,2021-09-08,2021-10-08,키오스크결제,,,,17207
3190,1218592,36호,좌석매출,매출,고정석,1,0,130000,카드,신한카드,0,130000,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,15692
3191,1218592,36호,좌석매출,매출,고정석,1,0,35000,카드,신한카드,35000,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,15692
3192,1218596,13호,좌석매출,매출,사물함,0,0,11500,카드,신한카드,11500,0,2021-09-08,2021-09-08,2021-09-08,온라인결제,,,,5742
3193,1218598,39호,좌석매출,매출,싱글석,1,0,119830,카드,현대비자개인,0,119830,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,17153
3194,1218598,39호,좌석매출,매출,싱글석,1,0,105170,카드,현대비자개인,105170,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,17153
3195,1218603,31호,좌석매출,매출,자유석,1,0,119830,카드,신한카드,0,119830,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,13486
3196,1218603,31호,좌석매출,매출,자유석,1,0,50170,카드,신한카드,50170,0,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,13486
3197,1218604,07호,좌석매출,매출,자유석,1,0,178000,카드,현대비자개인,0,178000,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,2393
3198,1218604,07호,좌석매출,매출,자유석,1,0,67000,카드,현대비자개인,67000,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,2393
3199,1218609,26호,좌석매출,매출,포커스석,1,0,178000,카드,하나체크카드,0,178000,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,10768
3200,1218609,26호,좌석매출,매출,포커스석,1,0,107000,카드,하나체크카드,107000,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,10768
3201,1218611,11호,좌석매출,매출,포커스석,1,0,161900,카드,IBK비씨카드,0,161900,2021-09-08,2021-09-09,2021-10-10,현장결제,,,,4342
3202,1218611,11호,좌석매출,매출,포커스석,1,0,38100,카드,IBK비씨카드,38100,0,2021-09-08,2021-09-09,2021-10-10,현장결제,,,,4342
3203,1218613,10호,좌석매출,매출,자유석,1,0,144000,카드,KB플래티늄카드,0,144000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4273
3204,1218613,10호,좌석매출,매출,자유석,1,0,26000,카드,KB플래티늄카드,26000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4273
3205,1218614,04호,좌석매출,매출,자유석,1,0,178000,카드,NH카드,0,178000,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,1096
3206,1218614,04호,좌석매출,매출,자유석,1,0,62000,카드,NH카드,62000,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,1096
3207,1218615,39호,좌석매출,매출,고정석,1,0,119830,카드,NH카드,0,119830,2021-09-08,2021-09-08,2021-10-08,키오스크결제,,,,17386
3208,1218615,39호,좌석매출,매출,고정석,1,0,65170,카드,NH카드,65170,0,2021-09-08,2021-09-08,2021-10-08,키오스크결제,,,,17386
3209,1218616,11호,좌석매출,매출,포커스석,1,0,161900,카드,삼성아멕스,0,161900,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,4533
3210,1218616,11호,좌석매출,매출,포커스석,1,0,38100,카드,삼성아멕스,38100,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,4533
3211,1218619,36호,좌석매출,매출,자유석,1,6750,128250,카드,KB국민카드,0,128250,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,무료체험 고객 재등록 할인,,15716
3212,1218623,11호,좌석매출,매출,자유석,1,0,160000,카드,롯데카드,0,160000,2021-09-08,2021-09-11,2021-10-10,키오스크결제,,,,4685
3213,1218630,14호,좌석매출,매출,관리자유석,1,9250,130000,카드,KB체크카드,0,130000,2021-09-08,2021-09-09,2021-10-15,키오스크결제,,무료체험 고객 재등록 할인,,6116
3214,1218630,14호,좌석매출,매출,관리자유석,1,9250,45750,카드,KB체크카드,45750,0,2021-09-08,2021-09-09,2021-10-15,키오스크결제,,무료체험 고객 재등록 할인,,6116
3215,1218631,34호,좌석매출,매출,자유석,1,0,135590,카드,KB국민카드,0,135590,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,15079
3216,1218631,34호,좌석매출,매출,자유석,1,0,9410,카드,KB국민카드,9410,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,15079
3217,1218632,03호,좌석매출,매출,자유석,1,0,178000,카드,NH체크카드,0,178000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,897
3218,1218632,03호,좌석매출,매출,자유석,1,0,42000,카드,NH체크카드,42000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,897
3219,1218635,23호,좌석매출,매출,자유석,1,0,144000,카드,롯데카드,0,144000,2021-09-08,2021-08-18,2021-09-08,현장결제,,,재결제 매출,9433
3220,1218635,23호,좌석매출,매출,자유석,1,0,6340,카드,롯데카드,6340,0,2021-09-08,2021-08-18,2021-09-08,현장결제,,,재결제 매출,9433
3221,1218636,23호,좌석매출,매출취소,자유석,1,0,-144000,카드,롯데카드,0,-144000,2021-09-08,2021-08-18,2021-09-16,현장결제,,,,9433
3222,1218636,23호,좌석매출,매출취소,자유석,1,0,-61000,카드,롯데카드,-61000,0,2021-09-08,2021-08-18,2021-09-16,현장결제,,,,9433
3223,1218639,03호,좌석매출,매출,관리자유석,1,0,178000,카드,신한프리미엄,0,178000,2021-09-08,2021-09-08,2021-10-07,현장결제,,,,1036
3224,1218639,03호,좌석매출,매출,관리자유석,1,0,62000,카드,신한프리미엄,62000,0,2021-09-08,2021-09-08,2021-10-07,현장결제,,,,1036
3225,1218643,23호,좌석매출,매출,포커스석,1,0,144000,카드,롯데카드,0,144000,2021-09-08,2021-09-09,2021-10-08,현장결제,,,,9433
3226,1218643,23호,좌석매출,매출,포커스석,1,0,101000,카드,롯데카드,101000,0,2021-09-08,2021-09-09,2021-10-08,현장결제,,,,9433
3227,1218649,06호,좌석매출,매출,자유석,1,0,144000,카드,카카오뱅크체크,0,144000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,2166
3228,1218649,06호,좌석매출,매출,자유석,1,0,71000,카드,카카오뱅크체크,71000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,2166
3229,1218651,31호,좌석매출,매출,고정석,1,0,119830,카드,삼성카드사,0,119830,2021-09-08,2021-09-11,2021-10-10,온라인결제,,,,13173
3230,1218651,31호,좌석매출,매출,고정석,1,0,80170,카드,삼성카드사,80170,0,2021-09-08,2021-09-11,2021-10-10,온라인결제,,,,13173
3231,1218653,27호,좌석매출,매출,고정석,1,0,135000,카드,하나카드,0,135000,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,11630
3232,1218653,27호,좌석매출,매출,고정석,1,0,45000,카드,하나카드,45000,0,2021-09-08,2021-09-09,2021-10-08,키오스크결제,,,,11630
3233,1218660,14호,좌석매출,매출,고정석,1,0,130000,카드,삼성 마스타,0,130000,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,6004
3234,1218660,14호,좌석매출,매출,고정석,1,0,65000,카드,삼성 마스타,65000,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,6004
3235,1218662,06호,좌석매출,매출,포커스석,1,0,144000,카드,KB국민카드,0,144000,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,2119
3236,1218662,06호,좌석매출,매출,포커스석,1,0,111000,카드,KB국민카드,111000,0,2021-09-08,2021-09-10,2021-10-09,키오스크결제,,,,2119
3237,1218669,09호,좌석매출,매출,자유석,1,0,178000,카드,비씨카드사,0,178000,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,3736
3238,1218669,09호,좌석매출,매출,자유석,1,0,52000,카드,비씨카드사,52000,0,2021-09-08,2021-09-09,2021-10-08,온라인결제,,,,3736
3239,1218674,11호,좌석매출,매출,10days,1,0,99000,카드,하나카드,0,99000,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4565
3240,1218674,11호,좌석매출,매출,10days,1,0,1000,카드,하나카드,1000,0,2021-09-08,2021-09-08,2021-10-07,키오스크결제,,,,4565
3241,1218679,08호,좌석매출,매출,관리자유석,1,0,161900,카드,KB국민카드,0,161900,2021-09-08,2021-09-08,2021-10-07,온라인결제,,,,2948
