번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
43,1270574,22호,좌석매출,매출,고정석,1,0,85500,카드,현대비자개인,0,85500,2021-11-01,2021-11-03,2021-11-17,현장결제,,,,9085
44,1270577,22호,좌석매출,매출,포커스석,1,0,83200,카드,신한카드,0,83200,2021-11-01,2021-11-05,2021-11-17,현장결제,,,,9029
45,1270583,37호,좌석매출,매출,사물함,0,0,1000,카드,롯데카드사,1000,0,2021-11-01,2021-11-01,2021-11-01,온라인결제,,,재결제 매출,16272
46,1270584,37호,좌석매출,매출취소,사물함,0,0,-9000,카드,롯데카드사,-9000,0,2021-11-01,2021-11-01,2021-11-01,온라인결제,,,,16272
47,1270586,26호,좌석매출,매출,자유석,1,0,178000,카드,우리카드,0,178000,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,11331
48,1270586,26호,좌석매출,매출,자유석,1,0,67000,카드,우리카드,67000,0,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,11331
49,1270587,11호,좌석매출,매출,자유석,1,0,91800,카드,NH농협비씨카드,0,91800,2021-11-01,2021-11-01,2021-11-17,현장결제,,,,4411
50,1270589,09호,좌석매출,매출,고정석,1,0,178000,카드,현대로컬개인,0,178000,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,,,3294
51,1270589,09호,좌석매출,매출,고정석,1,0,82000,카드,현대로컬개인,82000,0,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,,,3294
52,1270591,20호,좌석매출,매출,관리자유석,1,0,140000,카드,KB체크카드,0,140000,2021-11-01,2021-11-01,2021-12-01,키오스크결제,,,,8283
53,1270591,20호,좌석매출,매출,관리자유석,1,0,55000,카드,KB체크카드,55000,0,2021-11-01,2021-11-01,2021-12-01,키오스크결제,,,,8283
54,1270592,06호,좌석매출,매출,1day,0,0,9000,카드,현대 마스터,0,9000,2021-11-01,2021-11-01,2021-11-01,키오스크결제,,,,2109
55,1270592,06호,좌석매출,매출,1day,0,0,4000,카드,현대 마스터,4000,0,2021-11-01,2021-11-01,2021-11-01,키오스크결제,,,,2109
56,1270602,04호,좌석매출,매출,자유석,1,0,178000,카드,KB플래티늄카드,0,178000,2021-11-01,2021-11-01,2021-12-01,키오스크결제,,,,1362
57,1270602,04호,좌석매출,매출,자유석,1,0,62000,카드,KB플래티늄카드,62000,0,2021-11-01,2021-11-01,2021-12-01,키오스크결제,,,,1362
58,1270615,11호,좌석매출,매출,자유석,1,0,160000,카드,우리카드,0,160000,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,4612
59,1270666,06호,좌석매출,매출,자유석,3,32250,432000,카드,롯데,0,432000,2021-11-01,2021-11-02,2022-01-30,온라인결제,,,,2106
60,1270666,06호,좌석매출,매출,자유석,3,32250,180750,카드,롯데,180750,0,2021-11-01,2021-11-02,2022-01-30,온라인결제,,,,2106
61,1270675,06호,좌석매출,매출취소,자유석,3,-32250,-432000,카드,롯데,0,-432000,2021-11-01,2021-11-02,2022-01-30,온라인결제,,,,2106
62,1270675,06호,좌석매출,매출취소,자유석,3,-32250,-180750,카드,롯데,-180750,0,2021-11-01,2021-11-02,2022-01-30,온라인결제,,,,2106
63,1270681,08호,좌석매출,매출,포커스석,1,0,74000,카드,롯데카드,0,74000,2021-11-01,2021-11-08,2021-11-17,현장결제,,,,3037
64,1270684,30호,좌석매출,매출,포커스석,1,0,37860,카드,삼성비자,0,37860,2021-11-01,2021-10-27,2021-11-01,현장결제,,,재결제 매출,12662
65,1270684,30호,좌석매출,매출,포커스석,1,0,48540,카드,삼성비자,48540,0,2021-11-01,2021-10-27,2021-11-01,현장결제,,,재결제 매출,12662
66,1270685,30호,좌석매출,매출취소,포커스석,1,0,-119830,카드,카카오뱅크체크,0,-119830,2021-11-01,2021-10-27,2021-11-25,현장결제,,,,12662
67,1270685,30호,좌석매출,매출취소,포커스석,1,0,-90170,카드,카카오뱅크체크,-90170,0,2021-11-01,2021-10-27,2021-11-25,현장결제,,,,12662
68,1270686,37호,좌석매출,매출,관리자유석,1,0,113900,카드,현대 카드,0,113900,2021-11-01,2021-11-01,2021-11-17,현장결제,,,,16281
69,1270687,37호,좌석매출,매출,관리자유석,1,0,113900,카드,현대 카드,0,113900,2021-11-01,2021-11-01,2021-11-17,현장결제,,,,16280
70,1270690,37호,좌석매출,매출,1day,0,0,8720,카드,카카오뱅크체크,0,8720,2021-11-01,2021-11-01,2021-11-01,키오스크결제,,,,16473
71,1270690,37호,좌석매출,매출,1day,0,0,4280,카드,카카오뱅크체크,4280,0,2021-11-01,2021-11-01,2021-11-01,키오스크결제,,,,16473
72,1270691,35호,좌석매출,매출,셀석,1,0,130000,카드,삼성카드,0,130000,2021-11-01,2021-11-04,2021-12-03,키오스크결제,,,,15363
73,1270691,35호,좌석매출,매출,셀석,1,0,120000,카드,삼성카드,120000,0,2021-11-01,2021-11-04,2021-12-03,키오스크결제,,,,15363
74,1270693,13호,좌석매출,매출,자유석,1,0,96200,카드,KB국민카드,0,96200,2021-11-01,2021-11-05,2021-11-17,현장결제,,,,5739
75,1270695,02호,좌석매출,매출,자유석,1,0,26000,카드,우리체크,0,26000,2021-11-01,2021-11-14,2021-11-17,현장결제,,,,733
76,1270697,35호,좌석매출,매출취소,셀석,1,0,-130000,카드,삼성카드,0,-130000,2021-11-01,2021-11-04,2021-12-03,현장결제,,,,15363
77,1270697,35호,좌석매출,매출취소,셀석,1,0,-120000,카드,삼성카드,-120000,0,2021-11-01,2021-11-04,2021-12-03,현장결제,,,,15363
78,1270703,35호,좌석매출,매출,고정석,1,0,130000,카드,삼성,0,130000,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,15634
79,1270703,35호,좌석매출,매출,고정석,1,0,100000,카드,삼성,100000,0,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,15634
80,1270704,35호,좌석매출,매출,셀석,1,0,130000,카드,삼성카드,0,130000,2021-11-01,2021-11-04,2021-12-03,키오스크결제,,,,15363
81,1270704,35호,좌석매출,매출,셀석,1,0,120000,카드,삼성카드,120000,0,2021-11-01,2021-11-04,2021-12-03,키오스크결제,,,,15363
82,1270706,35호,좌석매출,매출취소,고정석,1,0,-130000,카드,삼성,0,-130000,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,15634
83,1270706,35호,좌석매출,매출취소,고정석,1,0,-100000,카드,삼성,-100000,0,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,15634
84,1270712,32호,좌석매출,매출,자유석,1,0,178000,카드,현대 카드,0,178000,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,14123
85,1270712,32호,좌석매출,매출,자유석,1,0,27000,카드,현대 카드,27000,0,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,14123
86,1270715,25호,좌석매출,매출,포커스석,1,0,118400,카드,현대비자개인,0,118400,2021-11-01,2021-11-02,2021-11-17,현장결제,,,,10666
87,1270717,29호,좌석매출,매출,포커스석,1,9500,120510,카드,KB국민카드,0,120510,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,무료체험 고객 재등록 할인,,12410
88,1270717,29호,좌석매출,매출,포커스석,1,9500,59990,카드,KB국민카드,59990,0,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,무료체험 고객 재등록 할인,,12410
89,1270718,24호,좌석매출,매출,1day,0,0,8340,계좌이체,,0,8340,2021-11-01,2021-11-07,2021-11-07,온라인결제,,,,10269
90,1270718,24호,좌석매출,매출,1day,0,0,3660,계좌이체,우리은행,3660,0,2021-11-01,2021-11-07,2021-11-07,온라인결제,,,,10269
91,1270719,24호,좌석매출,매출취소,1day,0,0,-8340,계좌이체,,0,-8340,2021-11-01,2021-11-07,2021-11-07,온라인결제,,,,10269
92,1270719,24호,좌석매출,매출취소,1day,0,0,-3660,계좌이체,우리은행,-3660,0,2021-11-01,2021-11-07,2021-11-07,온라인결제,,,,10269
93,1270721,39호,좌석매출,매출,관리자유석,1,0,119830,카드,삼성 마스타,0,119830,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,,,17309
94,1270721,39호,좌석매출,매출,관리자유석,1,0,55170,카드,삼성 마스타,55170,0,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,,,17309
95,1270725,14호,좌석매출,매출,1day,0,0,10000,카드,IBK비씨카드,0,10000,2021-11-01,2021-11-02,2021-11-02,키오스크결제,,,,6251
96,1270725,14호,좌석매출,매출,1day,0,0,4000,카드,IBK비씨카드,4000,0,2021-11-01,2021-11-02,2021-11-02,키오스크결제,,,,6251
97,1270729,30호,좌석매출,매출,자유석,2,0,239660,카드,삼성,0,239660,2021-11-01,2021-11-02,2021-12-31,온라인결제,,,,12753
98,1270729,30호,좌석매출,매출,자유석,2,0,100340,카드,삼성,100340,0,2021-11-01,2021-11-02,2021-12-31,온라인결제,,,,12753
99,1270730,30호,좌석매출,매출취소,자유석,2,0,-239660,카드,삼성,0,-239660,2021-11-01,2021-11-02,2021-12-31,온라인결제,,,,12753
100,1270730,30호,좌석매출,매출취소,자유석,2,0,-100340,카드,삼성,-100340,0,2021-11-01,2021-11-02,2021-12-31,온라인결제,,,,12753
101,1270732,20호,좌석매출,매출,포커스석,1,0,72000,카드,롯데카드,0,72000,2021-11-01,2021-11-08,2021-11-17,현장결제,,,,8521
102,1270733,20호,좌석매출,매출,포커스석,1,0,72000,카드,롯데카드,0,72000,2021-11-01,2021-11-08,2021-11-17,현장결제,,,,8144
103,1270741,42호,좌석매출,매출,10days,1,0,60000,계좌이체,우리은행,0,60000,2021-11-01,2021-11-02,2021-12-01,온라인결제,,,,18926
104,1270741,42호,좌석매출,매출,10days,1,0,50000,계좌이체,우리은행,50000,0,2021-11-01,2021-11-02,2021-12-01,온라인결제,,,,18926
105,1270742,42호,좌석매출,매출취소,10days,1,0,-60000,계좌이체,우리은행,0,-60000,2021-11-01,2021-11-02,2021-12-01,온라인결제,,,,18926
106,1270742,42호,좌석매출,매출취소,10days,1,0,-50000,계좌이체,우리은행,-50000,0,2021-11-01,2021-11-02,2021-12-01,온라인결제,,,,18926
107,1270743,41호,좌석매출,매출,사물함,0,0,13500,계좌이체,신한은행,13500,0,2021-11-01,2021-11-01,2021-11-01,온라인결제,,,,17915
108,1270746,18호,좌석매출,매출,관리자유석,1,0,158050,카드,삼성,0,158050,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,7370
109,1270746,18호,좌석매출,매출,관리자유석,1,0,16950,카드,삼성,16950,0,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,7370
110,1270747,18호,좌석매출,매출취소,관리자유석,1,0,-158050,카드,삼성,0,-158050,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,7370
111,1270747,18호,좌석매출,매출취소,관리자유석,1,0,-16950,카드,삼성,-16950,0,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,7370
112,1270748,04호,좌석매출,매출,고정석,1,0,178000,카드,롯데카드사,0,178000,2021-11-01,2021-11-01,2021-11-30,온라인결제,,,,1434
113,1270748,04호,좌석매출,매출,고정석,1,0,92000,카드,롯데카드사,92000,0,2021-11-01,2021-11-01,2021-11-30,온라인결제,,,,1434
114,1270749,39호,좌석매출,매출,셀석,1,0,119830,계좌이체,우리은행,0,119830,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,17431
115,1270749,39호,좌석매출,매출,셀석,1,0,85170,계좌이체,우리은행,85170,0,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,17431
116,1270750,39호,좌석매출,매출취소,셀석,1,0,-119830,계좌이체,우리은행,0,-119830,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,17431
117,1270750,39호,좌석매출,매출취소,셀석,1,0,-85170,계좌이체,우리은행,-85170,0,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,17431
118,1270751,07호,좌석매출,매출,자유석,1,0,178000,카드,SC비씨카드,0,178000,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,2862
119,1270751,07호,좌석매출,매출,자유석,1,0,67000,카드,SC비씨카드,67000,0,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,2862
120,1270753,27호,좌석매출,매출,포커스석,2,0,270000,카드,삼성,0,270000,2021-11-01,2021-11-02,2022-01-01,온라인결제,,,,11794
121,1270753,27호,좌석매출,매출,포커스석,2,0,110000,카드,삼성,110000,0,2021-11-01,2021-11-02,2022-01-01,온라인결제,,,,11794
122,1270755,27호,좌석매출,매출취소,포커스석,2,0,-270000,카드,삼성,0,-270000,2021-11-01,2021-11-02,2022-01-01,온라인결제,,,,11794
123,1270755,27호,좌석매출,매출취소,포커스석,2,0,-110000,카드,삼성,-110000,0,2021-11-01,2021-11-02,2022-01-01,온라인결제,,,,11794
124,1270758,18호,좌석매출,매출,싱글석,1,0,158050,카드,KB국민카드,0,158050,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,7159
125,1270758,18호,좌석매출,매출,싱글석,1,0,66950,카드,KB국민카드,66950,0,2021-11-01,2021-11-02,2021-12-02,온라인결제,,,,7159
126,1270766,41호,좌석매출,매출,1day,0,0,9000,카드,IBK비씨카드,0,9000,2021-11-01,2021-11-01,2021-11-01,키오스크결제,,,,18409
127,1270766,41호,좌석매출,매출,1day,0,0,4000,카드,IBK비씨카드,4000,0,2021-11-01,2021-11-01,2021-11-01,키오스크결제,,,,18409
128,1270771,41호,좌석매출,매출,1day,0,0,9000,카드,신한카드체크,0,9000,2021-11-01,2021-11-01,2021-11-01,키오스크결제,,,,17981
129,1270771,41호,좌석매출,매출,1day,0,0,4000,카드,신한카드체크,4000,0,2021-11-01,2021-11-01,2021-11-01,키오스크결제,,,,17981
130,1270773,28호,좌석매출,매출,고정석,1,0,144000,카드,삼성카드사,0,144000,2021-11-01,2021-11-03,2021-12-02,온라인결제,,,,12083
131,1270773,28호,좌석매출,매출,고정석,1,0,46000,카드,삼성카드사,46000,0,2021-11-01,2021-11-03,2021-12-02,온라인결제,,,,12083
132,1270775,42호,좌석매출,매출,고정석,1,0,96000,카드,롯데카드사,0,96000,2021-11-01,2021-11-03,2021-11-17,현장결제,,,,18550
133,1270776,38호,좌석매출,매출,자유석,2,0,250000,카드,NH농협비씨카드,0,250000,2021-11-01,2021-11-01,2021-12-30,키오스크결제,,,,16877
134,1270780,07호,좌석매출,매출,관리자유석,1,0,178000,카드,신한카드체크,0,178000,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,,,2528
135,1270780,07호,좌석매출,매출,관리자유석,1,0,87000,카드,신한카드체크,87000,0,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,,,2528
136,1270784,26호,좌석매출,매출,포커스석,1,0,152000,카드,신한프리미엄,0,152000,2021-11-01,2021-11-02,2021-11-17,현장결제,,,,11381
137,1270790,16호,좌석매출,매출,관리자유석,1,0,108800,카드,KB국민카드,0,108800,2021-11-01,2021-11-01,2021-11-17,현장결제,,,,6669
138,1270797,19호,좌석매출,매출,고정석,1,0,93800,카드,KB국민카드,0,93800,2021-11-01,2021-11-04,2021-11-17,현장결제,,,,7845
139,1270799,41호,좌석매출,매출,자유석,1,0,144000,카드,롯데카드,0,144000,2021-11-01,2021-11-04,2021-12-03,키오스크결제,,,,18374
140,1270799,41호,좌석매출,매출,자유석,1,0,66000,카드,롯데카드,66000,0,2021-11-01,2021-11-04,2021-12-03,키오스크결제,,,,18374
141,1270803,13호,좌석매출,매출,자유석,1,0,178000,카드,현대 카드,0,178000,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,,,5496
142,1270803,13호,좌석매출,매출,자유석,1,0,42000,카드,현대 카드,42000,0,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,,,5496
143,1270804,20호,좌석매출,매출,포커스석,1,10750,140000,카드,현대마스터개인,0,140000,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,무료체험 고객 재등록 할인,,7902
144,1270804,20호,좌석매출,매출,포커스석,1,10750,64250,카드,현대마스터개인,64250,0,2021-11-01,2021-11-02,2021-12-01,키오스크결제,,무료체험 고객 재등록 할인,,7902
145,1270822,32호,좌석매출,매출,셀석,1,0,110500,카드,비씨카드사,0,110500,2021-11-01,2021-11-05,2021-11-17,현장결제,,,,13813
146,1270825,40호,좌석매출,매출,자유석,1,0,135000,카드,하나SK비씨카드,0,135000,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,17688
147,1270829,13호,좌석매출,매출,자유석,1,0,178000,카드,KB체크카드,0,178000,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,5786
148,1270829,13호,좌석매출,매출,자유석,1,0,42000,카드,KB체크카드,42000,0,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,,,5786
149,1270830,40호,좌석매출,매출,자유석,1,0,135000,카드,하나카드,0,135000,2021-11-01,2021-11-01,2021-12-02,키오스크결제,,,,17451
150,1270834,39호,좌석매출,매출취소,관리자유석,1,0,-119830,카드,삼성 마스타,0,-119830,2021-11-01,2021-11-02,2021-12-01,현장결제,,,,17309
151,1270834,39호,좌석매출,매출취소,관리자유석,1,0,-55170,카드,삼성 마스타,-55170,0,2021-11-01,2021-11-02,2021-12-01,현장결제,,,,17309
152,1270837,35호,좌석매출,매출,자유석,1,0,130000,카드,하나카드,0,130000,2021-11-01,2021-11-01,2021-12-01,키오스크결제,,,,15132
153,1270837,35호,좌석매출,매출,자유석,1,0,70000,카드,하나카드,70000,0,2021-11-01,2021-11-01,2021-12-01,키오스크결제,,,,15132
154,1270841,39호,좌석매출,매출,관리자유석,1,0,94400,카드,삼성카드사,0,94400,2021-11-01,2021-11-02,2021-11-17,현장결제,,,,17309
155,1270853,33호,좌석매출,매출,자유석,1,0,39500,카드,삼성카드사,0,39500,2021-11-01,2021-10-22,2021-11-01,현장결제,,,재결제 매출,14517
156,1270853,33호,좌석매출,매출,자유석,1,0,21000,카드,삼성카드사,21000,0,2021-11-01,2021-10-22,2021-11-01,현장결제,,,재결제 매출,14517
157,1270854,33호,좌석매출,매출취소,자유석,1,0,-144000,카드,삼성카드사,0,-144000,2021-11-01,2021-10-22,2021-11-20,현장결제,,,,14517
158,1270854,33호,좌석매출,매출취소,자유석,1,0,-21000,카드,삼성카드사,-21000,0,2021-11-01,2021-10-22,2021-11-20,현장결제,,,,14517
159,1270859,42호,좌석매출,매출,자유석,1,8000,100000,카드,신한,0,100000,2021-11-01,2021-11-01,2021-11-30,온라인결제,,무료체험 고객 재등록 할인,,18881
160,1270859,42호,좌석매출,매출,자유석,1,8000,52000,카드,신한,52000,0,2021-11-01,2021-11-01,2021-11-30,온라인결제,,무료체험 고객 재등록 할인,,18881
161,1270860,33호,좌석매출,매출,고정석,1,0,104000,카드,삼성카드사,0,104000,2021-11-01,2021-10-05,2021-10-27,현장결제,,,,14517
162,1270861,33호,좌석매출,매출취소,고정석,1,0,-104000,카드,삼성카드사,0,-104000,2021-11-01,2021-11-02,2021-12-01,현장결제,,,,14517
163,1270876,37호,좌석매출,매출,포커스석,1,0,118400,카드,우리카드,0,118400,2021-11-01,2021-11-02,2021-11-17,현장결제,,,,16248
164,1270878,19호,좌석매출,매출,포커스석,1,0,18800,카드,삼성카드사,0,18800,2021-11-01,2021-10-31,2021-11-01,온라인결제,,,재결제 매출,7692
165,1270878,19호,좌석매출,매출,포커스석,1,0,10000,카드,삼성카드사,10000,0,2021-11-01,2021-10-31,2021-11-01,온라인결제,,,재결제 매출,7692
166,1270879,19호,좌석매출,매출취소,포커스석,1,0,-145600,카드,삼성카드사,0,-145600,2021-11-01,2021-10-31,2021-11-29,온라인결제,,,,7692
167,1270879,19호,좌석매출,매출취소,포커스석,1,0,-64400,카드,삼성카드사,-64400,0,2021-11-01,2021-10-31,2021-11-29,온라인결제,,,,7692
168,1270880,34호,좌석매출,매출,관리자유석,1,0,88000,카드,신한은련개인,0,88000,2021-11-01,2021-11-02,2021-11-17,현장결제,,,,14772
169,1270884,38호,좌석매출,매출,자유석,1,0,125000,카드,KB국민카드,0,125000,2021-11-01,2021-11-03,2021-12-02,온라인결제,,,,16915
170,1270885,33호,좌석매출,매출,고정석,1,0,144000,카드,삼성카드사,0,144000,2021-11-01,2021-11-02,2021-11-25,현장결제,,,,14517
171,1270885,33호,좌석매출,매출,고정석,1,0,12000,카드,삼성카드사,12000,0,2021-11-01,2021-11-02,2021-11-25,현장결제,,,,14517
172,1270887,32호,좌석매출,매출,포커스석,1,4920,93480,카드,NH카드,0,93480,2021-11-01,2021-11-06,2021-11-17,현장결제,,무료체험 고객 재등록 할인,,13832
173,1270896,03호,좌석매출,매출,자유석,1,11000,178000,카드,NH농협비씨카드,0,178000,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,무료체험 고객 재등록 할인,,1032
174,1270896,03호,좌석매출,매출,자유석,1,11000,31000,카드,NH농협비씨카드,31000,0,2021-11-01,2021-11-01,2021-11-30,키오스크결제,,무료체험 고객 재등록 할인,,1032
