번호,매출키,지점,구분,매출구분,이용항목,이용개월,할인금액,결제금액,결제수단,카드사,"결제금액
과세","결제금액
면세",결제일,이용시작일,이용종료일,결제구분,제휴쿠폰(주문)번호,프로모션 할인,기타 특이사항,회원키
2366,1277451,11호,좌석매출,매출,자유석,1,0,160000,카드,신한카드,0,160000,2021-11-07,2021-11-08,2021-12-07,온라인결제,,,,4500
2367,1277456,07호,좌석매출,매출,자유석,1,0,178000,카드,하나카드,0,178000,2021-11-07,2021-11-10,2021-12-10,온라인결제,,,,2723
2368,1277456,07호,좌석매출,매출,자유석,1,0,67000,카드,하나카드,67000,0,2021-11-07,2021-11-10,2021-12-10,온라인결제,,,,2723
2369,1277457,42호,좌석매출,매출,자유석,1,0,100000,카드,현대카드사,0,100000,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,18534
2370,1277457,42호,좌석매출,매출,자유석,1,0,60000,카드,현대카드사,60000,0,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,18534
2371,1277458,23호,좌석매출,매출,관리자유석,1,0,144000,카드,KB국민카드,0,144000,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,9434
2372,1277458,23호,좌석매출,매출,관리자유석,1,0,81000,카드,KB국민카드,81000,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,9434
2373,1277546,31호,좌석매출,매출,포커스석,1,0,119830,카드,신한카드,0,119830,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,13158
2374,1277546,31호,좌석매출,매출,포커스석,1,0,90170,카드,신한카드,90170,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,13158
2375,1277547,14호,좌석매출,매출,고정석,1,0,130000,카드,KB국민카드,0,130000,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,5887
2376,1277547,14호,좌석매출,매출,고정석,1,0,65000,카드,KB국민카드,65000,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,5887
2377,1277551,21호,좌석매출,매출,자유석,1,0,144000,카드,비씨카드사,0,144000,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,8876
2378,1277551,21호,좌석매출,매출,자유석,1,0,56000,카드,비씨카드사,56000,0,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,8876
2379,1277573,29호,좌석매출,매출,자유석,1,0,120510,카드,롯데카드사,0,120510,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,12408
2380,1277573,29호,좌석매출,매출,자유석,1,0,29490,카드,롯데카드사,29490,0,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,12408
2381,1277574,29호,좌석매출,매출,사물함,0,0,15000,카드,롯데카드사,15000,0,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,12408
2382,1277577,32호,좌석매출,매출,1day,0,0,9000,카드,롯데카드,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,14190
2383,1277577,32호,좌석매출,매출,1day,0,0,4000,카드,롯데카드,4000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,14190
2384,1277585,37호,좌석매출,매출,10days,1,0,87200,카드,하나카드,0,87200,2021-11-08,2021-11-08,2021-11-10,키오스크결제,,,,16564
2385,1277585,37호,좌석매출,매출,10days,1,0,32800,카드,하나카드,32800,0,2021-11-08,2021-11-08,2021-11-10,키오스크결제,,,,16564
2386,1277604,11호,좌석매출,매출,자유석,1,0,54000,카드,롯데카드,0,54000,2021-11-08,2021-11-08,2021-11-17,현장결제,,,,4776
2387,1277610,31호,좌석매출,매출,10days,1,0,63100,카드,삼성아멕스,0,63100,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,13258
2388,1277610,31호,좌석매출,매출,10days,1,0,56900,카드,삼성아멕스,56900,0,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,13258
2389,1277624,08호,좌석매출,매출,고정석,1,0,70000,카드,KB국민카드,0,70000,2021-11-08,2021-11-08,2021-11-17,현장결제,,,,3102
2390,1277632,41호,좌석매출,매출,1day,0,0,9000,카드,우리체크,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,18068
2391,1277632,41호,좌석매출,매출,1day,0,0,4000,카드,우리체크,4000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,18068
2392,1277633,31호,좌석매출,매출,10days,1,0,63100,카드,삼성 마스타,0,63100,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,13215
2393,1277633,31호,좌석매출,매출,10days,1,0,56900,카드,삼성 마스타,56900,0,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,13215
2394,1277634,20호,좌석매출,매출,관리자유석,1,0,65000,카드,현대 카드,0,65000,2021-11-08,2021-11-08,2021-11-17,현장결제,,,,7950
2395,1277638,27호,좌석매출,매출,1day,0,0,9000,카드,KB국민카드,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,11706
2396,1277638,27호,좌석매출,매출,1day,0,0,4000,카드,KB국민카드,4000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,11706
2397,1277652,38호,좌석매출,매출,자유석,1,0,125000,카드,신한카드,0,125000,2021-11-08,2021-11-11,2021-12-10,키오스크결제,,,,16814
2398,1277655,37호,좌석매출,매출,1day,0,0,8720,카드,KB국민카드,0,8720,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,16500
2399,1277655,37호,좌석매출,매출,1day,0,0,4280,카드,KB국민카드,4280,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,16500
2400,1277656,16호,좌석매출,매출,자유석,1,0,51300,카드,신한카드체크,0,51300,2021-11-08,2021-11-09,2021-11-17,현장결제,,,,6634
2401,1277657,06호,좌석매출,매출,10days,1,0,90000,카드,하나카드,0,90000,2021-11-08,2021-11-08,2021-11-17,키오스크결제,,,,2046
2402,1277657,06호,좌석매출,매출,10days,1,0,30000,카드,하나카드,30000,0,2021-11-08,2021-11-08,2021-11-17,키오스크결제,,,,2046
2403,1277660,33호,좌석매출,매출,1day,0,0,4800,카드,현대 카드,0,4800,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,14413
2404,1277660,33호,좌석매출,매출,1day,0,0,7200,카드,현대 카드,7200,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,14413
2405,1277663,09호,좌석매출,매출,1day,0,0,9000,카드,삼성카드사,0,9000,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,3422
2406,1277663,09호,좌석매출,매출,1day,0,0,6000,카드,삼성카드사,6000,0,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,3422
2407,1277675,28호,좌석매출,매출,자유석,1,0,144000,카드,현대카드사,0,144000,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,11881
2408,1277675,28호,좌석매출,매출,자유석,1,0,16000,카드,현대카드사,16000,0,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,11881
2409,1277679,19호,좌석매출,매출,10days,1,0,94000,카드,KB국민카드,0,94000,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,7621
2410,1277679,19호,좌석매출,매출,10days,1,0,26000,카드,KB국민카드,26000,0,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,7621
2411,1277680,18호,좌석매출,매출,10days,1,0,87200,카드,NH카드,0,87200,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,7107
2412,1277680,18호,좌석매출,매출,10days,1,0,22800,카드,NH카드,22800,0,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,7107
2413,1277687,38호,좌석매출,매출,자유석,1,0,125000,카드,NH카드,0,125000,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,16943
2414,1277700,27호,좌석매출,매출,10days,1,0,90000,카드,삼성카드,0,90000,2021-11-08,2021-11-09,2021-12-08,키오스크결제,,,,11655
2415,1277700,27호,좌석매출,매출,10days,1,0,20000,카드,삼성카드,20000,0,2021-11-08,2021-11-09,2021-12-08,키오스크결제,,,,11655
2416,1277701,13호,좌석매출,매출,자유석,2,0,356000,카드,현대비자개인,0,356000,2021-11-08,2021-11-08,2022-01-06,키오스크결제,,,,5799
2417,1277701,13호,좌석매출,매출,자유석,2,0,84000,카드,현대비자개인,84000,0,2021-11-08,2021-11-08,2022-01-06,키오스크결제,,,,5799
2418,1277713,41호,좌석매출,매출,싱글석,1,0,144000,카드,KB체크카드,0,144000,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,18140
2419,1277713,41호,좌석매출,매출,싱글석,1,0,136000,카드,KB체크카드,136000,0,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,18140
2420,1277725,07호,좌석매출,매출,15days,2,0,135000,카드,SSG카드,0,135000,2021-11-08,2021-11-09,2022-01-07,키오스크결제,,,,2849
2421,1277725,07호,좌석매출,매출,15days,2,0,60000,카드,SSG카드,60000,0,2021-11-08,2021-11-09,2022-01-07,키오스크결제,,,,2849
2422,1277726,21호,좌석매출,매출취소,자유석,1,0,-144000,카드,비씨카드사,0,-144000,2021-11-08,2021-11-08,2021-12-07,현장결제,,,,8876
2423,1277726,21호,좌석매출,매출취소,자유석,1,0,-56000,카드,비씨카드사,-56000,0,2021-11-08,2021-11-08,2021-12-07,현장결제,,,,8876
2424,1277729,06호,좌석매출,매출,1day,0,0,9000,카드,현대 마스터,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,2109
2425,1277729,06호,좌석매출,매출,1day,0,0,4000,카드,현대 마스터,4000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,2109
2426,1277731,13호,좌석매출,매출,자유석,1,0,66600,카드,삼성카드사,0,66600,2021-11-08,2021-11-09,2021-11-17,현장결제,,,,5713
2427,1277755,21호,좌석매출,매출,자유석,1,0,144000,카드,비씨카드사,0,144000,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,8876
2428,1277755,21호,좌석매출,매출,자유석,1,0,56000,카드,비씨카드사,56000,0,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,8876
2429,1277832,06호,좌석매출,매출,1day,0,0,9000,카드,KB국민카드,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,2091
2430,1277832,06호,좌석매출,매출,1day,0,0,4000,카드,KB국민카드,4000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,2091
2431,1277848,06호,좌석매출,매출취소,사물함,0,0,-15000,카드,KB국민카드,-15000,0,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,2091
2432,1277852,15호,좌석매출,매출,자유석,1,0,19800,카드,KB국민카드,0,19800,2021-11-08,2021-11-05,2021-11-08,현장결제,,,재결제 매출,6523
2433,1277853,15호,좌석매출,매출취소,자유석,1,0,-145000,카드,KB국민카드,0,-145000,2021-11-08,2021-11-05,2021-12-04,현장결제,,,,6523
2434,1277855,20호,좌석매출,매출취소,관리자유석,1,0,-65000,카드,현대 카드,0,-65000,2021-11-08,2021-11-08,2021-11-17,현장결제,,,,7950
2435,1277857,20호,좌석매출,매출,자유석,1,2950,56050,카드,현대 카드,0,56050,2021-11-08,2021-11-08,2021-11-17,현장결제,,무료체험 고객 재등록 할인,,7950
2436,1277861,32호,좌석매출,매출,1day,0,0,9000,카드,KB체크카드,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,14014
2437,1277861,32호,좌석매출,매출,1day,0,0,4000,카드,KB체크카드,4000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,14014
2438,1277862,32호,좌석매출,매출,1day,0,0,9000,카드,우리카드,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,14192
2439,1277862,32호,좌석매출,매출,1day,0,0,4000,카드,우리카드,4000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,14192
2440,1277864,10호,좌석매출,매출,포커스석,1,0,144000,카드,롯데카드,0,144000,2021-11-08,2021-11-11,2021-12-10,키오스크결제,,,,4137
2441,1277864,10호,좌석매출,매출,포커스석,1,0,66000,카드,롯데카드,66000,0,2021-11-08,2021-11-11,2021-12-10,키오스크결제,,,,4137
2442,1277867,19호,좌석매출,매출,고정석,1,0,145600,카드,NH농협카드,0,145600,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,7813
2443,1277867,19호,좌석매출,매출,고정석,1,0,54400,카드,NH농협카드,54400,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,7813
2444,1277868,23호,좌석매출,매출,사물함,0,0,5000,카드,신한,5000,0,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,9587
2445,1277873,19호,좌석매출,매출,사물함,0,0,14000,카드,삼성카드사,14000,0,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,7426
2446,1277877,32호,좌석매출,매출,싱글석,6,0,890000,카드,KB국민카드,0,890000,2021-11-08,2021-06-12,2021-11-08,온라인결제,,,재결제 매출,13825
2447,1277877,32호,좌석매출,매출,싱글석,6,0,167500,카드,KB국민카드,167500,0,2021-11-08,2021-06-12,2021-11-08,온라인결제,,,재결제 매출,13825
2448,1277878,32호,좌석매출,매출취소,싱글석,6,-141000,-1068000,카드,KB국민카드,0,-1068000,2021-11-08,2021-06-12,2021-12-08,온라인결제,,,,13825
2449,1277878,32호,좌석매출,매출취소,싱글석,6,-141000,-201000,카드,KB국민카드,-201000,0,2021-11-08,2021-06-12,2021-12-08,온라인결제,,,,13825
2450,1277879,08호,좌석매출,매출,자유석,1,0,161900,카드,KB국민카드,0,161900,2021-11-08,2021-11-11,2021-12-10,키오스크결제,,,,3242
2451,1277879,08호,좌석매출,매출,자유석,1,0,18100,카드,KB국민카드,18100,0,2021-11-08,2021-11-11,2021-12-10,키오스크결제,,,,3242
2452,1277894,35호,좌석매출,매출,관리자유석,1,11000,130000,카드,우리체크,0,130000,2021-11-08,2021-11-09,2021-12-11,키오스크결제,,무료체험 고객 재등록 할인,,15286
2453,1277894,35호,좌석매출,매출,관리자유석,1,11000,79000,카드,우리체크,79000,0,2021-11-08,2021-11-09,2021-12-11,키오스크결제,,무료체험 고객 재등록 할인,,15286
2454,1277899,23호,좌석매출,매출,고정석,1,0,144000,카드,롯데카드,0,144000,2021-11-08,2021-11-09,2021-12-08,키오스크결제,,,,9455
2455,1277899,23호,좌석매출,매출,고정석,1,0,91000,카드,롯데카드,91000,0,2021-11-08,2021-11-09,2021-12-08,키오스크결제,,,,9455
2456,1277927,27호,좌석매출,매출,고정석,1,0,135000,카드,삼성카드사,0,135000,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,11730
2457,1277927,27호,좌석매출,매출,고정석,1,0,45000,카드,삼성카드사,45000,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,11730
2458,1277934,01호,좌석매출,매출,10days,1,0,90000,카드,하나카드,0,90000,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,164
2459,1277934,01호,좌석매출,매출,10days,1,0,30000,카드,하나카드,30000,0,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,164
2460,1277939,09호,좌석매출,매출,관리자유석,1,0,178000,카드,현대 비자,0,178000,2021-11-08,2021-11-09,2021-12-08,키오스크결제,,,,3796
2461,1277939,09호,좌석매출,매출,관리자유석,1,0,72000,카드,현대 비자,72000,0,2021-11-08,2021-11-09,2021-12-08,키오스크결제,,,,3796
2462,1277949,38호,좌석매출,매출,자유석,1,0,125000,카드,NH카드,0,125000,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,16912
2463,1277952,27호,좌석매출,매출,고정석,1,0,135000,카드,KB국민카드,0,135000,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,11607
2464,1277952,27호,좌석매출,매출,고정석,1,0,45000,카드,KB국민카드,45000,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,11607
2465,1277956,37호,좌석매출,매출,사물함,0,0,14500,카드,하나카드,14500,0,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,16257
2466,1277957,10호,좌석매출,매출,고정석,1,0,18000,카드,우리카드,0,18000,2021-11-08,2021-11-07,2021-11-08,현장결제,,,재결제 매출,3876
2467,1277957,10호,좌석매출,매출,고정석,1,0,10000,카드,우리카드,10000,0,2021-11-08,2021-11-07,2021-11-08,현장결제,,,재결제 매출,3876
2468,1277958,10호,좌석매출,매출취소,고정석,1,0,-144000,카드,우리카드,0,-144000,2021-11-08,2021-11-07,2021-12-06,현장결제,,,,3876
2469,1277958,10호,좌석매출,매출취소,고정석,1,0,-56000,카드,우리카드,-56000,0,2021-11-08,2021-11-07,2021-12-06,현장결제,,,,3876
2470,1277966,40호,좌석매출,매출,싱글석,1,0,41400,카드,하나카드,0,41400,2021-11-08,2021-11-12,2021-11-17,현장결제,,,,17503
2471,1277969,04호,좌석매출,매출,고정석,1,0,54000,카드,신한은련개인,0,54000,2021-11-08,2021-11-12,2021-11-17,현장결제,,,,1300
2472,1277970,20호,좌석매출,매출,자유석,1,0,140000,카드,KB국민카드,0,140000,2021-11-08,2021-11-10,2021-12-09,키오스크결제,,,,7984
2473,1277970,20호,좌석매출,매출,자유석,1,0,35000,카드,KB국민카드,35000,0,2021-11-08,2021-11-10,2021-12-09,키오스크결제,,,,7984
2474,1277976,26호,좌석매출,매출,10days,1,0,90000,카드,비씨카드사,0,90000,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,11306
2475,1277976,26호,좌석매출,매출,10days,1,0,40000,카드,비씨카드사,40000,0,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,11306
2476,1277979,02호,좌석매출,매출,포커스석,1,0,178000,카드,롯데카드,0,178000,2021-11-08,2021-11-08,2021-12-08,키오스크결제,,,,616
2477,1277979,02호,좌석매출,매출,포커스석,1,0,57000,카드,롯데카드,57000,0,2021-11-08,2021-11-08,2021-12-08,키오스크결제,,,,616
2478,1277980,28호,좌석매출,매출,1day,0,0,9000,카드,케이뱅크체크,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,12138
2479,1277980,28호,좌석매출,매출,1day,0,0,4000,카드,케이뱅크체크,4000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,12138
2480,1277982,40호,좌석매출,매출,자유석,1,0,31500,카드,카카오뱅크체크,0,31500,2021-11-08,2021-11-11,2021-11-17,현장결제,,,,17622
2481,1277985,16호,좌석매출,매출취소,포커스석,1,0,-64000,카드,카카오페이체크,0,-64000,2021-11-08,2021-11-08,2021-12-07,현장결제,,,,6766
2482,1277987,16호,좌석매출,매출,포커스석,1,0,70000,카드,카카오페이체크,0,70000,2021-11-08,2021-11-08,2021-11-17,현장결제,,,,6766
2483,1277992,04호,좌석매출,매출,1day,0,0,9000,카드,KB국민카드,0,9000,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,1194
2484,1277992,04호,좌석매출,매출,1day,0,0,6000,카드,KB국민카드,6000,0,2021-11-08,2021-11-08,2021-11-08,온라인결제,,,,1194
2485,1278003,23호,좌석매출,매출,1day,0,0,9000,카드,KB체크카드,0,9000,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,9656
2486,1278003,23호,좌석매출,매출,1day,0,0,6000,카드,KB체크카드,6000,0,2021-11-08,2021-11-08,2021-11-08,키오스크결제,,,,9656
2487,1278005,32호,좌석매출,매출,포커스석,1,0,71160,카드,KB국민카드,0,71160,2021-11-08,2021-10-28,2021-11-08,온라인결제,,,재결제 매출,13980
2488,1278005,32호,좌석매출,매출,포커스석,1,0,26830,카드,KB국민카드,26830,0,2021-11-08,2021-10-28,2021-11-08,온라인결제,,,재결제 매출,13980
2489,1278006,32호,좌석매출,매출,싱글석,1,0,178000,카드,KB국민카드,0,178000,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,13980
2490,1278006,32호,좌석매출,매출,싱글석,1,0,97000,카드,KB국민카드,97000,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,13980
2491,1278007,32호,좌석매출,매출취소,포커스석,1,0,-178000,카드,삼성카드사,0,-178000,2021-11-08,2021-10-28,2021-11-26,온라인결제,,,,13980
2492,1278007,32호,좌석매출,매출취소,포커스석,1,0,-67000,카드,삼성카드사,-67000,0,2021-11-08,2021-10-28,2021-11-26,온라인결제,,,,13980
2493,1278009,32호,좌석매출,매출취소,싱글석,1,0,-178000,카드,KB국민카드,0,-178000,2021-11-08,2021-11-09,2021-12-08,현장결제,,,,13980
2494,1278009,32호,좌석매출,매출취소,싱글석,1,0,-97000,카드,KB국민카드,-97000,0,2021-11-08,2021-11-09,2021-12-08,현장결제,,,,13980
2495,1278010,27호,좌석매출,매출취소,고정석,1,0,-135000,카드,삼성카드사,0,-135000,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,11730
2496,1278010,27호,좌석매출,매출취소,고정석,1,0,-45000,카드,삼성카드사,-45000,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,11730
2497,1278011,27호,좌석매출,매출,포커스석,1,0,135000,카드,삼성카드사,0,135000,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,11730
2498,1278011,27호,좌석매출,매출,포커스석,1,0,55000,카드,삼성카드사,55000,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,11730
2499,1278014,02호,좌석매출,매출,자유석,1,0,178000,카드,비씨카드사,0,178000,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,354
2500,1278014,02호,좌석매출,매출,자유석,1,0,17000,카드,비씨카드사,17000,0,2021-11-08,2021-11-09,2021-12-08,온라인결제,,,,354
2501,1278015,32호,좌석매출,매출,싱글석,1,0,82800,카드,KB국민카드,0,82800,2021-11-08,2021-11-09,2021-11-17,현장결제,,,,13980
2502,1278017,37호,좌석매출,매출,포커스석,3,0,43600,카드,현대카드사,0,43600,2021-11-08,2021-11-04,2021-11-08,온라인결제,,,재결제 매출,16433
2503,1278017,37호,좌석매출,매출,포커스석,3,0,28400,카드,현대카드사,28400,0,2021-11-08,2021-11-04,2021-11-08,온라인결제,,,재결제 매출,16433
2504,1278018,37호,좌석매출,매출취소,포커스석,3,-66000,-474150,카드,현대 마스터,0,-474150,2021-11-08,2021-11-04,2022-02-01,온라인결제,,무료체험 고객 재등록 할인,,16433
2505,1278018,37호,좌석매출,매출취소,포커스석,3,-66000,-119850,카드,현대 마스터,-119850,0,2021-11-08,2021-11-04,2022-02-01,온라인결제,,무료체험 고객 재등록 할인,,16433
2506,1278021,12호,좌석매출,매출,자유석,1,0,144000,카드,IBK비씨카드,0,144000,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,5134
2507,1278021,12호,좌석매출,매출,자유석,1,0,46000,카드,IBK비씨카드,46000,0,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,,,5134
2508,1278029,13호,좌석매출,매출,고정석,1,0,178000,카드,신한카드,0,178000,2021-11-08,2021-11-10,2021-12-09,온라인결제,,,,5555
2509,1278029,13호,좌석매출,매출,고정석,1,0,72000,카드,신한카드,72000,0,2021-11-08,2021-11-10,2021-12-09,온라인결제,,,,5555
2510,1278040,03호,좌석매출,매출,관리자유석,3,36000,534000,카드,롯데카드,0,534000,2021-11-08,2021-11-08,2022-02-12,키오스크결제,,,,958
2511,1278040,03호,좌석매출,매출,관리자유석,3,36000,150000,카드,롯데카드,150000,0,2021-11-08,2021-11-08,2022-02-12,키오스크결제,,,,958
2512,1278042,08호,좌석매출,매출,포커스석,1,0,74000,카드,삼성카드,0,74000,2021-11-08,2021-11-08,2021-11-17,현장결제,,,,2929
2513,1278052,26호,좌석매출,매출,자유석,1,0,178000,카드,비씨카드사,0,178000,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,11143
2514,1278052,26호,좌석매출,매출,자유석,1,0,67000,카드,비씨카드사,67000,0,2021-11-08,2021-11-08,2021-12-07,온라인결제,,,,11143
2515,1278072,02호,좌석매출,매출취소,포커스석,1,0,-178000,카드,롯데카드,0,-178000,2021-11-08,2021-11-08,2021-12-08,현장결제,,,,616
2516,1278072,02호,좌석매출,매출취소,포커스석,1,0,-57000,카드,롯데카드,-57000,0,2021-11-08,2021-11-08,2021-12-08,현장결제,,,,616
2517,1278077,02호,좌석매출,매출,관리자유석,1,0,178000,카드,롯데카드,0,178000,2021-11-08,2021-11-08,2021-12-08,현장결제,,,,616
2518,1278077,02호,좌석매출,매출,관리자유석,1,0,37000,카드,롯데카드,37000,0,2021-11-08,2021-11-08,2021-12-08,현장결제,,,,616
2519,1278087,35호,좌석매출,매출,자유석,1,10000,130000,카드,NH농협비씨카드,0,130000,2021-11-08,2021-11-09,2021-12-08,현장결제,,무료체험 고객 재등록 할인,,15462
2520,1278087,35호,좌석매출,매출,자유석,1,10000,60000,카드,NH농협비씨카드,60000,0,2021-11-08,2021-11-09,2021-12-08,현장결제,,무료체험 고객 재등록 할인,,15462
2521,1278090,21호,좌석매출,매출,고정석,1,0,69300,카드,카카오뱅크mini,0,69300,2021-11-08,2021-11-09,2021-11-17,현장결제,,,,8605
2522,1278094,22호,좌석매출,매출,관리자유석,1,8500,135590,카드,NH기업카드,0,135590,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,무료체험 고객 재등록 할인,,9235
2523,1278094,22호,좌석매출,매출,관리자유석,1,8500,25910,카드,NH기업카드,25910,0,2021-11-08,2021-11-08,2021-12-07,키오스크결제,,무료체험 고객 재등록 할인,,9235
2524,1278102,07호,좌석매출,매출,1day,0,0,9000,카드,비씨카드사,0,9000,2021-11-08,2021-11-09,2021-11-09,온라인결제,,,,2405
2525,1278102,07호,좌석매출,매출,1day,0,0,6000,카드,비씨카드사,6000,0,2021-11-08,2021-11-09,2021-11-09,온라인결제,,,,2405
2526,1278105,31호,좌석매출,매출,자유석,1,0,119830,카드,카카오뱅크mini,0,119830,2021-11-08,2021-11-09,2021-12-08,키오스크결제,,,,13418
2527,1278105,31호,좌석매출,매출,자유석,1,0,50170,카드,카카오뱅크mini,50170,0,2021-11-08,2021-11-09,2021-12-08,키오스크결제,,,,13418
2528,1278107,07호,좌석매출,매출,자유석,1,0,178000,카드,KB국민카드,0,178000,2021-11-08,2021-11-12,2021-12-11,키오스크결제,,,,2424
2529,1278107,07호,좌석매출,매출,자유석,1,0,67000,카드,KB국민카드,67000,0,2021-11-08,2021-11-12,2021-12-11,키오스크결제,,,,2424
2530,1278111,10호,좌석매출,매출,10days,1,0,90000,카드,현대마스터개인,0,90000,2021-11-08,2021-11-08,2021-11-29,키오스크결제,,,,3984
2531,1278111,10호,좌석매출,매출,10days,1,0,25000,카드,현대마스터개인,25000,0,2021-11-08,2021-11-08,2021-11-29,키오스크결제,,,,3984
2532,1278114,31호,좌석매출,매출,자유석,1,0,51300,카드,우리카드,0,51300,2021-11-08,2021-11-09,2021-11-17,현장결제,,,,13080
2533,1278117,31호,좌석매출,매출,자유석,1,0,34200,카드,삼성 마스타,0,34200,2021-11-08,2021-11-12,2021-11-17,현장결제,,,,13736
2534,1278120,32호,좌석매출,매출,자유석,2,0,356000,카드,우리카드,0,356000,2021-11-08,2021-11-11,2022-01-09,키오스크결제,,,,13964
2535,1278120,32호,좌석매출,매출,자유석,2,0,54000,카드,우리카드,54000,0,2021-11-08,2021-11-11,2022-01-09,키오스크결제,,,,13964
2536,1278123,37호,좌석매출,매출,포커스석,1,0,158050,카드,신한카드체크,0,158050,2021-11-08,2021-11-09,2021-12-07,키오스크결제,,,,16597
2537,1278123,37호,좌석매출,매출,포커스석,1,0,61950,카드,신한카드체크,61950,0,2021-11-08,2021-11-09,2021-12-07,키오스크결제,,,,16597
2538,1278126,12호,좌석매출,매출,포커스석,1,0,144000,카드,하나카드,0,144000,2021-11-08,2021-11-11,2021-12-10,키오스크결제,,,,4989
2539,1278126,12호,좌석매출,매출,포커스석,1,0,86000,카드,하나카드,86000,0,2021-11-08,2021-11-11,2021-12-10,키오스크결제,,,,4989
